dataset,seed,method,optimizer,evals,val_loss,val_triad,val_ap,C,gamma,cost_pos,blend_alpha,selected_feature_count,selected_features,model_seed,horizon,target_region,gate_selected,gate_utility_simple,gate_utility_fused,gate_difference,gate_standard_error,gate_required_margin
PONE2016_h1_target_North_America,20260728,KELM_risk_feature,PBMSBAINGO,81,0.18670074683556515,0.8271349088932628,0.9416970088183485,9.655214230907186,0.0378475471840468,1.88063360043649,-1.0,8.0,"[1, 2, 4, 5, 6, 8, 9, 11]",20260939,1,North America,,,,,,
PONE2016_h1_target_North_America,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.15707625232066783,0.8519190444343996,0.9401446122579018,3.048176750017726,0.11790852514627836,1.422678501834946,0.5,5.0,"[2, 7, 8, 9, 11]",20261035,1,North America,,,,,,
PONE2016_h1_target_North_America,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,0.5,,[],20260728,1,North America,Full_PBMSBAINGO,0.605701705680214,0.6098343857709155,0.004132680090701557,0.0037853114684445444,0.0037853114684445444
PONE2016_h1_target_North_America,20260728,Full_random_search,Random,81,0.17942620175631113,0.8271349088932628,0.941878789471019,0.11731486899996929,0.917245471949108,0.21280647225840485,0.3,4.0,"[1, 5, 6, 11]",20261129,1,North America,,,,,,
PONE2016_h2_target_Asia,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.12523294867971443,0.8832345408514671,0.9356860799875506,2.2953552588486072,0.10919164326099906,1.5323558000113384,-1.0,4.0,"[1, 8, 9, 10]",20260829,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 8, 9, 10]",20260728,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260728,KELM_risk_feature,PBMSBAINGO,81,0.14950426844226344,0.8625458691379844,0.9080304274357236,2.3614925000725067,0.303411606194994,0.6275161815142195,-1.0,6.0,"[4, 5, 6, 9, 10, 11]",20260939,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.14946953304077823,0.8625458691379844,0.9115039675842453,1.500653631374063,0.6158610849923787,1.3655002720338063,0.5,6.0,"[1, 5, 8, 9, 10, 11]",20261035,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,2,Asia,KELM_risk_feature,0.586364504468458,0.586364504468458,0.0,0.014186760512459972,0.014186760512459972
PONE2016_h2_target_Asia,20260728,Full_random_search,Random,81,0.1668580858088903,0.8428715638578093,0.9274962093337109,15.596361911201054,0.006462903683923064,0.40814110651823715,0.7,5.0,"[2, 3, 4, 7, 11]",20261129,2,Asia,,,,,,
PONE2016_h2_target_Europe,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.1354568610295162,0.8765931394021036,0.9719782480893591,6.341720049089509,0.027416201117227323,0.9309040670775742,-1.0,6.0,"[1, 2, 4, 6, 9, 10]",20260829,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 4, 6, 9, 10]",20260728,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260728,KELM_risk_feature,PBMSBAINGO,81,0.16426879928010635,0.8519190444343996,0.9481626435867772,8.183791276590233,0.00011483365871368133,1.4816964215748507,-1.0,9.0,"[1, 2, 4, 5, 6, 7, 8, 10, 11]",20260939,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.20381564936925806,0.8021901472754903,0.9239335211196587,2.8806815392295255,0.02835299518161228,0.38158933073573237,0.7,4.0,"[1, 4, 10, 11]",20261035,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,2,Europe,KELM_risk_feature,0.6098343857709155,0.6015685947049952,-0.008265791065920292,0.0066948120846272744,0.0066948120846272744
PONE2016_h2_target_Europe,20260728,Full_random_search,Random,81,0.2527138399401922,0.7516016412930088,0.9037530316770079,0.11731486899996929,0.917245471949108,0.21280647225840485,0.7,4.0,"[1, 5, 6, 11]",20261129,2,Europe,,,,,,
PONE2016_h2_target_North_America,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.18707607341871135,0.8229708730846101,0.8365861308677194,0.3996541203372379,0.004012148382444567,2.3848766182096854,-1.0,4.0,"[4, 5, 7, 10]",20260829,2,North America,,,,,,
PONE2016_h2_target_North_America,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[4, 5, 7, 10]",20260728,2,North America,,,,,,
PONE2016_h2_target_North_America,20260728,KELM_risk_feature,PBMSBAINGO,81,0.21318797742304088,0.7976673364290748,0.8224776313425533,2.1878318789629785,0.0007636454534044338,0.9089399624944648,-1.0,5.0,"[4, 5, 6, 10, 11]",20260939,2,North America,,,,,,
PONE2016_h2_target_North_America,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.33942898055402204,0.665991635113519,0.8265171466338179,0.39294674795711126,0.01668434491144236,1.7325415749304183,0.7,4.0,"[1, 5, 10, 11]",20261035,2,North America,,,,,,
PONE2016_h2_target_North_America,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,2,North America,KELM_risk_feature,0.5109546964453867,0.4236825949248021,-0.08727210152058462,0.06405216291112587,0.06405216291112587
PONE2016_h2_target_North_America,20260728,Full_random_search,Random,81,0.3114517172720819,0.6966950706953473,0.820469121181062,107.5251380936693,0.002036830785622003,0.568428349299726,0.7,6.0,"[1, 2, 4, 5, 9, 11]",20261129,2,North America,,,,,,
PONE2016_h3_target_Asia,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.3579746463711106,0.6461750010126373,0.8230023958044853,0.08354379161627068,0.22955568762262862,0.13812133787822992,-1.0,5.0,"[1, 5, 8, 9, 10]",20260829,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 5, 8, 9, 10]",20260728,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260728,KELM_risk_feature,PBMSBAINGO,81,0.23665742618634028,0.7720168094413986,0.8294265958928092,5.171209913707093,0.4692734012250768,0.5550840128715333,-1.0,4.0,"[1, 5, 9, 11]",20260939,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.29782483853084574,0.7085329613768555,0.8663122883391143,31.319562840520764,0.11211873342812691,0.33365644752235096,0.7,4.0,"[1, 4, 5, 11]",20261035,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,3,Asia,KELM_risk_feature,0.4881550085011937,0.4754044450095886,-0.012750563491605083,0.07840089023076677,0.07840089023076677
PONE2016_h3_target_Asia,20260728,Full_random_search,Random,81,0.2979335274449866,0.7085329613768555,0.8554433969250286,3263.2928704856795,4.418643500485764,32.759566166955395,0.2,4.0,"[2, 5, 7, 11]",20261129,3,Asia,,,,,,
PONE2016_h3_target_Europe,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.30859139754697995,0.7003173164532517,0.8195500137694967,0.021773280152004727,0.48559438823995915,0.41047736946374314,-1.0,5.0,"[1, 2, 8, 9, 10]",20260829,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 8, 9, 10]",20260728,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260728,KELM_risk_feature,PBMSBAINGO,81,0.3272551125978096,0.6754990137138975,0.8492440144458443,7.678354279390746,0.08866789298116537,0.9737832729030423,-1.0,5.0,"[3, 4, 5, 10, 11]",20260939,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.28040046459373436,0.7275551632206813,0.8236389375175737,2.855589809242562,0.05194483253061458,1.433236059967722,0.5,4.0,"[1, 9, 10, 11]",20261035,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,3,Europe,KELM_risk_feature,0.5860639663737375,0.432699910623927,-0.1533640557498105,0.11032164269395743,0.11032164269395743
PONE2016_h3_target_Europe,20260728,Full_random_search,Random,81,0.2821626581565412,0.7275551632206813,0.8292377630550726,25.329883822489876,0.6474732167563974,0.4808125634130295,0.5,5.0,"[1, 2, 8, 10, 11]",20261129,3,Europe,,,,,,
PONE2016_h3_target_North_America,20260728,KELM_PBMSBAINGO,PBMSBAINGO,81,0.26901961875563396,0.7416835464915945,0.8945923031718814,0.023512844958042907,0.16262681278010216,0.5130945637822247,-1.0,7.0,"[3, 4, 5, 6, 7, 9, 10]",20260829,3,North America,,,,,,
PONE2016_h3_target_North_America,20260728,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[3, 4, 5, 6, 7, 9, 10]",20260728,3,North America,,,,,,
PONE2016_h3_target_North_America,20260728,KELM_risk_feature,PBMSBAINGO,81,0.2697060968374369,0.7416835464915945,0.8804899495370354,64.02499630865515,0.005001563368406826,2.035318518574692,-1.0,8.0,"[1, 2, 3, 4, 6, 9, 10, 11]",20260939,3,North America,,,,,,
PONE2016_h3_target_North_America,20260728,Full_PBMSBAINGO,PBMSBAINGO,81,0.24652924811074825,0.7631217497217254,0.8670227842507916,56.905595552076406,0.10622621456881193,4.648536301283331,0.5,5.0,"[2, 5, 8, 9, 11]",20261035,3,North America,,,,,,
PONE2016_h3_target_North_America,20260728,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260728,3,North America,KELM_risk_feature,0.5910812719312978,0.5004585603066722,-0.09062271162462554,0.07833103117384342,0.07833103117384342
PONE2016_h3_target_North_America,20260728,Full_random_search,Random,81,0.22514153659208805,0.7881290220678859,0.7879807810599999,6.972841119827866,0.4484334788851339,2.5520485938220547,0.7,6.0,"[4, 6, 7, 8, 9, 11]",20261129,3,North America,,,,,,
