dataset,seed,method,category,source,gmean,sensitivity,specificity,precision,f1,f05,f2,balanced_accuracy,fpr,predicted_positive_rate,tp,fp,tn,fn,p_at_10,recall_at_10,p_at_15,recall_at_15,p_at_20,recall_at_20,ap,auc
1year.arff,10,BalancedRF,External ML baseline,run_external_baselines.py,0.6524154318617592,0.4691358024691358,0.9072978303747534,0.168141592920354,0.247557003257329,0.1928934010152284,0.3454545454545454,0.6882168164219447,0.0927021696252465,0.1071597913703176,38.0,188.0,1840.0,43.0,0.1800947867298578,0.4691358024691358,0.138801261829653,0.5432098765432098,0.1161137440758293,0.6049382716049383,0.2201848565528446,0.761329047653834
1year.arff,10,EasyEnsemble,External ML baseline,run_external_baselines.py,0.7409817709980596,0.5925925925925926,0.9265285996055228,0.2436548223350254,0.3453237410071942,0.2761795166858458,0.4606525911708253,0.7595605960990577,0.0734714003944773,0.0934091986723565,48.0,149.0,1879.0,33.0,0.2322274881516587,0.6049382716049383,0.1829652996845426,0.7160493827160493,0.1445497630331753,0.7530864197530864,0.3764543552477053,0.8836352789344242
1year.arff,10,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6692185798993984,0.5432098765432098,0.8244575936883629,0.11,0.1829521829521829,0.130874479476502,0.3038674033149171,0.6838337351157864,0.1755424063116371,0.1896633475580844,44.0,356.0,1672.0,37.0,0.1563981042654028,0.4074074074074074,0.1293375394321766,0.5061728395061729,0.1066350710900474,0.5555555555555556,0.1547421547002188,0.7463535198577933
1year.arff,10,HistGB,External ML baseline,run_external_baselines.py,0.766185806188546,0.5925925925925926,0.9906311637080868,0.7164179104477612,0.6486486486486487,0.6876790830945558,0.6138107416879796,0.7916118781503396,0.0093688362919132,0.0317686107159791,48.0,19.0,2009.0,33.0,0.2890995260663507,0.7530864197530864,0.2176656151419558,0.8518518518518519,0.1635071090047393,0.8518518518518519,0.6334599860335526,0.9181033433170184
1year.arff,10,LR_balanced,External ML baseline,run_external_baselines.py,0.7205555711852786,0.691358024691358,0.7509861932938856,0.0998217468805704,0.1744548286604361,0.1204301075268817,0.3163841807909605,0.7211721089926217,0.2490138067061144,0.2660028449502133,56.0,505.0,1523.0,25.0,0.1421800947867298,0.3703703703703703,0.1230283911671924,0.4814814814814814,0.1090047393364928,0.5679012345679012,0.163860081447785,0.7941169308690676
1year.arff,10,RF_balanced,External ML baseline,run_external_baselines.py,0.6974414836936214,0.5432098765432098,0.8954635108481263,0.171875,0.2611275964391691,0.1990950226244343,0.3793103448275862,0.719336693695668,0.1045364891518737,0.121384542437174,44.0,212.0,1816.0,37.0,0.1895734597156398,0.4938271604938271,0.1608832807570978,0.6296296296296297,0.1303317535545023,0.6790123456790124,0.2649784458297671,0.7984695741105998
2year.arff,1,BalancedRF,External ML baseline,run_external_baselines.py,0.6292567636341736,0.4833333333333333,0.8192360163710778,0.0986394557823129,0.1638418079096045,0.1173139158576051,0.2715355805243445,0.6512846748522055,0.1807639836289222,0.1926605504587156,58.0,530.0,2402.0,62.0,0.1339869281045751,0.3416666666666667,0.1135371179039301,0.4333333333333333,0.0965630114566284,0.4916666666666666,0.1183726914758096,0.7573442473851751
2year.arff,1,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6845846970002946,0.65,0.7210095497953616,0.0870535714285714,0.1535433070866141,0.105291576673866,0.2834302325581395,0.6855047748976808,0.2789904502046385,0.2935779816513761,78.0,818.0,2114.0,42.0,0.1470588235294117,0.375,0.1135371179039301,0.4333333333333333,0.1014729950900163,0.5166666666666667,0.1748570805522857,0.7499076284674852
2year.arff,1,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6268560435362107,0.5416666666666666,0.725443383356071,0.0747126436781609,0.1313131313131313,0.0902777777777777,0.2407407407407407,0.6335550250113688,0.274556616643929,0.2850589777195282,65.0,805.0,2127.0,55.0,0.1013071895424836,0.2583333333333333,0.0829694323144104,0.3166666666666666,0.0818330605564648,0.4166666666666667,0.0894417713336796,0.6923530582082765
2year.arff,1,HistGB,External ML baseline,run_external_baselines.py,0.7419570252892549,0.5916666666666667,0.9304229195088676,0.2581818181818182,0.3594936708860759,0.290983606557377,0.4701986754966887,0.7610447930877672,0.0695770804911323,0.0901048492791612,71.0,204.0,2728.0,49.0,0.2320261437908496,0.5916666666666667,0.1637554585152838,0.625,0.1342062193126023,0.6833333333333333,0.3718205805663382,0.8326156775807184
2year.arff,1,LR_balanced,External ML baseline,run_external_baselines.py,0.6276195671384258,0.5916666666666667,0.6657571623465212,0.0675547098001903,0.121263877028181,0.0820999074930619,0.2318745917700849,0.6287119145065939,0.3342428376534788,0.3443643512450852,71.0,980.0,1952.0,49.0,0.1143790849673202,0.2916666666666667,0.1026200873362445,0.3916666666666666,0.0900163666121112,0.4583333333333333,0.1044344350471329,0.6756593906321056
2year.arff,1,RF_balanced,External ML baseline,run_external_baselines.py,0.6721346642015144,0.525,0.8605047748976807,0.1334745762711864,0.2128378378378378,0.1568725099601593,0.3308823529411764,0.6927523874488404,0.1394952251023192,0.1546526867627785,63.0,409.0,2523.0,57.0,0.1601307189542483,0.4083333333333333,0.1353711790393013,0.5166666666666667,0.1129296235679214,0.575,0.1573227474239318,0.7939475329695317
2year.arff,2,BalancedRF,External ML baseline,run_external_baselines.py,0.5986474827052567,0.4833333333333333,0.7414733969986358,0.071078431372549,0.1239316239316239,0.0856973995271867,0.2237654320987654,0.6124033651659846,0.2585266030013642,0.2673656618610747,58.0,758.0,2174.0,62.0,0.0947712418300653,0.2416666666666666,0.0807860262008733,0.3083333333333333,0.0736497545008183,0.375,0.0697691721213051,0.6643289563437926
2year.arff,2,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6325094567071791,0.5,0.8001364256480218,0.0928792569659442,0.1566579634464752,0.1109467455621301,0.2664298401420959,0.650068212824011,0.1998635743519781,0.2116644823066841,60.0,586.0,2346.0,60.0,0.130718954248366,0.3333333333333333,0.1091703056768559,0.4166666666666667,0.0949263502454991,0.4833333333333333,0.1153554967931569,0.7115691791723511
2year.arff,2,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.5626329361383396,0.4083333333333333,0.7752387448840382,0.0692090395480226,0.1183574879227053,0.0829945799457994,0.2062289562289562,0.5917860391086858,0.2247612551159618,0.2319790301441677,49.0,659.0,2273.0,71.0,0.0849673202614379,0.2166666666666666,0.0764192139737991,0.2916666666666667,0.0703764320785597,0.3583333333333333,0.0766931303993906,0.6558208276489313
2year.arff,2,HistGB,External ML baseline,run_external_baselines.py,0.6626613422935272,0.5,0.8782401091405184,0.1438848920863309,0.2234636871508379,0.1677852348993288,0.334448160535117,0.6891200545702592,0.1217598908594815,0.1366317169069462,60.0,357.0,2575.0,60.0,0.1764705882352941,0.45,0.1375545851528384,0.525,0.1194762684124386,0.6083333333333333,0.2380557134868376,0.7608984197362437
2year.arff,2,LR_balanced,External ML baseline,run_external_baselines.py,0.5686650555729099,0.4083333333333333,0.7919508867667121,0.0743550834597875,0.1258023106546855,0.0888969521044992,0.2151009657594381,0.6001421100500227,0.2080491132332878,0.2159239842726081,49.0,610.0,2322.0,71.0,0.0947712418300653,0.2416666666666666,0.093886462882096,0.3583333333333333,0.0801963993453355,0.4083333333333333,0.0926041233839464,0.6276290359254206
2year.arff,2,RF_balanced,External ML baseline,run_external_baselines.py,0.5529747162709385,0.3583333333333333,0.8533424283765347,0.0909090909090909,0.1450252951096121,0.106858846918489,0.2256033578174186,0.6058378808549341,0.1466575716234652,0.1549803407601572,43.0,430.0,2502.0,77.0,0.0980392156862745,0.25,0.0895196506550218,0.3416666666666667,0.0867430441898527,0.4416666666666666,0.0894163749977928,0.6956173260572986
2year.arff,3,BalancedRF,External ML baseline,run_external_baselines.py,0.6570467537109317,0.525,0.822305593451569,0.1078767123287671,0.1789772727272727,0.128257328990228,0.2960526315789473,0.6736527967257845,0.1776944065484311,0.1913499344692005,63.0,521.0,2411.0,57.0,0.1437908496732026,0.3666666666666666,0.1222707423580786,0.4666666666666667,0.1080196399345335,0.55,0.1491956635762,0.745475216007276
2year.arff,3,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6359712362754415,0.4416666666666666,0.9157571623465212,0.1766666666666666,0.2523809523809524,0.2007575757575757,0.3397435897435897,0.6787119145065938,0.0842428376534788,0.0982961992136304,53.0,247.0,2685.0,67.0,0.1764705882352941,0.45,0.1462882096069869,0.5583333333333333,0.1129296235679214,0.575,0.1760482270726407,0.7686022055479763
2year.arff,3,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6188269499603839,0.4666666666666667,0.820600272851296,0.0962199312714776,0.1595441595441595,0.1143790849673202,0.263653483992467,0.6436334697589814,0.1793997271487039,0.190694626474443,56.0,526.0,2406.0,64.0,0.0947712418300653,0.2416666666666666,0.1069868995633187,0.4083333333333333,0.0932896890343698,0.475,0.0927978561929095,0.711462596634834
2year.arff,3,HistGB,External ML baseline,run_external_baselines.py,0.720450158654329,0.55,0.943724420190996,0.2857142857142857,0.376068376068376,0.3160919540229885,0.4641350210970464,0.746862210095498,0.056275579809004,0.0756880733944954,66.0,165.0,2767.0,54.0,0.2320261437908496,0.5916666666666667,0.1724890829694323,0.6583333333333333,0.1374795417348608,0.7,0.4376142801340128,0.8426557526148248
2year.arff,3,LR_balanced,External ML baseline,run_external_baselines.py,0.6519071611771091,0.5916666666666667,0.718281036834925,0.0791527313266443,0.1396263520157325,0.0957389428263214,0.2578068264342774,0.6549738517507958,0.281718963165075,0.2939056356487549,71.0,826.0,2106.0,49.0,0.1241830065359477,0.3166666666666666,0.1157205240174672,0.4416666666666666,0.0932896890343698,0.475,0.1368208967538085,0.7150039790814007
2year.arff,3,RF_balanced,External ML baseline,run_external_baselines.py,0.7040554420529047,0.6416666666666667,0.7725102319236017,0.1034946236559139,0.1782407407407407,0.1243540051679586,0.3145424836601307,0.7070884492951341,0.2274897680763983,0.2437745740498034,77.0,667.0,2265.0,43.0,0.1437908496732026,0.3666666666666666,0.1222707423580786,0.4666666666666667,0.1129296235679214,0.575,0.1585305179819306,0.7765944747612551
2year.arff,4,BalancedRF,External ML baseline,run_external_baselines.py,0.6710682063077145,0.525,0.8577762619372442,0.13125,0.21,0.1544117647058823,0.328125,0.6913881309686221,0.1422237380627558,0.1572739187418086,63.0,417.0,2515.0,57.0,0.1732026143790849,0.4416666666666666,0.1353711790393013,0.5166666666666667,0.1096563011456628,0.5583333333333333,0.2090232847506043,0.7541325602546612
2year.arff,4,EasyEnsemble,External ML baseline,run_external_baselines.py,0.587481192794477,0.3583333333333333,0.9631650750341064,0.2847682119205298,0.3173431734317343,0.2969613259668508,0.340729001584786,0.6607492041837199,0.0368349249658935,0.0494757536041939,43.0,108.0,2824.0,77.0,0.1830065359477124,0.4666666666666667,0.1441048034934497,0.55,0.1227495908346972,0.625,0.2710163901233247,0.8055167121418826
2year.arff,4,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.614388081647419,0.475,0.7946793997271487,0.08649468892261,0.1463414634146341,0.103410740203193,0.2502194907813871,0.6348396998635744,0.2053206002728513,0.2159239842726081,57.0,602.0,2330.0,63.0,0.1209150326797385,0.3083333333333333,0.1091703056768559,0.4166666666666667,0.0916530278232405,0.4666666666666667,0.0910582869603729,0.6941706457480673
2year.arff,4,HistGB,External ML baseline,run_external_baselines.py,0.6486882030069049,0.425,0.9901091405184176,0.6375,0.51,0.5795454545454546,0.4553571428571428,0.7075545702592088,0.0098908594815825,0.0262123197903014,51.0,29.0,2903.0,69.0,0.218954248366013,0.5583333333333333,0.1637554585152838,0.625,0.132569558101473,0.675,0.4881198861101427,0.8445259208731243
2year.arff,4,LR_balanced,External ML baseline,run_external_baselines.py,0.6796847435494748,0.5833333333333334,0.7919508867667121,0.1029411764705882,0.175,0.1232394366197183,0.3017241379310345,0.6876421100500227,0.2080491132332878,0.2228047182175622,70.0,610.0,2322.0,50.0,0.1143790849673202,0.2916666666666667,0.1244541484716157,0.475,0.1080196399345335,0.55,0.1116795784583692,0.7323783537971804
2year.arff,4,RF_balanced,External ML baseline,run_external_baselines.py,0.6360896556482722,0.4416666666666666,0.9160982264665756,0.177257525083612,0.2529832935560859,0.2013677811550152,0.3401797175866495,0.6788824465666212,0.0839017735334242,0.0979685452162516,53.0,246.0,2686.0,67.0,0.1764705882352941,0.45,0.1353711790393013,0.5166666666666667,0.1194762684124386,0.6083333333333333,0.2843929398676451,0.7772481809913596
2year.arff,5,BalancedRF,External ML baseline,run_external_baselines.py,0.4935233094140239,0.2666666666666666,0.9133697135061392,0.1118881118881118,0.1576354679802955,0.1265822784810126,0.2088772845953002,0.5900181900864029,0.0866302864938608,0.0937090432503276,32.0,254.0,2678.0,88.0,0.1045751633986928,0.2666666666666666,0.0982532751091703,0.375,0.0785597381342062,0.4,0.1195570222180405,0.70337511368804
2year.arff,5,EasyEnsemble,External ML baseline,run_external_baselines.py,0.5589407249163245,0.3333333333333333,0.937244201909959,0.1785714285714285,0.2325581395348837,0.1968503937007874,0.2840909090909091,0.6352887676216462,0.0627557980900409,0.073394495412844,40.0,184.0,2748.0,80.0,0.1699346405228758,0.4333333333333333,0.1288209606986899,0.4916666666666666,0.1112929623567921,0.5666666666666667,0.1526412570597414,0.7616388130968622
2year.arff,5,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.5767198018771481,0.4,0.8315143246930423,0.088560885608856,0.1450151057401812,0.1048951048951049,0.2348336594911937,0.6157571623465212,0.1684856753069577,0.1775884665792922,48.0,494.0,2438.0,72.0,0.0980392156862745,0.25,0.0851528384279476,0.325,0.0867430441898527,0.4416666666666666,0.086740285174527,0.6802708617553432
2year.arff,5,HistGB,External ML baseline,run_external_baselines.py,0.5607125736670293,0.3166666666666666,0.992837653478854,0.6440677966101694,0.4245810055865922,0.5337078651685393,0.3525046382189239,0.6547521600727604,0.0071623465211459,0.0193315858453473,38.0,21.0,2911.0,82.0,0.2352941176470588,0.6,0.1790393013100436,0.6833333333333333,0.1407528641571195,0.7166666666666667,0.4256548888633645,0.8464742496589359
2year.arff,5,LR_balanced,External ML baseline,run_external_baselines.py,0.6694462291713243,0.6,0.7469304229195088,0.0884520884520884,0.1541755888650963,0.1066350710900474,0.2782071097372488,0.6734652114597544,0.2530695770804911,0.2667103538663172,72.0,742.0,2190.0,48.0,0.1339869281045751,0.3416666666666667,0.1157205240174672,0.4416666666666666,0.0932896890343698,0.475,0.1172676856213227,0.710644042746703
2year.arff,5,RF_balanced,External ML baseline,run_external_baselines.py,0.5606086514024602,0.3416666666666667,0.919849931787176,0.1485507246376811,0.207070707070707,0.1674836601307189,0.2711640211640211,0.6307582992269214,0.080150068212824,0.0904325032765399,41.0,235.0,2697.0,79.0,0.1503267973856209,0.3833333333333333,0.1331877729257642,0.5083333333333333,0.1112929623567921,0.5666666666666667,0.1448120937099092,0.7531036834924967
2year.arff,6,BalancedRF,External ML baseline,run_external_baselines.py,0.6176960669334457,0.45,0.8478854024556617,0.108,0.1741935483870967,0.1273584905660377,0.2755102040816326,0.6489427012278308,0.1521145975443383,0.163826998689384,54.0,446.0,2486.0,66.0,0.130718954248366,0.3333333333333333,0.1157205240174672,0.4416666666666666,0.1047463175122749,0.5333333333333333,0.187691751155204,0.7611869031377899
2year.arff,6,EasyEnsemble,External ML baseline,run_external_baselines.py,0.7181663085584857,0.6833333333333333,0.754774897680764,0.1023720349563046,0.1780673181324647,0.1233453670276775,0.3200624512099922,0.7190541155070487,0.245225102319236,0.2624508519003932,82.0,719.0,2213.0,38.0,0.1732026143790849,0.4416666666666666,0.1462882096069869,0.5583333333333333,0.1243862520458265,0.6333333333333333,0.2188116736147321,0.7829453728967712
2year.arff,6,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6465860779214874,0.5416666666666666,0.7718281036834925,0.0885558583106267,0.1522248243559719,0.106348167539267,0.2677100494233937,0.6567473851750796,0.2281718963165075,0.2404980340760157,65.0,669.0,2263.0,55.0,0.1045751633986928,0.2666666666666666,0.0895196506550218,0.3416666666666667,0.0867430441898527,0.4416666666666666,0.1060241983677175,0.7218849477035016
2year.arff,6,HistGB,External ML baseline,run_external_baselines.py,0.74854337859048,0.725,0.7728512960436562,0.1155378486055776,0.1993127147766323,0.1388888888888889,0.3527980535279805,0.748925648021828,0.2271487039563438,0.2467234600262123,87.0,666.0,2266.0,33.0,0.2156862745098039,0.55,0.1506550218340611,0.575,0.1292962356792144,0.6583333333333333,0.4028375987355808,0.8295375738972262
2year.arff,6,LR_balanced,External ML baseline,run_external_baselines.py,0.6128317516236329,0.45,0.8345839017735335,0.1001855287569573,0.1638846737481032,0.1186291739894551,0.2649656526005888,0.6422919508867667,0.1654160982264665,0.1766055045871559,54.0,485.0,2447.0,66.0,0.1045751633986928,0.2666666666666666,0.0982532751091703,0.375,0.099836333878887,0.5083333333333333,0.0913406239082326,0.6913568667576171
2year.arff,6,RF_balanced,External ML baseline,run_external_baselines.py,0.7057710524920231,0.6333333333333333,0.786493860845839,0.1082621082621082,0.1849148418491484,0.1297814207650273,0.3214890016920473,0.7099135970895862,0.2135061391541609,0.2300131061598951,76.0,626.0,2306.0,44.0,0.1601307189542483,0.4083333333333333,0.1397379912663755,0.5333333333333333,0.1194762684124386,0.6083333333333333,0.2465023167347502,0.799963051386994
2year.arff,7,BalancedRF,External ML baseline,run_external_baselines.py,0.645175716623464,0.55,0.7568212824010914,0.0847240051347881,0.1468298109010011,0.1019777503090234,0.2621127879269261,0.6534106412005457,0.2431787175989086,0.2552424639580603,66.0,713.0,2219.0,54.0,0.1503267973856209,0.3833333333333333,0.1135371179039301,0.4333333333333333,0.1014729950900163,0.5166666666666667,0.158081439925132,0.7046796839472489
2year.arff,7,EasyEnsemble,External ML baseline,run_external_baselines.py,0.683753849690664,0.5666666666666667,0.8250341064120055,0.1170395869191049,0.1940085592011412,0.1391162029459901,0.3204524033930254,0.6958503865393361,0.1749658935879945,0.1903669724770642,68.0,513.0,2419.0,52.0,0.1470588235294117,0.375,0.1266375545851528,0.4833333333333333,0.1129296235679214,0.575,0.1668555476525349,0.7477461346066394
2year.arff,7,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.631213993070297,0.55,0.7244201909959073,0.0755148741418764,0.1327967806841046,0.0912610619469026,0.2437223042836041,0.6372100954979536,0.2755798090040928,0.2863695937090432,66.0,808.0,2124.0,54.0,0.0980392156862745,0.25,0.1004366812227074,0.3833333333333333,0.0867430441898527,0.4416666666666666,0.1028492296326473,0.6773362892223738
2year.arff,7,HistGB,External ML baseline,run_external_baselines.py,0.5474578481471917,0.3083333333333333,0.9720327421555252,0.3109243697478991,0.309623430962343,0.3104026845637584,0.3088480801335559,0.6401830377444293,0.0279672578444747,0.0389908256880734,37.0,82.0,2850.0,83.0,0.196078431372549,0.5,0.1528384279475982,0.5833333333333334,0.1243862520458265,0.6333333333333333,0.3141002813994774,0.7816848567530695
2year.arff,7,LR_balanced,External ML baseline,run_external_baselines.py,0.6649328009894998,0.5916666666666667,0.7472714870395635,0.0874384236453202,0.1523605150214592,0.1054038004750593,0.2747678018575851,0.6694690768531151,0.2527285129604366,0.2660550458715596,71.0,741.0,2191.0,49.0,0.1372549019607843,0.35,0.1179039301310043,0.45,0.1047463175122749,0.5333333333333333,0.1297361680162666,0.7033680081855389
2year.arff,7,RF_balanced,External ML baseline,run_external_baselines.py,0.64525500738593,0.475,0.8765347885402456,0.1360381861575179,0.2115027829313543,0.1586859688195991,0.3170189098998888,0.6757673942701228,0.1234652114597544,0.1372870249017038,57.0,362.0,2570.0,63.0,0.1503267973856209,0.3833333333333333,0.1266375545851528,0.4833333333333333,0.1096563011456628,0.5583333333333333,0.1997130068710417,0.7325943610732151
2year.arff,8,BalancedRF,External ML baseline,run_external_baselines.py,0.6969713764500828,0.575,0.8448158253751705,0.1316793893129771,0.2142857142857142,0.1556859205776173,0.3436254980079681,0.7099079126875852,0.1551841746248294,0.1716906946264744,69.0,455.0,2477.0,51.0,0.1797385620915032,0.4583333333333333,0.1462882096069869,0.5583333333333333,0.1194762684124386,0.6083333333333333,0.1767720193352631,0.7617411323328787
2year.arff,8,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6646014510040369,0.4916666666666666,0.8983628922237381,0.165266106442577,0.2473794549266247,0.1905684754521963,0.3524492234169653,0.6950147794452024,0.1016371077762619,0.1169724770642201,59.0,298.0,2634.0,61.0,0.1797385620915032,0.4583333333333333,0.1462882096069869,0.5583333333333333,0.1178396072013093,0.6,0.2304400594475399,0.7749644724874943
2year.arff,8,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6157327958235296,0.4666666666666667,0.8124147339699863,0.0924092409240924,0.1542699724517906,0.110062893081761,0.2578268876611418,0.6395407003183264,0.1875852660300136,0.1985583224115334,56.0,550.0,2382.0,64.0,0.1176470588235294,0.3,0.1069868995633187,0.4083333333333333,0.0916530278232405,0.4666666666666667,0.1024686157616422,0.710862892223738
2year.arff,8,HistGB,External ML baseline,run_external_baselines.py,0.7467528615875686,0.625,0.8922237380627558,0.1918158567774936,0.2935420743639921,0.2226840855106888,0.4305396096440873,0.7586118690313779,0.1077762619372442,0.1281127129750983,75.0,316.0,2616.0,45.0,0.2320261437908496,0.5916666666666667,0.1768558951965065,0.675,0.1423895253682487,0.725,0.4425437032642065,0.8468323669849931
2year.arff,8,LR_balanced,External ML baseline,run_external_baselines.py,0.6737796979730367,0.5583333333333333,0.8130968622100955,0.1089430894308943,0.182312925170068,0.1298449612403101,0.3059360730593607,0.6857150977717144,0.1869031377899045,0.2015072083879423,67.0,548.0,2384.0,53.0,0.1209150326797385,0.3083333333333333,0.1200873362445414,0.4583333333333333,0.1096563011456628,0.5583333333333333,0.1321008230826326,0.7169906775807185
2year.arff,8,RF_balanced,External ML baseline,run_external_baselines.py,0.6506721609441577,0.4666666666666667,0.9072305593451568,0.1707317073170731,0.25,0.1955307262569832,0.3465346534653465,0.6869486130059117,0.0927694406548431,0.1074705111402359,56.0,272.0,2660.0,64.0,0.1830065359477124,0.4666666666666667,0.1441048034934497,0.55,0.1227495908346972,0.625,0.2417165389509724,0.7770605957253297
2year.arff,9,BalancedRF,External ML baseline,run_external_baselines.py,0.6400140687403199,0.5,0.8192360163710778,0.1016949152542373,0.1690140845070422,0.1209677419354838,0.2803738317757009,0.659618008185539,0.1807639836289222,0.1933158584534731,60.0,530.0,2402.0,60.0,0.1372549019607843,0.35,0.1200873362445414,0.4583333333333333,0.0981996726677577,0.5,0.1617558163369312,0.7588534561164165
2year.arff,9,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6523778523295342,0.4916666666666666,0.8656207366984994,0.130242825607064,0.2059336823734729,0.1526915113871635,0.3161843515541265,0.678643701682583,0.1343792633015006,0.1484272608125819,59.0,394.0,2538.0,61.0,0.1666666666666666,0.425,0.1288209606986899,0.4916666666666666,0.1112929623567921,0.5666666666666667,0.1924661284132504,0.7648732378353797
2year.arff,9,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.595644147865793,0.475,0.7469304229195088,0.0713391739674593,0.1240478781284004,0.085946924004825,0.2228303362001563,0.6109652114597544,0.2530695770804911,0.2617955439056356,57.0,742.0,2190.0,63.0,0.1176470588235294,0.3,0.1004366812227074,0.3833333333333333,0.0867430441898527,0.4416666666666666,0.0892904093962159,0.6465126193724421
2year.arff,9,HistGB,External ML baseline,run_external_baselines.py,0.661115473915058,0.4583333333333333,0.9536152796725784,0.2879581151832461,0.3536977491961415,0.3110859728506787,0.4098360655737705,0.7059743065029559,0.0463847203274215,0.0625819134993447,55.0,136.0,2796.0,65.0,0.2091503267973856,0.5333333333333333,0.1615720524017467,0.6166666666666667,0.132569558101473,0.675,0.374836239504079,0.830418656207367
2year.arff,9,LR_balanced,External ML baseline,run_external_baselines.py,0.6038144250813612,0.5166666666666667,0.7056616643929059,0.067027027027027,0.1186602870813397,0.0811518324607329,0.2206405693950178,0.6111641655297864,0.2943383356070941,0.3030799475753604,62.0,863.0,2069.0,58.0,0.0947712418300653,0.2416666666666666,0.0829694323144104,0.3166666666666666,0.0801963993453355,0.4083333333333333,0.0753833504254614,0.6182924056389268
2year.arff,9,RF_balanced,External ML baseline,run_external_baselines.py,0.7037445321494448,0.6083333333333333,0.8141200545702592,0.1181229773462783,0.1978319783197832,0.1408179012345679,0.3324225865209472,0.7112266939517962,0.1858799454297408,0.2024901703800786,73.0,545.0,2387.0,47.0,0.1568627450980392,0.4,0.1375545851528384,0.525,0.1194762684124386,0.6083333333333333,0.2344136341473315,0.7883043428831287
2year.arff,10,BalancedRF,External ML baseline,run_external_baselines.py,0.6653366109127227,0.5833333333333334,0.7588676671214188,0.09009009009009,0.1560758082497212,0.1084262701363073,0.2784407319013524,0.6711005002273761,0.2411323328785811,0.2545871559633027,70.0,707.0,2225.0,50.0,0.1274509803921568,0.325,0.1026200873362445,0.3916666666666666,0.099836333878887,0.5083333333333333,0.158348668873144,0.7287474420190996
2year.arff,10,EasyEnsemble,External ML baseline,run_external_baselines.py,0.6878422708300939,0.5416666666666666,0.8734652114597544,0.1490825688073394,0.2338129496402877,0.1743562231759656,0.3548034934497817,0.7075659390632105,0.1265347885402455,0.1428571428571428,65.0,371.0,2561.0,55.0,0.1764705882352941,0.45,0.1506550218340611,0.575,0.1309328968903437,0.6666666666666666,0.2063648636911144,0.7921967371532516
2year.arff,10,ExtraTrees_balanced,External ML baseline,run_external_baselines.py,0.6466673933320812,0.5583333333333333,0.7489768076398363,0.0834371108343711,0.1451787648970747,0.1005402160864345,0.2611067809820732,0.6536550704865849,0.2510231923601637,0.2631061598951507,67.0,736.0,2196.0,53.0,0.1078431372549019,0.275,0.0982532751091703,0.375,0.0949263502454991,0.4833333333333333,0.1141117018429604,0.7058833560709414
2year.arff,10,HistGB,External ML baseline,run_external_baselines.py,0.7132858590280647,0.5333333333333333,0.953956343792633,0.321608040201005,0.4012539184952978,0.3493449781659388,0.471281296023564,0.7436448385629832,0.0460436562073669,0.0652031454783748,64.0,135.0,2797.0,56.0,0.238562091503268,0.6083333333333333,0.1790393013100436,0.6833333333333333,0.1391162029459901,0.7083333333333334,0.4558656660480923,0.8494827194179172
2year.arff,10,LR_balanced,External ML baseline,run_external_baselines.py,0.6356113741970327,0.5333333333333333,0.7575034106412005,0.0825806451612903,0.1430167597765363,0.0993788819875776,0.2549800796812749,0.6454183719872669,0.2424965893587994,0.2539318479685452,64.0,711.0,2221.0,56.0,0.15359477124183,0.3916666666666666,0.1200873362445414,0.4583333333333333,0.0932896890343698,0.475,0.1173864892470429,0.6778052523874489
2year.arff,10,RF_balanced,External ML baseline,run_external_baselines.py,0.6677245472059096,0.525,0.8492496589358799,0.1247524752475247,0.2016,0.1471962616822429,0.3197969543147208,0.68712482946794,0.15075034106412,0.1654652686762778,63.0,442.0,2490.0,57.0,0.15359477124183,0.3916666666666666,0.1266375545851528,0.4833333333333333,0.1178396072013093,0.6,0.2169999466756168,0.7710578672123691
3year.arff,1,BalancedRF,External ML baseline,run_external_baselines.py,0.723841146023747,0.7046979865771812,0.7435043304463691,0.12,0.205078125,0.1438750342559605,0.3569000679809653,0.7241011585117751,0.2564956695536309,0.2776896223421136,105.0,770.0,2232.0,44.0,0.1455696202531645,0.3087248322147651,0.1310782241014799,0.4161073825503356,0.1315372424722662,0.5570469798657718,0.1852486788199595,0.7737302648346293
3year.arff,1,EasyEnsemble,External ML baseline,run_external_baselines.py,0.5859230368218112,0.3691275167785235,0.9300466355762824,0.2075471698113207,0.2657004830917874,0.227460711331679,0.3193960511033681,0.649587076177403,0.0699533644237175,0.0841002856236115,55.0,210.0,2792.0,94.0,0.1930379746835443,0.4093959731543624,0.1691331923890063,0.5369127516778524,0.1426307448494453,0.6040268456375839,0.2195736847162341,0.8118122593885955
