"dataset","optimizer","seed","ensemble_size","neg_pos_ratio","feature_mode","risk_feature","score_blend_alpha","auto_blend","evals","val_loss","val_gmean","val_sensitivity","val_specificity","val_f2","val_ap","test_gmean","test_sensitivity","test_specificity","test_precision","test_f1","test_f05","test_f2","test_mcc","test_triad_score","test_balanced_accuracy","test_fpr","test_predicted_positive_rate","test_tp","test_fp","test_tn","test_fn","test_p_at_10","test_recall_at_10","test_p_at_15","test_recall_at_15","test_p_at_20","test_recall_at_20","test_ap","test_auc","test_threshold","test_feature_count","test_C","test_gamma","test_cost_pos","test_blend_alpha","selected_features"
"4year.arff","PBMSBAINGO","5","1","3.0","binary","histgb","0.05","False","709.0","0.298648001965258","0.8459703849050985","0.7702702702702703","0.9291101055806938","0.6375838926174496","0.5908534539877378","0.793141114150748","0.6838709677419355","0.9198706431908013","0.3221884498480243","0.4380165289256198","0.3602991162474507","0.5584826132771338","0.4279948792779376","0.6457233625834223","0.8018708054663684","0.0801293568091987","0.11198093941456773","106.0","223.0","2560.0","49.0","0.35034013605442177","0.6645161290322581","0.26077097505668934","0.7419354838709677","0.20068027210884354","0.7612903225806451","0.5777809308423699","0.888013631147636","0.02667115155781814","8.0","55.42901596979461","0.1939317832612314","2.6714420341421348","0.05","[2, 4, 14, 18, 22, 24, 47, 65]"
"4year.arff","PBMSBAINGO","6","1","3.0","binary","histgb","0.05","False","703.0","0.2618584219271562","0.8612876854516118","0.7837837837837838","0.9464555052790347","0.6823529411764706","0.6727720676961555","0.8232168307397651","0.7419354838709677","0.9134028027308659","0.32303370786516855","0.4500978473581213","0.3641545281823939","0.5891393442622951","0.44893645786649666","0.672570455620528","0.8276691433009169","0.08659719726913402","0.1211708645336964","115.0","241.0","2542.0","40.0","0.3741496598639456","0.7096774193548387","0.2766439909297052","0.7870967741935484","0.2193877551020408","0.832258064516129","0.6264636618989398","0.9105421163052172","0.02879837376142903","5.0","1.8191825446864918","0.05820407523476841","5.356687307739867","0.05","[15, 16, 27, 37, 65]"
"4year.arff","PBMSBAINGO","7","1","3.0","binary","histgb","0.05","False","701.0","0.26923996040025344","0.8801434431584624","0.8378378378378378","0.9245852187028658","0.6768558951965066","0.643867917619874","0.8211091327859824","0.7419354838709677","0.9087315846209126","0.3116531165311653","0.4389312977099237","0.3525444512568976","0.5813953488372093","0.4389206804971554","0.6663912250149281","0.8253335342459402","0.09126841537908732","0.12559564329475834","115.0","254.0","2529.0","40.0","0.35714285714285715","0.6774193548387096","0.2675736961451247","0.7612903225806451","0.21768707482993196","0.8258064516129032","0.5774295603996011","0.9068839613784151","0.02442134866859449","15.0","79.70225474297239","0.021846285632748434","0.2535384427984739","0.05","[3, 6, 10, 15, 28, 31, 35, 39, 42, 46, 51, 57, 58, 59, 65]"
"4year.arff","PBMSBAINGO","8","1","3.0","binary","histgb","0.05","False","701.0","0.33718250111006626","0.8144219991472218","0.7162162162162162","0.9260935143288085","0.5928411633109619","0.4634273957306276","0.7987100283359783","0.6967741935483871","0.9155587495508444","0.31486880466472306","0.43373493975903615","0.35363457760314343","0.5607476635514018","0.42627939031063056","0.6478744754162357","0.8061664715496157","0.08444125044915558","0.11674608577263444","108.0","235.0","2548.0","47.0","0.35034013605442177","0.6645161290322581","0.272108843537415","0.7741935483870968","0.21768707482993196","0.8258064516129032","0.5614156989445936","0.8932783141886801","0.030695796259522602","15.0","385.7821230269406","0.0013577929922144938","4.923239517933107","0.05","[3, 7, 11, 14, 15, 16, 18, 21, 24, 26, 27, 32, 41, 60, 65]"
"4year.arff","PBMSBAINGO","9","1","3.0","binary","histgb","0.05","False","700.0","0.24843648592152118","0.8409318893112331","0.7297297297297297","0.969079939668175","0.690537084398977","0.6246393953610805","0.75546529100841","0.5935483870967742","0.9615522817103844","0.4623115577889447","0.519774011299435","0.48370136698212407","0.5616605616605617","0.493823380923794","0.6556421918339387","0.7775503344035792","0.038447718289615525","0.06773315180394826","92.0","107.0","2676.0","63.0","0.3435374149659864","0.6516129032258065","0.26077097505668934","0.7419354838709677","0.20578231292517007","0.7806451612903226","0.5930785162186892","0.8738655199193259","0.03232391829772204","4.0","3.8231994919047234","0.09138068807206784","0.2888052025700912","0.05","[19, 31, 56, 65]"
"4year.arff","PBMSBAINGO","10","1","3.0","binary","histgb","0.05","False","702.0","0.29497881427261635","0.8419129495973843","0.7567567567567568","0.9366515837104072","0.6422018348623854","0.5354579983229976","0.8119030334740571","0.7096774193548387","0.9288537549407114","0.35714285714285715","0.47516198704103674","0.3965392934390771","0.5926724137931034","0.4659628843794713","0.6747142527502098","0.8192655871477751","0.07114624505928854","0.10483321987746766","110.0","198.0","2585.0","45.0","0.3673469387755102","0.6967741935483871","0.2698412698412698","0.7677419354838709","0.21598639455782312","0.8193548387096774","0.575469927110557","0.911012715449793","0.029398634224847783","6.0","15.235640141596724","0.18922049013924824","1.3349164702543732","0.05","[26, 27, 28, 32, 58, 65]"
"5year.arff","PBMSBAINGO","1","1","3.0","binary","histgb","0.05","False","699.0","0.2404782133868064","0.8596569304527584","0.7777777777777778","0.9501557632398754","0.7142857142857143","0.6855418968229546","0.8920883537764531","0.8455284552845529","0.9412121212121212","0.5174129353233831","0.6419753086419753","0.5609492988133765","0.7503607503607503","0.6305242263664128","0.7946438118938741","0.893370288248337","0.058787878787878785","0.11336717428087986","104.0","97.0","1553.0","19.0","0.5730337078651685","0.8292682926829268","0.41353383458646614","0.8943089430894309","0.30985915492957744","0.8943089430894309","0.7721177514247717","0.931520078837152","0.03358262205893058","5.0","82.87858808395174","0.7156715017439285","5.722211647468161","0.05","[6, 21, 27, 42, 65]"
"5year.arff","PBMSBAINGO","2","1","3.0","binary","histgb","0.05","False","699.0","0.23072323825352203","0.7959782664843036","0.6388888888888888","0.9916926272066459","0.672514619883041","0.7736321818866354","0.740600955850618","0.5528455284552846","0.9921212121212121","0.8395061728395061","0.6666666666666666","0.7606263982102909","0.5933682373472949","0.6631653660994655","0.7138332793515103","0.7724833702882483","0.00787878787878788","0.04568527918781726","68.0","13.0","1637.0","55.0","0.5224719101123596","0.7560975609756098","0.38345864661654133","0.8292682926829268","0.30140845070422534","0.8699186991869918","0.7402857484253909","0.9363882729736389","0.299221541043919","4.0","39.921101097087245","0.2345992031171844","0.43957467394325","0.05","[21, 27, 42, 65]"
"5year.arff","PBMSBAINGO","3","1","3.0","binary","histgb","0.05","False","705.0","0.23360717096464742","0.8556630996048524","0.7638888888888888","0.9584631360332295","0.7180156657963447","0.7160308259689595","0.8394380973546921","0.7317073170731707","0.963030303030303","0.5960264900662252","0.656934306569343","0.6189821182943603","0.6998444790046656","0.6324139567833545","0.7638233529899362","0.8473688100517369","0.03696969696969697","0.08516638465877044","90.0","61.0","1589.0","33.0","0.5393258426966292","0.7804878048780488","0.39849624060150374","0.8617886178861789","0.3126760563380282","0.9024390243902439","0.6812121370331687","0.9362158167036216","0.05736532839328382","5.0","42.11320033949876","0.6208424638019944","14.054974509669542","0.05","[16, 21, 41, 58, 65]"
"5year.arff","PBMSBAINGO","4","1","3.0","binary","histgb","0.05","False","705.0","0.19606626938661512","0.9185409894637397","0.9027777777777778","0.9345794392523364","0.78125","0.7265045963007698","0.8289894173345775","0.7479674796747967","0.9187878787878788","0.40707964601769914","0.5272206303724928","0.44790652385589097","0.6406685236768802","0.5079976064882621","0.7041305915337613","0.8333776792313378","0.08121212121212121","0.12746756909193457","92.0","134.0","1516.0","31.0","0.4887640449438202","0.7073170731707317","0.36466165413533835","0.7886178861788617","0.29014084507042254","0.8373983739837398","0.6760179155746552","0.9252426706085244","0.030276047067955676","10.0","223.303875683467","0.02780806981579381","3.699517765979728","0.05","[6, 8, 12, 29, 40, 41, 48, 55, 62, 65]"
"5year.arff","PBMSBAINGO","5","1","3.0","binary","histgb","0.05","False","702.0","0.23841932963785892","0.876092339316006","0.8194444444444444","0.936656282450675","0.7230392156862745","0.7176269211766618","0.8505697118333964","0.7642276422764228","0.9466666666666667","0.5164835164835165","0.6163934426229508","0.5522914218566393","0.6973293768545994","0.595153211610864","0.7551203997659277","0.8554471544715447","0.05333333333333334","0.10265087422447829","94.0","88.0","1562.0","29.0","0.5224719101123596","0.7560975609756098","0.37593984962406013","0.8130081300813008","0.29577464788732394","0.8536585365853658","0.7054764807722307","0.9313131313131312","0.03185392210551465","7.0","8.307583205492291","0.019907564227409552","1.6513504590906571","0.05","[11, 13, 15, 31, 35, 62, 65]"
"5year.arff","PBMSBAINGO","6","1","3.0","binary","histgb","0.05","False","699.0","0.24411441075105234","0.863974571116634","0.7916666666666666","0.9428868120456906","0.7125","0.7089598097382368","0.8282699089841445","0.7317073170731707","0.9375757575757576","0.46632124352331605","0.569620253164557","0.5027932960893855","0.656934306569343","0.5460056945771291","0.7208534476285401","0.8346415373244642","0.062424242424242424","0.10885504794134236","90.0","103.0","1547.0","33.0","0.4943820224719101","0.7154471544715447","0.3684210526315789","0.7967479674796748","0.28732394366197184","0.8292682926829268","0.6843889395332012","0.901808327174181","0.0374340942096165","5.0","1.2424921691719766","0.006487184031184339","2.9198940627420953","0.05","[35, 39, 46, 49, 65]"
"5year.arff","PBMSBAINGO","7","1","3.0","binary","histgb","0.05","False","701.0","0.23183605276286204","0.8105397780128294","0.6666666666666666","0.9854620976116303","0.6857142857142857","0.7449147114877486","0.7484236534316735","0.5691056910569106","0.9842424242424243","0.7291666666666666","0.639269406392694","0.6903353057199211","0.5952380952380952","0.6212849238043469","0.7033885181575541","0.7766740576496673","0.01575757575757576","0.05414551607445008","70.0","26.0","1624.0","53.0","0.5168539325842697","0.7479674796747967","0.38721804511278196","0.8373983739837398","0.3126760563380282","0.9024390243902439","0.7222119881651048","0.9500172456270017","0.1670078936544904","4.0","45.59498883870395","0.11405870245222148","0.535999606928128","0.05","[21, 27, 35, 65]"
"5year.arff","PBMSBAINGO","8","1","3.0","binary","histgb","0.05","False","701.0","0.20537003634906456","0.8957420139888402","0.8472222222222222","0.9470404984423676","0.7625","0.7569862941831288","0.8378693987383729","0.7560975609756098","0.9284848484848485","0.44075829383886256","0.5568862275449101","0.4808686659772492","0.6614509246088194","0.5372031134529565","0.7224875922597712","0.8422912047302291","0.07151515151515152","0.11900733220530176","93.0","118.0","1532.0","30.0","0.5","0.7235772357723578","0.37218045112781956","0.8048780487804879","0.29295774647887324","0.8455284552845529","0.7019901694839527","0.9200985464400099","0.027340003249721353","5.0","62.68516761751767","0.2823415122724917","0.3381685576089242","0.05","[7, 13, 15, 35, 65]"
"5year.arff","PBMSBAINGO","9","1","3.0","binary","histgb","0.05","False","705.0","0.2667387363165448","0.7835603170840306","0.625","0.9823468328141225","0.6428571428571429","0.6769488865440852","0.7551416920797208","0.5772357723577236","0.9878787878787879","0.7802197802197802","0.6635514018691588","0.728952772073922","0.6089193825042881","0.6507247616762468","0.718595914095949","0.7825572801182558","0.012121212121212121","0.05132543711223914","71.0","20.0","1630.0","52.0","0.5168539325842697","0.7479674796747967","0.37969924812030076","0.8211382113821138","0.30140845070422534","0.8699186991869918","0.7132960646190788","0.9217048534121705","0.23614086673259616","4.0","2.237534966736194","0.7137079513618988","0.7820711058381539","0.05","[2, 44, 64, 65]"
"5year.arff","PBMSBAINGO","10","1","3.0","binary","histgb","0.05","False","700.0","0.23774306316875515","0.8426872053659402","0.7361111111111112","0.9646936656282451","0.7066666666666667","0.7211477256196476","0.8174675922327597","0.6991869918699187","0.9557575757575758","0.5408805031446541","0.6099290780141844","0.5665349143610013","0.6605222734254992","0.5824367163542894","0.7301239778058655","0.8274722838137473","0.04424242424242424","0.08967851099830795","86.0","73.0","1577.0","37.0","0.48314606741573035","0.6991869918699187","0.39097744360902253","0.8455284552845529","0.3126760563380282","0.9024390243902439","0.7222176202211085","0.9409263365360926","0.03660908738450926","4.0","210.3020427698842","0.021753279660948126","0.13447064743275614","0.05","[1, 21, 27, 65]"
