dataset,method,policy,auc_deduplicated,ap_deduplicated,mcc_deduplicated,balanced_accuracy_deduplicated,brier_deduplicated,log_loss_deduplicated,auc_raw,ap_raw,mcc_raw,balanced_accuracy_raw,brier_raw,log_loss_raw,delta_raw_minus_deduplicated_auc,delta_raw_minus_deduplicated_ap,delta_raw_minus_deduplicated_mcc,delta_raw_minus_deduplicated_balanced_accuracy,delta_raw_minus_deduplicated_brier,delta_raw_minus_deduplicated_log_loss
PONE2016_h1_target_Europe,KELM_score_fusion,triad,0.8857729138166894,0.8634661986434632,0.5739450711702778,0.7728454172366621,0.1492846367942992,0.4761188076529444,0.8929150892374256,0.8808942251069597,0.5423451232572392,0.7383720930232558,0.1282989678044825,0.4163952431460082,0.007142175420736141,0.017428026463496504,-0.03159994791303866,-0.03447332421340632,-0.020985668989816714,-0.05972356450693622
PONE2016_h1_target_Europe,KELM_risk_feature,triad,0.8521203830369356,0.8125920235817495,0.4133749784584399,0.6911764705882353,0.1486898455293585,0.4680013420628304,0.9019740400216332,0.8883779857252805,0.4967897665120035,0.7151162790697675,0.1229775988157139,0.4123475932051907,0.04985365698469757,0.07578596214353095,0.08341478805356362,0.02393980848153221,-0.025712246713644582,-0.055653748857639684
PONE2016_h1_target_Europe,Full_PBMSBAINGO,triad,0.8590971272229823,0.8059760747173506,0.5941782969957782,0.7956224350205199,0.1482280111880749,0.498039614806022,0.8887236343969713,0.8713229898995541,0.5892556509887896,0.7906976744186047,0.1393834053938996,0.4418612029461906,0.02962650717398907,0.06534691518220359,-0.004922646006988551,-0.004924760601915157,-0.008844605794175314,-0.05617841185983141
PONE2016_h1_target_Europe,Uncertainty_gated_fusion,triad,0.8521203830369356,0.8125920235817495,0.4133749784584399,0.6911764705882353,0.1486898455293585,0.4680013420628304,0.8887236343969713,0.8713229898995541,0.5892556509887896,0.7906976744186047,0.1393834053938996,0.4418612029461906,0.03660325136003573,0.05873096631780461,0.17588067253034972,0.09952120383036944,-0.009306440135458893,-0.026140139116639816
PONE2016_h1_target_Europe,Full_random_search,triad,0.8465116279069768,0.8045747671484541,0.5817126221505409,0.7897400820793434,0.1410975780628446,0.4700644244320708,0.8446457544618712,0.8113913558556631,0.5954834188636033,0.7848837209302326,0.1435373657565959,0.4722812449890319,-0.0018658734451055814,0.006816588707209026,0.013770796713062472,-0.0048563611491108105,0.0024397876937513052,0.0022168205569610966
PONE2016_h1_target_Europe,Balanced_logistic,triad,0.8859097127222983,0.8789238152502963,0.5035262172575005,0.7149794801641587,0.1335267507778348,0.4849476302041786,0.8864250946457545,0.8785011471815516,0.5048637024325335,0.7151162790697674,0.1330294175077618,0.4826642947058522,0.0005153819234561263,-0.00042266806874469154,0.0013374851750330707,0.00013679890560869268,-0.0004973332700730082,-0.0022833354983263776
PONE2016_h1_target_North_America,HistGB,triad,0.9073871409028728,0.9192924561283295,0.6397337567110021,0.8189466484268126,0.1380057893140534,0.4358467176219614,0.9094104921579232,0.9197701519942304,0.6539985702138724,0.8255813953488372,0.136826152708809,0.4317892618839185,0.0020233512550504873,0.0004776958659008512,0.014264813502870344,0.0066347469220245925,-0.0011796366052444218,-0.004057455738042948
PONE2016_h1_target_North_America,KELM_PBMSBAINGO,triad,0.8694938440492477,0.8830620486960558,0.5554858832760924,0.7555403556771545,0.1432339840558163,0.4597618120543212,0.8926446727961059,0.9043791848952388,0.5666320013521983,0.7616279069767442,0.1327101694301748,0.4132312088739107,0.023150828746858254,0.021317136199183073,0.011146118076105882,0.006087551299589711,-0.010523814625641503,-0.046530603180410524
PONE2016_h1_target_North_America,KELM_score_fusion,triad,0.9073871409028728,0.9192924561283295,0.6397337567110021,0.8189466484268126,0.1380057893140534,0.4358467176219614,0.9104921579232016,0.9210580266400558,0.6539985702138724,0.8255813953488372,0.1366438683109769,0.4310330902554558,0.0031050170203288374,0.001765570511726211,0.014264813502870344,0.0066347469220245925,-0.0013619210030764994,-0.004813627366505646
PONE2016_h1_target_North_America,KELM_risk_feature,triad,0.8902872777017784,0.8917849470234145,0.5145372272117755,0.7379616963064295,0.1370197225993914,0.4186318609831978,0.9134667387777176,0.9322573698703226,0.6878461835431967,0.8313953488372093,0.1241572711045158,0.3842225356698122,0.023179461075939156,0.04047242284690811,0.17330895633142118,0.09343365253077984,-0.01286245149487561,-0.03440932531338564
PONE2016_h1_target_North_America,Full_PBMSBAINGO,triad,0.9043775649794802,0.9050203787902076,0.6386307361897502,0.8188782489740082,0.136428232117122,0.4318143142762016,0.9071119524067064,0.907970871102318,0.6539985702138724,0.8255813953488372,0.1349374070772226,0.4264657110700181,0.0027343874272262036,0.00295049231211042,0.015367834024122229,0.00670314637482905,-0.0014908250398993905,-0.0053486032061834665
PONE2016_h1_target_North_America,Uncertainty_gated_fusion,triad,0.8902872777017784,0.8917849470234145,0.5145372272117755,0.7379616963064295,0.1370197225993914,0.4186318609831978,0.9134667387777176,0.9322573698703226,0.6878461835431967,0.8313953488372093,0.1241572711045158,0.3842225356698122,0.023179461075939156,0.04047242284690811,0.17330895633142118,0.09343365253077984,-0.01286245149487561,-0.03440932531338564
