dataset,horizon,target_region,seed,method,auc,ap,mcc,balanced_accuracy,sensitivity,specificity,brier,log_loss
PONE2016_h3_target_Europe,3,Europe,20260728,KELM_risk_feature,0.6668136390358612,0.6768653605900581,0.2204080941630772,0.5928130511463845,0.3214285714285714,0.8641975308641975,0.2445535970849612,0.6868524136015405
PONE2016_h3_target_Europe,3,Europe,20260728,Full_PBMSBAINGO,0.7269253380364492,0.7334654351067861,0.2663568019517165,0.611111111111111,0.3333333333333333,0.8888888888888888,0.2213364820698294,0.6325457652039098
PONE2016_h3_target_Europe,3,Europe,20260728,Uncertainty_gated_fusion,0.6668136390358612,0.6768653605900581,0.2204080941630772,0.5928130511463845,0.3214285714285714,0.8641975308641975,0.2445535970849612,0.6868524136015405
PONE2016_h3_target_Europe,3,Europe,20260728,Full_random_search,0.6785714285714286,0.672463784626391,0.2426307930309848,0.5992063492063492,0.3095238095238095,0.8888888888888888,0.2286283368353562,0.649539986430813
PONE2016_h3_target_Europe,3,Europe,20260728,Balanced_logistic,0.7091416813639035,0.7118554167414453,0.3353540843402062,0.652336860670194,0.4404761904761904,0.8641975308641975,0.2157679125424065,0.6611578058351401
PONE2016_h3_target_North_America,3,North America,20260728,HistGB,0.7581513137068693,0.7425057484630788,0.2802966691779787,0.6096866096866097,0.2962962962962963,0.9230769230769232,0.2081986360141605,0.6053359530164972
PONE2016_h3_target_North_America,3,North America,20260728,KELM_PBMSBAINGO,0.7934472934472935,0.7888172090808881,0.258108370158472,0.5797720797720798,0.1851851851851851,0.9743589743589745,0.1929627530512608,0.5660469766609302
PONE2016_h3_target_North_America,3,North America,20260728,KELM_score_fusion,0.7934472934472935,0.7888172090808881,0.258108370158472,0.5797720797720798,0.1851851851851851,0.9743589743589745,0.1929880186394183,0.5661273295985773
PONE2016_h3_target_North_America,3,North America,20260728,KELM_risk_feature,0.7192149414371636,0.7618237121122564,0.2469040421075045,0.5676638176638177,0.1481481481481481,0.9871794871794872,0.2527784402006479,0.8395993749901521
PONE2016_h3_target_North_America,3,North America,20260728,Full_PBMSBAINGO,0.7769863880974993,0.7894437370969122,0.3320191814266192,0.6168091168091168,0.2592592592592592,0.9743589743589745,0.2106104335217717,0.61543677986596
PONE2016_h3_target_North_America,3,North America,20260728,Uncertainty_gated_fusion,0.7192149414371636,0.7618237121122564,0.2469040421075045,0.5676638176638177,0.1481481481481481,0.9871794871794872,0.2527784402006479,0.8395993749901521
PONE2016_h3_target_North_America,3,North America,20260728,Full_random_search,0.7901234567901234,0.7593260385460486,0.1091575765106862,0.5299145299145299,0.1111111111111111,0.9487179487179488,0.1938730780362768,0.5691361800328651
PONE2016_h3_target_North_America,3,North America,20260728,Balanced_logistic,0.7757201646090535,0.8210429428354262,0.4167300599845326,0.6837606837606838,0.4444444444444444,0.9230769230769232,0.2020315582146705,0.5888620021054498
PONE2016_h1_target_Asia,1,Asia,20260729,HistGB,0.9396701388888888,0.9494823313405836,0.6460415830634638,0.8020833333333333,0.625,0.9791666666666666,0.1031382988368946,0.3404948699175872
PONE2016_h1_target_Asia,1,Asia,20260729,KELM_PBMSBAINGO,0.9270833333333336,0.9391000653136916,0.6709076657921977,0.8229166666666667,0.6875,0.9583333333333334,0.1198689304456509,0.4152476353859431
PONE2016_h1_target_Asia,1,Asia,20260729,KELM_score_fusion,0.94140625,0.945448793751798,0.6969709469904514,0.8333333333333333,0.6875,0.9791666666666666,0.1023567917748109,0.337541010787145
PONE2016_h1_target_Asia,1,Asia,20260729,KELM_risk_feature,0.9305555555555556,0.9415307228348772,0.5459195627691725,0.7395833333333333,0.5,0.9791666666666666,0.1030202758901406,0.3503530925508092
PONE2016_h1_target_Asia,1,Asia,20260729,Full_PBMSBAINGO,0.940972222222222,0.9519137340880336,0.5613096232478871,0.7395833333333334,0.4791666666666667,1.0,0.102886797242155,0.3396305251775026
PONE2016_h1_target_Asia,1,Asia,20260729,Uncertainty_gated_fusion,0.9305555555555556,0.9415307228348772,0.5459195627691725,0.7395833333333333,0.5,0.9791666666666666,0.1030202758901406,0.3503530925508092
PONE2016_h1_target_Asia,1,Asia,20260729,Full_random_search,0.9422743055555556,0.9434792233094078,0.4956815970966097,0.7083333333333333,0.4375,0.9791666666666666,0.0965530508167751,0.3188177835669768
PONE2016_h1_target_Asia,1,Asia,20260729,Balanced_logistic,0.9440104166666666,0.9543744904577072,0.6798834181250946,0.8229166666666666,0.6666666666666666,0.9791666666666666,0.1023206683367922,0.3235760106814021
PONE2016_h1_target_Europe,1,Europe,20260729,HistGB,0.8808481532147743,0.8607584204467822,0.5493412588939887,0.7611491108071136,0.6046511627906976,0.9176470588235294,0.1498404627628348,0.4779763713993825
PONE2016_h1_target_Europe,1,Europe,20260729,KELM_PBMSBAINGO,0.8842681258549933,0.8832559410299493,0.5940630671641509,0.7787961696306429,0.6046511627906976,0.9529411764705882,0.1290365705965741,0.4304323957761023
PONE2016_h1_target_Europe,1,Europe,20260729,KELM_score_fusion,0.8820793433652532,0.8568702897691435,0.5640244127132302,0.76703146374829,0.6046511627906976,0.9294117647058824,0.1496248531401131,0.4770267823703041
PONE2016_h1_target_Europe,1,Europe,20260729,KELM_risk_feature,0.8912448700410396,0.8963330174206107,0.6480354673310376,0.8136114911080712,0.686046511627907,0.9411764705882352,0.1416242442802121,0.4564492761945077
PONE2016_h1_target_Europe,1,Europe,20260729,Full_PBMSBAINGO,0.8838577291381668,0.8727697251746596,0.6067563059204921,0.8015047879616963,0.7441860465116279,0.8588235294117647,0.1363068900270664,0.4438438596503673
PONE2016_h1_target_Europe,1,Europe,20260729,Uncertainty_gated_fusion,0.8912448700410396,0.8963330174206107,0.6480354673310376,0.8136114911080712,0.686046511627907,0.9411764705882352,0.1416242442802121,0.4564492761945077
PONE2016_h1_target_Europe,1,Europe,20260729,Full_random_search,0.857592339261286,0.7984613147869776,0.4796829778446658,0.7261285909712722,0.5581395348837209,0.8941176470588236,0.1441162098224252,0.4652040514778737
PONE2016_h1_target_Europe,1,Europe,20260729,Balanced_logistic,0.8859097127222983,0.8789238152502963,0.5035262172575005,0.7149794801641587,0.4534883720930232,0.976470588235294,0.1335267507778348,0.4849476302041786
PONE2016_h1_target_North_America,1,North America,20260729,HistGB,0.9073871409028728,0.9192924561283295,0.6397337567110021,0.8189466484268126,0.7790697674418605,0.8588235294117647,0.1380057893140534,0.4358467176219614
PONE2016_h1_target_North_America,1,North America,20260729,KELM_PBMSBAINGO,0.8958960328317374,0.9034980312949288,0.6430233021969443,0.8190834473324213,0.7558139534883721,0.8823529411764706,0.1293462999223164,0.4089583658121751
PONE2016_h1_target_North_America,1,North America,20260729,KELM_score_fusion,0.9073871409028728,0.9192924561283295,0.6397337567110021,0.8189466484268126,0.7790697674418605,0.8588235294117647,0.1380057893140534,0.4358467176219614
PONE2016_h1_target_North_America,1,North America,20260729,KELM_risk_feature,0.779343365253078,0.6996604523088319,0.4473427944063557,0.7142954856361149,0.5697674418604651,0.8588235294117647,0.220386870195235,0.6334078557995657
PONE2016_h1_target_North_America,1,North America,20260729,Full_PBMSBAINGO,0.8963064295485635,0.8886778404455249,0.6508581271053144,0.8247606019151846,0.7906976744186046,0.8588235294117647,0.1369038483046435,0.4332346887566304
PONE2016_h1_target_North_America,1,North America,20260729,Uncertainty_gated_fusion,0.779343365253078,0.6996604523088319,0.4473427944063557,0.7142954856361149,0.5697674418604651,0.8588235294117647,0.220386870195235,0.6334078557995657
PONE2016_h1_target_North_America,1,North America,20260729,Full_random_search,0.9041039671682626,0.8993462293179351,0.6274173647348408,0.8130642954856362,0.7790697674418605,0.8470588235294118,0.1377165101807148,0.4352367851106073
PONE2016_h1_target_North_America,1,North America,20260729,Balanced_logistic,0.8811217510259918,0.9134370704739888,0.6628442637111425,0.8138166894664842,0.6511627906976745,0.976470588235294,0.1361765994251453,0.4761766750967566
PONE2016_h2_target_Asia,2,Asia,20260729,HistGB,0.8546006944444444,0.8322420966926936,0.5843389347222367,0.78125,0.6458333333333334,0.9166666666666666,0.1657008508261986,0.5129137304205235
PONE2016_h2_target_Asia,2,Asia,20260729,KELM_PBMSBAINGO,0.8910590277777778,0.8962156013803363,0.5156879540323449,0.7291666666666667,0.5,0.9583333333333334,0.1550975909746478,0.4858233107180223
PONE2016_h2_target_Asia,2,Asia,20260729,KELM_score_fusion,0.8546006944444444,0.8322420966926936,0.5843389347222367,0.78125,0.6458333333333334,0.9166666666666666,0.1657008508261986,0.5129137304205235
PONE2016_h2_target_Asia,2,Asia,20260729,KELM_risk_feature,0.9118923611111112,0.9071277174965876,0.5393598899705937,0.75,0.5625,0.9375,0.1539024965163862,0.484598502164677
PONE2016_h2_target_Asia,2,Asia,20260729,Full_PBMSBAINGO,0.8498263888888888,0.8154596240531109,0.5410545691872563,0.7604166666666667,0.625,0.8958333333333334,0.164648763538975,0.5099704889662394
PONE2016_h2_target_Asia,2,Asia,20260729,Uncertainty_gated_fusion,0.9118923611111112,0.9071277174965876,0.5393598899705937,0.75,0.5625,0.9375,0.1539024965163862,0.484598502164677
PONE2016_h2_target_Asia,2,Asia,20260729,Full_random_search,0.85546875,0.8578625926675522,0.4944132324730442,0.7291666666666666,0.5416666666666666,0.9166666666666666,0.1631788847856722,0.508697568264485
PONE2016_h2_target_Asia,2,Asia,20260729,Balanced_logistic,0.9144965277777776,0.9124399524683342,0.6493659782899173,0.8229166666666667,0.7708333333333334,0.875,0.2190746762317519,0.6304146150301188
PONE2016_h2_target_Europe,2,Europe,20260729,HistGB,0.7586867305061559,0.7659263943051273,0.4333687592941463,0.6971272229822161,0.4883720930232558,0.9058823529411764,0.2031484278929452,0.5928567766779367
PONE2016_h2_target_Europe,2,Europe,20260729,KELM_PBMSBAINGO,0.8331053351573188,0.8221515448424735,0.4878852836777453,0.7148426812585499,0.4767441860465116,0.9529411764705882,0.1796170570877307,0.554511020158217
PONE2016_h2_target_Europe,2,Europe,20260729,KELM_score_fusion,0.8331053351573188,0.8221515448424735,0.4878852836777453,0.7148426812585499,0.4767441860465116,0.9529411764705882,0.1805589767954553,0.5522107745920667
PONE2016_h2_target_Europe,2,Europe,20260729,KELM_risk_feature,0.8054719562243502,0.829302827532096,0.4796829778446658,0.7261285909712722,0.5581395348837209,0.8941176470588236,0.1907188382394364,0.5785937330133262
PONE2016_h2_target_Europe,2,Europe,20260729,Full_PBMSBAINGO,0.7834473324213406,0.7524956013213486,0.4196044088237464,0.696922024623803,0.5232558139534884,0.8705882352941177,0.1932932791084779,0.5709188099170235
PONE2016_h2_target_Europe,2,Europe,20260729,Uncertainty_gated_fusion,0.8054719562243502,0.829302827532096,0.4796829778446658,0.7261285909712722,0.5581395348837209,0.8941176470588236,0.1907188382394364,0.5785937330133262
PONE2016_h2_target_Europe,2,Europe,20260729,Full_random_search,0.7714090287277702,0.7954354412033264,0.4489802658659349,0.7030095759233925,0.4883720930232558,0.9176470588235294,0.1963233676046379,0.5745669046003627
PONE2016_h2_target_Europe,2,Europe,20260729,Balanced_logistic,0.8034199726402189,0.7869736092025974,0.4513972721892684,0.6973324213406292,0.4534883720930232,0.9411764705882352,0.1842761516432651,0.6119615702880244
PONE2016_h2_target_North_America,2,North America,20260729,HistGB,0.8588640275387264,0.8572195571594456,0.4869825130371185,0.7427567412507171,0.7023809523809523,0.7831325301204819,0.1666717408440504,0.5075168862349643
PONE2016_h2_target_North_America,2,North America,20260729,KELM_PBMSBAINGO,0.7913080895008606,0.7634213042017464,0.3432781308636063,0.6597819850831899,0.4761904761904761,0.8433734939759037,0.18527592738975,0.5738965705594339
PONE2016_h2_target_North_America,2,North America,20260729,KELM_score_fusion,0.8588640275387264,0.8519774928355773,0.4869825130371185,0.7427567412507171,0.7023809523809523,0.7831325301204819,0.1633663084175055,0.5009256037602562
PONE2016_h2_target_North_America,2,North America,20260729,KELM_risk_feature,0.747705106138841,0.808537185876242,0.4725359454076894,0.713855421686747,0.5,0.927710843373494,0.1986791936101094,0.5756001374002017
PONE2016_h2_target_North_America,2,North America,20260729,Full_PBMSBAINGO,0.8420826161790017,0.7839668100023407,0.3572804586642013,0.6483792312105565,0.369047619047619,0.927710843373494,0.1559772366422851,0.4939081855425453
PONE2016_h2_target_North_America,2,North America,20260729,Uncertainty_gated_fusion,0.747705106138841,0.808537185876242,0.4725359454076894,0.713855421686747,0.5,0.927710843373494,0.1986791936101094,0.5756001374002017
PONE2016_h2_target_North_America,2,North America,20260729,Full_random_search,0.8647446930579461,0.87059450237866,0.4331387335499657,0.6724756167527253,0.369047619047619,0.9759036144578314,0.1591226618868054,0.478340505945951
PONE2016_h2_target_North_America,2,North America,20260729,Balanced_logistic,0.8073723465289729,0.8534941456966716,0.4841527384287163,0.731425702811245,0.5833333333333334,0.8795180722891566,0.1786813389158996,0.5959567668017041
PONE2016_h3_target_Asia,3,Asia,20260729,HistGB,0.833648393194707,0.8355040774194233,0.4369259473273602,0.7065217391304348,0.5434782608695652,0.8695652173913043,0.1763889987783558,0.5364223499824375
PONE2016_h3_target_Asia,3,Asia,20260729,KELM_PBMSBAINGO,0.8638941398865785,0.8673341761306749,0.4800793585191832,0.7391304347826086,0.782608695652174,0.6956521739130435,0.1564395875410215,0.4713035108921466
PONE2016_h3_target_Asia,3,Asia,20260729,KELM_score_fusion,0.8667296786389413,0.8628892945123761,0.4899789435061114,0.7391304347826086,0.6304347826086957,0.8478260869565217,0.1537446769574856,0.4750614176954035
PONE2016_h3_target_Asia,3,Asia,20260729,KELM_risk_feature,0.8960302457466919,0.8895642865372688,0.587095265748098,0.7934782608695652,0.782608695652174,0.8043478260869565,0.1360258273306207,0.4298862366441802
PONE2016_h3_target_Asia,3,Asia,20260729,Full_PBMSBAINGO,0.8648393194706995,0.871496153305636,0.421183543595399,0.7065217391304348,0.6086956521739131,0.8043478260869565,0.1609342876871694,0.4954563930499606
PONE2016_h3_target_Asia,3,Asia,20260729,Uncertainty_gated_fusion,0.8960302457466919,0.8895642865372688,0.587095265748098,0.7934782608695652,0.782608695652174,0.8043478260869565,0.1360258273306207,0.4298862366441802
PONE2016_h3_target_Asia,3,Asia,20260729,Full_random_search,0.8464083175803403,0.8606442218112781,0.4415107856883479,0.7173913043478262,0.6304347826086957,0.8043478260869565,0.1726293442540614,0.5263069326684789
PONE2016_h3_target_Asia,3,Asia,20260729,Balanced_logistic,0.8563327032136107,0.8712030268600253,0.5597170785495562,0.7717391304347826,0.8913043478260869,0.6521739130434783,0.1955782765100358,0.5775951833113209
PONE2016_h3_target_Europe,3,Europe,20260729,HistGB,0.7042915931804822,0.6782673122876944,0.2240249365093635,0.5875220458553791,0.2738095238095238,0.9012345679012346,0.225475287988643,0.6429027879985254
PONE2016_h3_target_Europe,3,Europe,20260729,KELM_PBMSBAINGO,0.6526308054085833,0.6534446695693527,0.2320217533424033,0.6040564373897708,0.3809523809523809,0.8271604938271605,0.25362530284445,0.7127084039047136
PONE2016_h3_target_Europe,3,Europe,20260729,KELM_score_fusion,0.6926807760141094,0.6957018260921513,0.2240249365093635,0.5875220458553791,0.2738095238095238,0.9012345679012346,0.2245366259134598,0.6419631455600598
PONE2016_h3_target_Europe,3,Europe,20260729,KELM_risk_feature,0.7110523221634332,0.7315422382929928,0.2252192187696177,0.5930335097001764,0.3095238095238095,0.8765432098765432,0.2239654831565009,0.6327039718854468
PONE2016_h3_target_Europe,3,Europe,20260729,Full_PBMSBAINGO,0.7110523221634333,0.6965789384176344,0.2057143836152649,0.5813492063492063,0.2738095238095238,0.8888888888888888,0.225142127383809,0.6419117129112674
PONE2016_h3_target_Europe,3,Europe,20260729,Uncertainty_gated_fusion,0.7110523221634332,0.7315422382929928,0.2252192187696177,0.5930335097001764,0.3095238095238095,0.8765432098765432,0.2239654831565009,0.6327039718854468
PONE2016_h3_target_Europe,3,Europe,20260729,Full_random_search,0.7016460905349795,0.6845373641732194,0.2240249365093635,0.5875220458553791,0.2738095238095238,0.9012345679012346,0.2258110866390323,0.6436445298468377
PONE2016_h3_target_Europe,3,Europe,20260729,Balanced_logistic,0.7091416813639035,0.7118554167414453,0.3353540843402062,0.652336860670194,0.4404761904761904,0.8641975308641975,0.2157679125424065,0.6611578058351401
PONE2016_h3_target_North_America,3,North America,20260729,HistGB,0.7581513137068693,0.7425057484630788,0.2802966691779787,0.6096866096866097,0.2962962962962963,0.9230769230769232,0.2081986360141605,0.6053359530164972
PONE2016_h3_target_North_America,3,North America,20260729,KELM_PBMSBAINGO,0.7467553023108577,0.7108961439155497,0.1066584613765904,0.535375118708452,0.1604938271604938,0.9102564102564102,0.2132677337141672,0.628184883937652
PONE2016_h3_target_North_America,3,North America,20260729,KELM_score_fusion,0.7605254827477049,0.7322566820212266,0.2606362804335699,0.6032763532763532,0.2962962962962963,0.9102564102564102,0.2077797153231471,0.6042946206236761
PONE2016_h3_target_North_America,3,North America,20260729,KELM_risk_feature,0.7891737891737892,0.7932591980461474,0.4152045911109344,0.7006172839506173,0.5679012345679012,0.8333333333333334,0.1996979105416405,0.5820264365728919
PONE2016_h3_target_North_America,3,North America,20260729,Full_PBMSBAINGO,0.7886989553656221,0.8023472750480737,0.3097837810921021,0.6163342830009496,0.2839506172839506,0.9487179487179488,0.1989842339413376,0.5958384105904196
PONE2016_h3_target_North_America,3,North America,20260729,Uncertainty_gated_fusion,0.7886989553656221,0.8023472750480737,0.3097837810921021,0.6163342830009496,0.2839506172839506,0.9487179487179488,0.1989842339413376,0.5958384105904196
PONE2016_h3_target_North_America,3,North America,20260729,Full_random_search,0.7541943653054763,0.7207880880734886,0.1917898415556112,0.5607787274453941,0.1728395061728395,0.9487179487179488,0.2104987335599876,0.610714383701133
PONE2016_h3_target_North_America,3,North America,20260729,Balanced_logistic,0.7757201646090535,0.8210429428354262,0.4167300599845326,0.6837606837606838,0.4444444444444444,0.9230769230769232,0.2020315582146705,0.5888620021054498
PONE2016_h1_target_Asia,1,Asia,20260730,HistGB,0.9396701388888888,0.9494823313405836,0.6460415830634638,0.8020833333333333,0.625,0.9791666666666666,0.1031382988368946,0.3404948699175872
PONE2016_h1_target_Asia,1,Asia,20260730,KELM_PBMSBAINGO,0.9066840277777776,0.9296504947288328,0.5452497568062706,0.7291666666666666,0.4583333333333333,1.0,0.1345889982846877,0.4159280495398129
PONE2016_h1_target_Asia,1,Asia,20260730,KELM_score_fusion,0.9066840277777776,0.9296504947288328,0.5452497568062706,0.7291666666666666,0.4583333333333333,1.0,0.1365942193831119,0.4212428473678657
PONE2016_h1_target_Asia,1,Asia,20260730,KELM_risk_feature,0.92578125,0.9416586039323762,0.6292532049656927,0.7916666666666666,0.6041666666666666,0.9791666666666666,0.107470410707176,0.3543677941893584
PONE2016_h1_target_Asia,1,Asia,20260730,Full_PBMSBAINGO,0.9422743055555556,0.941923936916398,0.6460415830634638,0.8020833333333333,0.625,0.9791666666666666,0.0950743857549548,0.3162773720108922
PONE2016_h1_target_Asia,1,Asia,20260730,Uncertainty_gated_fusion,0.92578125,0.9416586039323762,0.6292532049656927,0.7916666666666666,0.6041666666666666,0.9791666666666666,0.107470410707176,0.3543677941893584
PONE2016_h1_target_Asia,1,Asia,20260730,Full_random_search,0.9444444444444444,0.947209019739595,0.6629126073623883,0.8125,0.6458333333333334,0.9791666666666666,0.0961941397918005,0.3187077795252172
PONE2016_h1_target_Asia,1,Asia,20260730,Balanced_logistic,0.9440104166666666,0.9543744904577072,0.6798834181250946,0.8229166666666666,0.6666666666666666,0.9791666666666666,0.1023206683367922,0.3235760106814021
PONE2016_h1_target_Europe,1,Europe,20260730,HistGB,0.8808481532147743,0.8607584204467822,0.5493412588939887,0.7611491108071136,0.6046511627906976,0.9176470588235294,0.1498404627628348,0.4779763713993825
PONE2016_h1_target_Europe,1,Europe,20260730,KELM_PBMSBAINGO,0.8683994528043776,0.8725028946094125,0.6094429366937203,0.7846785225718194,0.6046511627906976,0.9647058823529412,0.1449433051294384,0.526680663585334
PONE2016_h1_target_Europe,1,Europe,20260730,KELM_score_fusion,0.8808481532147743,0.8607584204467822,0.5493412588939887,0.7611491108071136,0.6046511627906976,0.9176470588235294,0.1498404627628348,0.4779763713993825
PONE2016_h1_target_Europe,1,Europe,20260730,KELM_risk_feature,0.8612859097127223,0.8800037630248623,0.5334703747881316,0.7381668946648428,0.5116279069767442,0.9647058823529412,0.1442701467778898,0.4573075641159267
PONE2016_h1_target_Europe,1,Europe,20260730,Full_PBMSBAINGO,0.8675786593707251,0.8387841558297795,0.6086668977333656,0.8015731874145007,0.7325581395348837,0.8705882352941177,0.1363313179154821,0.4515403259678097
PONE2016_h1_target_Europe,1,Europe,20260730,Uncertainty_gated_fusion,0.8612859097127223,0.8800037630248623,0.5334703747881316,0.7381668946648428,0.5116279069767442,0.9647058823529412,0.1442701467778898,0.4573075641159267
PONE2016_h1_target_Europe,1,Europe,20260730,Full_random_search,0.8763337893296853,0.8531522711087045,0.5719733532235918,0.7784541723666211,0.6627906976744186,0.8941176470588236,0.1367862040004008,0.4532755368570348
PONE2016_h1_target_Europe,1,Europe,20260730,Balanced_logistic,0.8859097127222983,0.8789238152502963,0.5035262172575005,0.7149794801641587,0.4534883720930232,0.976470588235294,0.1335267507778348,0.4849476302041786
PONE2016_h1_target_North_America,1,North America,20260730,HistGB,0.9073871409028728,0.9192924561283295,0.6397337567110021,0.8189466484268126,0.7790697674418605,0.8588235294117647,0.1380057893140534,0.4358467176219614
PONE2016_h1_target_North_America,1,North America,20260730,KELM_PBMSBAINGO,0.8923392612859097,0.9058100076452856,0.6611491119281105,0.8251025991792065,0.7325581395348837,0.9176470588235294,0.1356623354103101,0.4203402977353663
PONE2016_h1_target_North_America,1,North America,20260730,KELM_score_fusion,0.8923392612859097,0.9058100076452856,0.6611491119281105,0.8251025991792065,0.7325581395348837,0.9176470588235294,0.1361376646460742,0.4246241537559133
PONE2016_h1_target_North_America,1,North America,20260730,KELM_risk_feature,0.89562243502052,0.9048960885211156,0.6756435554722996,0.8365253077975376,0.7906976744186046,0.8823529411764706,0.1257061746145135,0.4092160837925266
PONE2016_h1_target_North_America,1,North America,20260730,Full_PBMSBAINGO,0.8919288645690834,0.8976302558163163,0.6086668977333656,0.8015731874145007,0.7325581395348837,0.8705882352941177,0.1400766577961465,0.4360709802707823
PONE2016_h1_target_North_America,1,North America,20260730,Uncertainty_gated_fusion,0.89562243502052,0.9048960885211156,0.6756435554722996,0.8365253077975376,0.7906976744186046,0.8823529411764706,0.1257061746145135,0.4092160837925266
PONE2016_h1_target_North_America,1,North America,20260730,Full_random_search,0.9025991792065664,0.9154412997645358,0.6386307361897502,0.8188782489740082,0.7906976744186046,0.8470588235294118,0.1369117398084917,0.4326033177652011
PONE2016_h1_target_North_America,1,North America,20260730,Balanced_logistic,0.8811217510259918,0.9134370704739888,0.6628442637111425,0.8138166894664842,0.6511627906976745,0.976470588235294,0.1361765994251453,0.4761766750967566
PONE2016_h2_target_Asia,2,Asia,20260730,HistGB,0.8546006944444444,0.8322420966926936,0.5843389347222367,0.78125,0.6458333333333334,0.9166666666666666,0.1657008508261986,0.5129137304205235
PONE2016_h2_target_Asia,2,Asia,20260730,KELM_PBMSBAINGO,0.8975694444444444,0.9000702421147058,0.5958540230683373,0.7708333333333333,0.5625,0.9791666666666666,0.1900734793624405,0.5683926972785264
PONE2016_h2_target_Asia,2,Asia,20260730,KELM_score_fusion,0.8975694444444444,0.9000702421147058,0.5958540230683373,0.7708333333333333,0.5625,0.9791666666666666,0.190472197589893,0.5691830801165342
PONE2016_h2_target_Asia,2,Asia,20260730,KELM_risk_feature,0.8723958333333333,0.8768202424319855,0.4401970963427133,0.6979166666666666,0.4791666666666667,0.9166666666666666,0.1757431210004136,0.535781593956908
PONE2016_h2_target_Asia,2,Asia,20260730,Full_PBMSBAINGO,0.83984375,0.7624238522146494,0.5538186196949965,0.7708333333333333,0.6666666666666666,0.875,0.1658532111536791,0.5086040739743245
PONE2016_h2_target_Asia,2,Asia,20260730,Uncertainty_gated_fusion,0.8723958333333333,0.8768202424319855,0.4401970963427133,0.6979166666666666,0.4791666666666667,0.9166666666666666,0.1757431210004136,0.535781593956908
PONE2016_h2_target_Asia,2,Asia,20260730,Full_random_search,0.8780381944444444,0.8612535032347215,0.5594309277855158,0.7708333333333334,0.6458333333333334,0.8958333333333334,0.1476497599573391,0.4643389738631017
PONE2016_h2_target_Asia,2,Asia,20260730,Balanced_logistic,0.9144965277777776,0.9124399524683342,0.6493659782899173,0.8229166666666667,0.7708333333333334,0.875,0.2190746762317519,0.6304146150301188
PONE2016_h2_target_Europe,2,Europe,20260730,HistGB,0.7586867305061559,0.7659263943051273,0.4333687592941463,0.6971272229822161,0.4883720930232558,0.9058823529411764,0.2031484278929452,0.5928567766779367
PONE2016_h2_target_Europe,2,Europe,20260730,KELM_PBMSBAINGO,0.8027359781121751,0.782295630459814,0.4947233031672439,0.7263337893296854,0.5232558139534884,0.9294117647058824,0.1914113960371697,0.6798284233055275
PONE2016_h2_target_Europe,2,Europe,20260730,KELM_score_fusion,0.8027359781121751,0.782295630459814,0.4947233031672439,0.7263337893296854,0.5232558139534884,0.9294117647058824,0.1917345054782484,0.691254373479672
PONE2016_h2_target_Europe,2,Europe,20260730,KELM_risk_feature,0.7875512995896033,0.7884163892105376,0.4128172365608963,0.685499316005472,0.4651162790697674,0.9058823529411764,0.2009640476295627,0.626438536365597
PONE2016_h2_target_Europe,2,Europe,20260730,Full_PBMSBAINGO,0.7889192886456908,0.8029102929613552,0.4691573663761896,0.7146374829001367,0.5116279069767442,0.9176470588235294,0.195170867541903,0.57986159822703
PONE2016_h2_target_Europe,2,Europe,20260730,Uncertainty_gated_fusion,0.7875512995896033,0.7884163892105376,0.4128172365608963,0.685499316005472,0.4651162790697674,0.9058823529411764,0.2009640476295627,0.626438536365597
PONE2016_h2_target_Europe,2,Europe,20260730,Full_random_search,0.7827633378932969,0.7823369605648686,0.5092846068766841,0.7378932968536251,0.5581395348837209,0.9176470588235294,0.194601408892933,0.5825101283572246
PONE2016_h2_target_Europe,2,Europe,20260730,Balanced_logistic,0.8034199726402189,0.7869736092025974,0.4513972721892684,0.6973324213406292,0.4534883720930232,0.9411764705882352,0.1842761516432651,0.6119615702880244
PONE2016_h2_target_North_America,2,North America,20260730,HistGB,0.8588640275387264,0.8572195571594456,0.4869825130371185,0.7427567412507171,0.7023809523809523,0.7831325301204819,0.1666717408440504,0.5075168862349643
PONE2016_h2_target_North_America,2,North America,20260730,KELM_PBMSBAINGO,0.8628800917957544,0.8634424718538656,0.4697839527953726,0.7254016064257028,0.5833333333333334,0.8674698795180723,0.1587289410165613,0.4770426082092922
PONE2016_h2_target_North_America,2,North America,20260730,KELM_score_fusion,0.8628800917957544,0.8634424718538656,0.4697839527953726,0.7254016064257028,0.5833333333333334,0.8674698795180723,0.1600790473148047,0.4810387417575259
PONE2016_h2_target_North_America,2,North America,20260730,KELM_risk_feature,0.8577165806081468,0.8256723672035803,0.3861184657192625,0.6603557085484797,0.3809523809523809,0.9397590361445785,0.1563895698091635,0.4787618963249813
PONE2016_h2_target_North_America,2,North America,20260730,Full_PBMSBAINGO,0.8657487091222031,0.8703038521018427,0.5372205942285648,0.7611876075731497,0.6428571428571429,0.8795180722891566,0.1550279803130602,0.473410549190374
PONE2016_h2_target_North_America,2,North America,20260730,Uncertainty_gated_fusion,0.8577165806081468,0.8256723672035803,0.3861184657192625,0.6603557085484797,0.3809523809523809,0.9397590361445785,0.1563895698091635,0.4787618963249813
PONE2016_h2_target_North_America,2,North America,20260730,Full_random_search,0.8188468158347677,0.7809842756205421,0.3058792691521723,0.6244979919678715,0.3333333333333333,0.9156626506024096,0.1707355200328595,0.5149442793318193
