dataset,seed,method,optimizer,evals,val_loss,val_triad,val_ap,C,gamma,cost_pos,blend_alpha,selected_feature_count,selected_features,model_seed,horizon,target_region,gate_selected,gate_utility_simple,gate_utility_fused,gate_difference,gate_standard_error,gate_required_margin
PONE2016_h2_target_North_America,20260731,Full_random_search,Random,81,0.3294178935803168,0.6730287128955084,0.8723117576501815,1346.1326499542695,0.20336379434223567,2.0432604919552744,0.7,5.0,"[1, 4, 5, 10, 11]",20261132,2,North America,,,,,,
PONE2016_h3_target_Asia,20260731,KELM_PBMSBAINGO,PBMSBAINGO,81,0.33650804468809564,0.6684375082896066,0.8706838951789497,42.94220023743398,0.059564998579441336,0.8591591966755177,-1.0,5.0,"[1, 4, 5, 6, 10]",20260832,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260731,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 4, 5, 6, 10]",20260731,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260731,KELM_risk_feature,PBMSBAINGO,81,0.32077739174435094,0.6869516368516955,0.8231015141276153,3.7267725558676137,0.005308348646815151,2.5621123644661883,-1.0,5.0,"[5, 7, 8, 9, 11]",20260942,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260731,Full_PBMSBAINGO,PBMSBAINGO,81,0.2563655799902916,0.752447156580637,0.8792033673303867,480.4927620397292,0.3304052712702116,1.648508224159453,0.7,5.0,"[1, 4, 5, 9, 11]",20261038,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260731,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260731,3,Asia,KELM_risk_feature,0.470979145772541,0.52025588587071,0.049276740098169014,0.09032774755901565,0.09032774755901565
PONE2016_h3_target_Asia,20260731,Full_random_search,Random,81,0.2808871893602469,0.7298777711334044,0.8653421544984123,3.8397448068760403,0.6715491449571812,0.6997572936356256,0.5,6.0,"[4, 5, 7, 9, 10, 11]",20261132,3,Asia,,,,,,
PONE2016_h3_target_Europe,20260731,KELM_PBMSBAINGO,PBMSBAINGO,81,0.3300423625131683,0.6754990137138975,0.8614281138190596,2.204568531537687,0.24586365222082512,0.10920279744967991,-1.0,6.0,"[1, 2, 4, 5, 8, 9]",20260832,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260731,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 4, 5, 8, 9]",20260731,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260731,KELM_risk_feature,PBMSBAINGO,81,0.24871698527971423,0.7578145897487277,0.8747896239878338,16.55183020629764,0.3290992205371199,1.3083218187043864,-1.0,4.0,"[4, 5, 9, 11]",20260942,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260731,Full_PBMSBAINGO,PBMSBAINGO,81,0.28225532055769376,0.7275551632206813,0.8199715229398141,761.389108981986,2.3301053535615877,1.1223402306257175,0.1,5.0,"[1, 2, 7, 10, 11]",20261038,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260731,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260731,3,Europe,KELM_risk_feature,0.5537438698258264,0.432699910623927,-0.12104395920189936,0.11586183513195679,0.11586183513195679
PONE2016_h3_target_Europe,20260731,Full_random_search,Random,81,0.2857778873001973,0.7275551632206813,0.8313512123258225,947.7223065586289,0.6151401070605301,0.24007272873454522,0.3,7.0,"[2, 4, 7, 8, 9, 10, 11]",20261132,3,Europe,,,,,,
PONE2016_h3_target_North_America,20260731,KELM_PBMSBAINGO,PBMSBAINGO,81,0.32132578409527335,0.6873855389063008,0.8198315265147758,74.98382019773163,0.0017723230696367748,0.42715219751840666,-1.0,7.0,"[1, 2, 3, 4, 5, 6, 10]",20260832,3,North America,,,,,,
PONE2016_h3_target_North_America,20260731,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 3, 4, 5, 6, 10]",20260731,3,North America,,,,,,
PONE2016_h3_target_North_America,20260731,KELM_risk_feature,PBMSBAINGO,81,0.2745649281024878,0.7386804420980375,0.8614665473105542,94.37164834199878,0.003541222927428247,2.2214121160492715,-1.0,8.0,"[2, 4, 6, 7, 8, 9, 10, 11]",20260942,3,North America,,,,,,
PONE2016_h3_target_North_America,20260731,Full_PBMSBAINGO,PBMSBAINGO,81,0.22505486404404845,0.7881290220678859,0.7966480358639594,173.32229041198707,0.9665128412900278,2.3945324795781855,0.5,6.0,"[1, 4, 5, 7, 10, 11]",20261038,3,North America,,,,,,
PONE2016_h3_target_North_America,20260731,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260731,3,North America,KELM_risk_feature,0.5424443915903041,0.4382882115613251,-0.10415618002897903,0.10848865140245821,0.10848865140245821
PONE2016_h3_target_North_America,20260731,Full_random_search,Random,81,0.22836848942011972,0.7881290220678859,0.8289218618932008,275.41040268645753,0.12518005338259228,8.688192101315774,0.5,8.0,"[1, 2, 4, 6, 8, 9, 10, 11]",20261132,3,North America,,,,,,
