dataset,seed,method,policy,test_n,test_positive,threshold,design,selection_note,calibration,gmean,sensitivity,specificity,precision,f1,f05,f2,mcc,triad_score,balanced_accuracy,fpr,predicted_positive_rate,tp,fp,tn,fn,ap,auc,brier,log_loss,ece_10,calibration_intercept,calibration_slope,relative_cost_ratio,cost_per_observation,normalized_cost,sensitivity_ci_low,sensitivity_ci_high,specificity_ci_low,specificity_ci_high,precision_ci_low,precision_ci_high,f2_ci_low,f2_ci_high,mcc_ci_low,mcc_ci_high,triad_score_ci_low,triad_score_ci_high,ap_ci_low,ap_ci_high,auc_ci_low,auc_ci_high,brier_ci_low,brier_ci_high,model_seed,horizon,target_region,source_n,target_n,feature_set
PONE2016_h1_target_Asia,20260727,HistGB,triad,96,48,0.9129961857558762,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.7822909731466078,0.625,0.9791666666666666,0.967741935483871,0.759493670886076,0.872093023255814,0.672645739910314,0.6460415830634638,0.7339486965277799,0.8020833333333333,0.020833333333333332,0.3229166666666667,30.0,1.0,47.0,18.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,,,,0.5645833333333333,0.7083333333333334,0.9395833333333333,1.0,0.9205754141238013,1.0,0.618142936837538,0.7512269583027398,0.6025912919837932,0.732827535942887,0.7036660805810598,0.8019258362900804,0.9053896251096236,0.9621712611496921,0.8877604166666667,0.9532552083333332,0.10004022152104691,0.14870030240541432,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,HistGB,cost_1,96,48,0.6932006341735095,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.8640183897219884,0.8333333333333334,0.8958333333333334,0.8888888888888888,0.8602150537634409,0.8771929824561403,0.8438818565400844,0.7305950062660077,0.8170354314983949,0.8645833333333334,0.10416666666666667,0.46875,40.0,5.0,43.0,8.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,1.0,0.13541666666666666,0.13541666666666666,0.7770833333333333,0.8916666666666667,0.85625,0.9166666666666666,0.8529139685476411,0.9136481577581733,0.7982742830463123,0.8957578847438556,0.6883772580681775,0.8064739321428467,0.7881743157712537,0.8696183983042898,0.9347176624462449,0.9725090567890764,0.9275173611111112,0.9620225694444445,0.08078397240780892,0.11312614826563976,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,HistGB,cost_2,96,48,0.6932006341735095,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.8640183897219884,0.8333333333333334,0.8958333333333334,0.8888888888888888,0.8602150537634409,0.8771929824561403,0.8438818565400844,0.7305950062660077,0.8170354314983949,0.8645833333333334,0.10416666666666667,0.46875,40.0,5.0,43.0,8.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,2.0,0.21875,0.14583333333333334,0.8333333333333334,0.9125,0.8208333333333333,0.9583333333333334,0.82405557967868,0.9563241106719368,0.8323580522750648,0.9209158239567014,0.6584762473333526,0.8718086861364517,0.7677156624456329,0.9135123314681144,0.9362042649514731,0.988627836560072,0.9104600694444445,0.9855902777777777,0.05040418414349308,0.14458919613690488,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,HistGB,cost_5,96,48,0.09321044768475777,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.6846531968814576,0.9375,0.5,0.6521739130434783,0.7692307692307693,0.6944444444444444,0.8620689655172413,0.48653363279984113,0.6109674162707742,0.71875,0.5,0.71875,45.0,24.0,24.0,3.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,5.0,0.40625,0.13541666666666666,0.91875,0.9770833333333333,0.42291666666666666,0.6020833333333333,0.6142857142857143,0.7106060606060607,0.8358778625954199,0.9089147286821705,0.393290884607625,0.6247585392159377,0.534493672735413,0.7162931294902076,0.9155996804231553,0.979310231619143,0.8977430555555556,0.9758246527777777,0.0740459875467246,0.1428740816151081,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,HistGB,cost_10,96,48,0.09321044768475777,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.6846531968814576,0.9375,0.5,0.6521739130434783,0.7692307692307693,0.6944444444444444,0.8620689655172413,0.48653363279984113,0.6109674162707742,0.71875,0.5,0.71875,45.0,24.0,24.0,3.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,10.0,0.5625,0.10227272727272728,0.9166666666666666,0.9583333333333334,0.4395833333333333,0.58125,0.6253571428571428,0.6959294436906378,0.8400163785791582,0.8911286701984377,0.4230351272494032,0.5825916334329455,0.5617855722875764,0.6871893941543903,0.931719411913358,0.9594950600481637,0.9158420138888889,0.9555555555555556,0.08572645026982631,0.13559992570327384,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,HistGB,cost_20,96,48,0.09321044768475777,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",No metaheuristic; threshold and Platt calibration use calibration partition.,Platt_logistic_on_separate_calibration_partition,0.6846531968814576,0.9375,0.5,0.6521739130434783,0.7692307692307693,0.6944444444444444,0.8620689655172413,0.48653363279984113,0.6109674162707742,0.71875,0.5,0.71875,45.0,24.0,24.0,3.0,0.9494823313405836,0.9396701388888888,0.10326239583359982,0.3404147155760994,0.10839916582193197,0.04052552562246172,1.0196159987761628,20.0,0.875,0.08333333333333333,0.8979166666666667,0.95625,0.36875,0.6395833333333334,0.5921791044776119,0.7184110970996217,0.8245846167194482,0.8776249740101584,0.3379162518880258,0.5815982811692771,0.4841963251045439,0.6990745959616816,0.929528858499532,0.9671381119568928,0.9078993055555555,0.957421875,0.08644383806810192,0.13334006458718625,20260727,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,KELM_PBMSBAINGO,triad,96,48,0.8882513672253386,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",Plain KELM; hyperparameters/features selected only on search partition.,Platt_logistic_on_separate_calibration_partition,0.6387379048648288,0.4166666666666667,0.9791666666666666,0.9523809523809523,0.5797101449275363,0.7575757575757576,0.4694835680751174,0.4787549991450211,0.5802113679446962,0.6979166666666666,0.020833333333333332,0.21875,20.0,1.0,47.0,28.0,0.9536927637466168,0.9487847222222222,0.09793500434479814,0.32274120418218505,0.1014873691547635,-0.4443202484625378,1.6931356888326858,,,,0.3395833333333333,0.60625,0.9583333333333334,0.9791666666666666,0.9055900621118013,0.9532085561497327,0.38909854662263854,0.651743991989319,0.41121573492478963,0.6064147498940672,0.5146546632295619,0.7061155784848581,0.9399166920449087,0.9617160681558464,0.9389756944444445,0.9578993055555555,0.09718201672008125,0.10520850866830374,20260828,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,KELM_PBMSBAINGO,cost_1,96,48,0.702809658815275,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",Plain KELM; hyperparameters/features selected only on search partition.,Platt_logistic_on_separate_calibration_partition,0.8687774775830435,0.7708333333333334,0.9791666666666666,0.9736842105263158,0.8604651162790697,0.925,0.8043478260869565,0.766825781116149,0.8333701442130207,0.875,0.020833333333333332,0.3958333333333333,37.0,1.0,47.0,11.0,0.9536927637466168,0.9487847222222222,0.09793500434479814,0.32274120418218505,0.1014873691547635,-0.4443202484625378,1.6931356888326858,1.0,0.125,0.125,0.7354166666666666,0.8541666666666666,0.9604166666666667,1.0,0.952560975609756,1.0,0.7757291508430807,0.8794523311690694,0.7577926401015094,0.8610494915513717,0.8216828306328413,0.9020258746850179,0.9497931667652713,0.9839537591246316,0.9402777777777778,0.9807725694444445,0.07424776254201296,0.11617785489897567,20260828,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,KELM_PBMSBAINGO,cost_2,96,48,0.3056992210135477,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",Plain KELM; hyperparameters/features selected only on search partition.,Platt_logistic_on_separate_calibration_partition,0.7421463804398698,0.9791666666666666,0.5625,0.6911764705882353,0.8103448275862069,0.734375,0.9038461538461539,0.5958540230683373,0.6897732389653396,0.7708333333333333,0.4375,0.7083333333333334,47.0,21.0,27.0,1.0,0.9536927637466168,0.9487847222222222,0.09793500434479814,0.32274120418218505,0.1014873691547635,-0.4443202484625378,1.6931356888326858,2.0,0.23958333333333334,0.1597222222222222,0.9604166666666667,0.9979166666666667,0.42500000000000004,0.6604166666666667,0.625656642558051,0.7430703624733476,0.8675491008891049,0.926133696721932,0.4560940499251711,0.6776853355380603,0.57081358644518,0.7600287591230562,0.9268566027938544,0.9748488054090939,0.9101996527777778,0.9672309027777778,0.08540194112247491,0.12852317187365048,20260828,1,Asia,344,96,V1-V10_financial_only
PONE2016_h1_target_Asia,20260727,KELM_PBMSBAINGO,cost_5,96,48,0.2539008979013684,"Same-horizon leave-one-region-out transfer; source regions=Europe,North America; target region=Asia; source-only fit/search/calibration; target labels untouched until final evaluation; V1-V10 financial ratios only.",Plain KELM; hyperparameters/features selected only on search partition.,Platt_logistic_on_separate_calibration_partition,0.7282732622061889,0.9791666666666666,0.5416666666666666,0.6811594202898551,0.8034188034188035,0.7253086419753086,0.9003831417624522,0.5792067057140966,0.6747467024452576,0.7604166666666666,0.4583333333333333,0.71875,47.0,22.0,26.0,1.0,0.9536927637466168,0.9487847222222222,0.09793500434479814,0.32274120418218505,0.1014873691547635,-0.4443202484625378,1.6931356888326858,5.0,0.28125,0.09375,0.9583333333333334,0.9791666666666666,0.39375,0.6395833333333334,0.6180073657685597,0.7272921108742004,0.8750484419629402,0.9069869319869319,0.4567242847078582,0.6336709745835449,0.5591959729389743,0.7300605948091344,0.8953096551558426,0.9718102882091894,0.8966579861111111,0.9646701388888889,0.08088151585514007,0.13687448043212663,20260828,1,Asia,344,96,V1-V10_financial_only
