dataset,seed,method,optimizer,evals,val_loss,val_triad,val_ap,C,gamma,cost_pos,blend_alpha,selected_feature_count,selected_features,model_seed,horizon,target_region,gate_selected,gate_utility_simple,gate_utility_fused,gate_difference,gate_standard_error,gate_required_margin
PONE2016_h1_target_Europe,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,1,Europe,KELM_risk_feature,0.5742941478714972,0.614019382783594,0.039725234912096785,0.04891180045569445,0.04891180045569445
PONE2016_h1_target_Europe,20260727,Full_random_search,Random,81,0.16071428085549774,0.8497209501706778,0.8881072619647785,0.08080624380038953,2.5068361436396382,81.38091282766237,0.7,5.0,"[1, 4, 8, 10, 11]",20261128,1,Europe,,,,,,
PONE2016_h1_target_North_America,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.1636135724932037,0.8497209501706778,0.889087189103273,846.4872639225839,0.0006658191453737107,23.782471880990848,-1.0,6.0,"[3, 4, 5, 6, 9, 10]",20260828,1,North America,,,,,,
PONE2016_h1_target_North_America,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,0.0,,"[3, 4, 5, 6, 9, 10]",20260727,1,North America,,,,,,
PONE2016_h1_target_North_America,20260727,KELM_risk_feature,PBMSBAINGO,81,0.19042958203782087,0.8271349088932628,0.9324498522291389,35.83357183677056,0.02709383910059617,4.165778779938736,-1.0,10.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]",20260938,1,North America,,,,,,
PONE2016_h1_target_North_America,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.17939983392506526,0.8271349088932628,0.9445155725956071,0.01,0.5664378439390841,0.7342295755563009,0.3,4.0,"[1, 5, 10, 11]",20261034,1,North America,,,,,,
PONE2016_h1_target_North_America,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,1,North America,KELM_risk_feature,0.605701705680214,0.605701705680214,0.0,0.007712653352363896,0.007712653352363896
PONE2016_h1_target_North_America,20260727,Full_random_search,Random,81,0.181226783981182,0.8271349088932628,0.9436387488021167,121.03733737983437,0.038370837873459136,0.11746336476674842,0.2,5.0,"[1, 4, 5, 10, 11]",20261128,1,North America,,,,,,
PONE2016_h2_target_Asia,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.16572738262742817,0.8428715638578093,0.9314756183890156,107.0641967810704,0.005080291273073975,5.256667997821666,-1.0,4.0,"[4, 5, 8, 9]",20260828,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,0.0,,"[4, 5, 8, 9]",20260727,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260727,KELM_risk_feature,PBMSBAINGO,81,0.1454312144865653,0.8637570403797823,0.9396131035753036,1.0052905194328987,0.0424080824453028,0.4051910234718178,-1.0,5.0,"[1, 5, 8, 9, 11]",20260938,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.15663501351836132,0.8625458691379844,0.9222286470986654,1242.7808328085737,0.2206570908617629,7.979386224643335,0.5,10.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",20261034,2,Asia,,,,,,
PONE2016_h2_target_Asia,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,2,Asia,KELM_risk_feature,0.6209968658018885,0.586364504468458,-0.034632361333430506,0.03473194381347816,0.03473194381347816
PONE2016_h2_target_Asia,20260727,Full_random_search,Random,81,0.14927118371736717,0.8625458691379844,0.9313388999253516,16.433238836884353,0.4170192520480699,9.466071686733077,0.5,6.0,"[1, 4, 5, 6, 9, 11]",20261128,2,Asia,,,,,,
PONE2016_h2_target_Europe,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.16923105130704208,0.8497209501706778,0.927339307719437,0.1065699547735367,0.1653464760020315,0.6663262137869218,-1.0,9.0,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",20260828,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,0.0,,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",20260727,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260727,KELM_risk_feature,PBMSBAINGO,81,0.13262905735171254,0.8765931394021036,0.9638495249606358,0.3380768081626346,0.08447338265365785,0.3286587543223008,-1.0,5.0,"[1, 2, 4, 10, 11]",20260938,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.2281647965361443,0.7770314333801378,0.9174922972871304,0.33350450180498314,0.09538367166294826,0.49033283110107384,0.7,4.0,"[1, 4, 10, 11]",20261034,2,Europe,,,,,,
PONE2016_h2_target_Europe,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,2,Europe,KELM_risk_feature,0.614019382783594,0.5973813541652346,-0.01663802861835939,0.019510259084407476,0.019510259084407476
PONE2016_h2_target_Europe,20260727,Full_random_search,Random,81,0.25267223341828676,0.7516016412930088,0.9079136838675557,121.03733737983437,0.038370837873459136,0.11746336476674842,0.7,4.0,"[1, 4, 10, 11]",20261128,2,Europe,,,,,,
PONE2016_h2_target_North_America,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.16712871059522422,0.8497209501706778,0.9375733789012204,14.307359193784757,0.06729523299536082,1.4315086668257022,-1.0,8.0,"[1, 2, 3, 4, 5, 6, 9, 10]",20260828,2,North America,,,,,,
PONE2016_h2_target_North_America,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 3, 4, 5, 6, 9, 10]",20260727,2,North America,,,,,,
PONE2016_h2_target_North_America,20260727,KELM_risk_feature,PBMSBAINGO,81,0.23928584649562945,0.7722236524680857,0.8812075378285364,37.26024799126521,0.005534349765284101,2.763532171606199,-1.0,6.0,"[1, 3, 5, 9, 10, 11]",20260938,2,North America,,,,,,
PONE2016_h2_target_North_America,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.3112590157320873,0.694421758903217,0.8319698055430187,12.335366007160408,0.1259094708862049,0.9931929268385922,0.7,4.0,"[1, 3, 4, 11]",20261034,2,North America,,,,,,
PONE2016_h2_target_North_America,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,2,North America,KELM_risk_feature,0.5060328459832667,0.4908503119776798,-0.01518253400558689,0.06122725429755894,0.06122725429755894
PONE2016_h2_target_North_America,20260727,Full_random_search,Random,81,0.3130041809583607,0.694421758903217,0.8392714647338655,2.344325958802234,0.16445452487350976,0.5232735043278459,0.7,5.0,"[1, 3, 4, 5, 11]",20261128,2,North America,,,,,,
PONE2016_h3_target_Asia,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.3438094868664981,0.6665725520599243,0.8549860142796017,668.9364529275504,0.013144866031339093,2.984682744574759,-1.0,7.0,"[1, 3, 4, 5, 6, 8, 9]",20260828,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 3, 4, 5, 6, 8, 9]",20260727,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260727,KELM_risk_feature,PBMSBAINGO,81,0.2995858566319087,0.7118953768166731,0.8896230523923179,56.49698038813249,0.024402472155422242,0.46185792448654317,-1.0,8.0,"[1, 3, 4, 5, 6, 9, 10, 11]",20260938,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.2974716734207731,0.7100292570496669,0.8539181039134877,11.691127677016413,0.5950661161411283,0.5957154256144797,0.7,5.0,"[1, 3, 4, 5, 11]",20261034,3,Asia,,,,,,
PONE2016_h3_target_Asia,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,3,Asia,KELM_risk_feature,0.549454055760009,0.5120259321067804,-0.03742812365322867,0.04607004086153239,0.04607004086153239
PONE2016_h3_target_Asia,20260727,Full_random_search,Random,81,0.29971329962704396,0.7085329613768555,0.859284360537475,8.375473597246556,9.422227247354447,1.0313690190618465,0.5,5.0,"[2, 5, 8, 9, 11]",20261128,3,Asia,,,,,,
PONE2016_h3_target_Europe,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.22685880441659673,0.7852326232453685,0.8777023388539141,10.499466981978252,0.15493338099839934,1.3282327701976488,-1.0,6.0,"[1, 2, 4, 5, 9, 10]",20260828,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,1.0,,"[1, 2, 4, 5, 9, 10]",20260727,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260727,KELM_risk_feature,PBMSBAINGO,81,0.2822149663391476,0.7275551632206813,0.8240069447944282,10.922343402436436,0.1253476395680629,0.5061645464660751,-1.0,5.0,"[1, 5, 6, 7, 11]",20260938,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.30760246601631697,0.6993286678088801,0.8303739105480998,1.8474625612392483,0.1607611544467239,2.5838923071489126,0.1,4.0,"[1, 4, 5, 11]",20261034,3,Europe,,,,,,
PONE2016_h3_target_Europe,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,3,Europe,KELM_risk_feature,0.432699910623927,0.42653037511224373,-0.006169535511683255,0.13879622602696673,0.13879622602696673
PONE2016_h3_target_Europe,20260727,Full_random_search,Random,81,0.28396945344582,0.7275551632206813,0.8303764159453746,0.6051084875491827,1.279168359579254,1.7005435971685745,0.3,6.0,"[1, 3, 4, 5, 10, 11]",20261128,3,Europe,,,,,,
PONE2016_h3_target_North_America,20260727,KELM_PBMSBAINGO,PBMSBAINGO,81,0.2556121207473525,0.7631217497217254,0.849644611499459,5.252990699626963,0.013278413514318955,1.699160388064072,-1.0,9.0,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",20260828,3,North America,,,,,,
PONE2016_h3_target_North_America,20260727,KELM_score_fusion,reuses_plain_KELM,0,,,,,,,0.5,,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",20260727,3,North America,,,,,,
PONE2016_h3_target_North_America,20260727,KELM_risk_feature,PBMSBAINGO,81,0.2922346081737875,0.7147681742189248,0.8274783699397775,2.6457698523020055,0.0036995134160419736,1.442387346490906,-1.0,6.0,"[1, 3, 4, 5, 10, 11]",20260938,3,North America,,,,,,
PONE2016_h3_target_North_America,20260727,Full_PBMSBAINGO,PBMSBAINGO,81,0.2488512052590555,0.7602644044978872,0.8015026613246945,0.0161935287068479,0.2860838042256719,3.8827842217260904,0.5,4.0,"[4, 5, 7, 11]",20261034,3,North America,,,,,,
PONE2016_h3_target_North_America,20260727,Uncertainty_gated_fusion,architecture_gate,0,,,,,,,-1.0,,[],20260727,3,North America,KELM_risk_feature,0.5863689945974329,0.34409762392653365,-0.2422713706708992,0.1329816674305638,0.1329816674305638
PONE2016_h3_target_North_America,20260727,Full_random_search,Random,81,0.25043066316330925,0.7631217497217254,0.8405176426310579,3.881541854122481,1.5631399305338747,0.2429086149122306,0.7,7.0,"[1, 3, 5, 6, 8, 9, 11]",20261128,3,North America,,,,,,
