dataset,seed,method,mcc,sensitivity,specificity,precision,f2,ap,tp,fp,tn,fn
3year.arff,7,HistGB_fair,0.4077997879334287,0.738255033557047,0.9027315123251166,0.2736318407960199,0.5511022044088176,0.548490112115653,110.0,292.0,2710.0,39.0
3year.arff,7,Balanced_forest_reference,0.2516133339540926,0.5771812080536913,0.8590939373750833,0.1689587426326129,0.3891402714932127,0.2379412389403497,86.0,423.0,2579.0,63.0
3year.arff,7,EasyEnsemble_reference,0.2716808704830263,0.5637583892617449,0.8807461692205196,0.1900452488687782,0.4046242774566473,0.203786015841926,84.0,358.0,2644.0,65.0
3year.arff,8,Balanced_logistic,0.1719972543717673,0.4765100671140939,0.8347768154563624,0.1252204585537918,0.3052450558899398,0.1098000595404255,71.0,496.0,2506.0,78.0
3year.arff,8,Random_forest,0.2652817376413049,0.4899328859060403,0.9057295136575616,0.2050561797752809,0.3834033613445377,0.3226889985850708,73.0,283.0,2719.0,76.0
3year.arff,8,Extra_trees,0.1785438593580202,0.4295302013422818,0.8677548301132578,0.1388286334056399,0.3027436140018921,0.1411336552316439,64.0,397.0,2605.0,85.0
3year.arff,8,HistGB_fair,0.4335272635681387,0.4966442953020134,0.9673550966022652,0.4302325581395348,0.4817708333333333,0.5156032330814293,74.0,98.0,2904.0,75.0
3year.arff,8,Balanced_forest_reference,0.2330729563262165,0.4295302013422818,0.9093937375083276,0.1904761904761904,0.3433476394849785,0.2615593391906428,64.0,272.0,2730.0,85.0
3year.arff,8,EasyEnsemble_reference,0.2526487666945086,0.4765100671140939,0.9030646235842772,0.1961325966850828,0.3705636743215031,0.1774681026217988,71.0,291.0,2711.0,78.0
3year.arff,9,Balanced_logistic,0.1579304565642617,0.4161073825503356,0.8550966022651566,0.124748490945674,0.283623055809698,0.1151441163455633,62.0,435.0,2567.0,87.0
3year.arff,9,Random_forest,0.211670867434765,0.3892617449664429,0.9123917388407728,0.1806853582554517,0.3162486368593239,0.2173350976151713,58.0,263.0,2739.0,91.0
3year.arff,9,Extra_trees,0.1587468332132913,0.4295302013422818,0.8481012658227848,0.123076923076923,0.2867383512544803,0.1264898598617663,64.0,456.0,2546.0,85.0
3year.arff,9,HistGB_fair,0.3533604508226229,0.5637583892617449,0.9270486342438374,0.2772277227722772,0.4671857619577307,0.4984561452251331,84.0,219.0,2783.0,65.0
3year.arff,9,Balanced_forest_reference,0.1670283776403565,0.3892617449664429,0.8787475016655563,0.1374407582938388,0.2848722986247544,0.170957906919725,58.0,364.0,2638.0,91.0
3year.arff,9,EasyEnsemble_reference,0.2349061682222079,0.5234899328859061,0.8700866089273818,0.1666666666666666,0.3665413533834586,0.2033726797515754,78.0,390.0,2612.0,71.0
3year.arff,10,Balanced_logistic,0.1387833816007852,0.4697986577181208,0.7984676882078614,0.1037037037037037,0.2753737214791503,0.1204924925928166,70.0,605.0,2397.0,79.0
3year.arff,10,Random_forest,0.2352615712811853,0.5369127516778524,0.8640906062624917,0.1639344262295081,0.3690036900369003,0.2556436477054118,80.0,408.0,2594.0,69.0
3year.arff,10,Extra_trees,0.1934931903447647,0.5436241610738255,0.8194536975349767,0.1300160513643659,0.332239540607055,0.1466390150466595,81.0,542.0,2460.0,68.0
3year.arff,10,HistGB_fair,0.3880941458531628,0.6442953020134228,0.9200532978014656,0.2857142857142857,0.5150214592274678,0.5062501766612624,96.0,240.0,2762.0,53.0
3year.arff,10,Balanced_forest_reference,0.2044547175169559,0.5637583892617449,0.8201199200532978,0.1346153846153846,0.3442622950819672,0.2175282979454582,84.0,540.0,2462.0,65.0
3year.arff,10,EasyEnsemble_reference,0.269769423559609,0.5033557046979866,0.9033977348434375,0.2054794520547945,0.3902185223725286,0.1943145762394455,75.0,290.0,2712.0,74.0
4year.arff,1,Balanced_logistic,0.1803769546830426,0.4129032258064516,0.8706431908012936,0.1509433962264151,0.3065134099616857,0.1533037394628821,64.0,360.0,2423.0,91.0
4year.arff,1,Random_forest,0.29756071487528,0.4129032258064516,0.941789435860582,0.2831858407079646,0.3782505910165485,0.2770208721095651,64.0,162.0,2621.0,91.0
4year.arff,1,Extra_trees,0.2109556583442886,0.4387096774193548,0.8828602227811714,0.1725888324873096,0.3353057199211045,0.153889177483224,68.0,326.0,2457.0,87.0
4year.arff,1,HistGB_fair,0.5304025060301553,0.5419354838709678,0.97700323392023,0.5675675675675675,0.546875,0.5859435477259436,84.0,64.0,2719.0,71.0
4year.arff,1,Balanced_forest_reference,0.2340689999548359,0.432258064516129,0.9022637441609772,0.1976401179941003,0.3493222106360792,0.2407889666766433,67.0,272.0,2511.0,88.0
4year.arff,1,EasyEnsemble_reference,0.2835281549348914,0.4193548387096774,0.9338842975206612,0.2610441767068273,0.3739930955120829,0.2118333061742429,65.0,184.0,2599.0,90.0
4year.arff,2,Balanced_logistic,0.1889769632631697,0.3935483870967742,0.8878907653611211,0.163538873994638,0.3071500503524673,0.1861300930352254,61.0,312.0,2471.0,94.0
4year.arff,2,Random_forest,0.2657363267484448,0.4580645161290322,0.9112468559108876,0.2232704402515723,0.3784648187633262,0.2713222861924509,71.0,247.0,2536.0,84.0
4year.arff,2,Extra_trees,0.1820077944429501,0.4129032258064516,0.8720804886812792,0.1523809523809524,0.3076923076923077,0.1641639165691465,64.0,356.0,2427.0,91.0
4year.arff,2,HistGB_fair,0.5084212588095156,0.567741935483871,0.969098095580309,0.5057471264367817,0.5541561712846347,0.6013866605405898,88.0,86.0,2697.0,67.0
4year.arff,2,Balanced_forest_reference,0.2296438061244716,0.4387096774193548,0.8965145526410349,0.1910112359550561,0.3483606557377049,0.201476087490757,68.0,288.0,2495.0,87.0
4year.arff,2,EasyEnsemble_reference,0.2460062534414826,0.4193548387096774,0.9148401006108516,0.2152317880794702,0.3524945770065076,0.1916348467248511,65.0,237.0,2546.0,90.0
4year.arff,3,Balanced_logistic,0.1537733802810793,0.4129032258064516,0.8447718289615522,0.1290322580645161,0.2867383512544803,0.1692674211273941,64.0,432.0,2351.0,91.0
4year.arff,3,Random_forest,0.3050077482088072,0.6709677419354839,0.8501616960114984,0.1996161228406909,0.455740578439965,0.2644464294854785,104.0,417.0,2366.0,51.0
4year.arff,3,Extra_trees,0.1903947757016366,0.4774193548387097,0.8444125044915559,0.145956607495069,0.3283052351375332,0.14514737752897,74.0,433.0,2350.0,81.0
4year.arff,3,HistGB_fair,0.4358245504908503,0.7354838709677419,0.9090909090909092,0.3106267029972752,0.5775075987841944,0.5611185759452938,114.0,253.0,2530.0,41.0
4year.arff,3,Balanced_forest_reference,0.2583819240322657,0.535483870967742,0.8742364355012576,0.1916859122401847,0.3941120607787274,0.1944412594110079,83.0,350.0,2433.0,72.0
4year.arff,3,EasyEnsemble_reference,0.2482954726693412,0.4838709677419355,0.8896873877111031,0.1963350785340314,0.374251497005988,0.2091658733403056,75.0,307.0,2476.0,80.0
4year.arff,4,Balanced_logistic,0.1909884288616617,0.4193548387096774,0.8763923823212361,0.1589242053789731,0.3158406219630709,0.1879659486134787,65.0,344.0,2439.0,90.0
4year.arff,4,Random_forest,0.2722582006451922,0.4774193548387097,0.9076536112109236,0.2235649546827794,0.3890641430073606,0.2563966786171135,74.0,257.0,2526.0,81.0
4year.arff,4,Extra_trees,0.1919090818427636,0.4387096774193548,0.8670499461013295,0.1552511415525114,0.3213610586011342,0.1434925521473279,68.0,370.0,2413.0,87.0
4year.arff,4,HistGB_fair,0.4168315421923899,0.5741935483870968,0.9432267337405678,0.3603238866396761,0.5132641291810843,0.5170709128163906,89.0,158.0,2625.0,66.0
4year.arff,4,Balanced_forest_reference,0.2212550106896725,0.3806451612903225,0.9159180740208408,0.2013651877133105,0.3231106243154436,0.2033945975053655,59.0,234.0,2549.0,96.0
4year.arff,4,EasyEnsemble_reference,0.2422193960877221,0.4387096774193548,0.9047790154509522,0.2042042042042042,0.3567681007345226,0.1994713534475817,68.0,265.0,2518.0,87.0
4year.arff,5,Balanced_logistic,0.2154212914163618,0.4774193548387097,0.8674092705713259,0.1670428893905192,0.348071495766698,0.1673435027325472,74.0,369.0,2414.0,81.0
4year.arff,5,Random_forest,0.3176597403207041,0.5096774193548387,0.920589292130794,0.2633333333333333,0.4293478260869564,0.291539712137828,79.0,221.0,2562.0,76.0
4year.arff,5,Extra_trees,0.2031997661013,0.5161290322580645,0.8354293927416457,0.1486988847583643,0.3454231433506045,0.1558196771459979,80.0,458.0,2325.0,75.0
4year.arff,5,HistGB_fair,0.487314180769868,0.5548387096774193,0.9665828242903342,0.4804469273743016,0.5381727158948686,0.588006662795613,86.0,93.0,2690.0,69.0
4year.arff,5,Balanced_forest_reference,0.2344157686679834,0.5548387096774193,0.8447718289615522,0.166023166023166,0.3778558875219684,0.21377363117822,86.0,432.0,2351.0,69.0
4year.arff,5,EasyEnsemble_reference,0.2812647036849876,0.4903225806451612,0.90801293568092,0.2289156626506024,0.3991596638655462,0.2261831591197924,76.0,256.0,2527.0,79.0
4year.arff,6,Balanced_logistic,0.1960598488368212,0.4645161290322581,0.8569888609414301,0.1531914893617021,0.3302752293577981,0.1583701407616871,72.0,398.0,2385.0,83.0
4year.arff,6,Random_forest,0.3129382580022118,0.535483870967742,0.9094502335609056,0.2477611940298507,0.4345549738219895,0.2320149939273328,83.0,252.0,2531.0,72.0
4year.arff,6,Extra_trees,0.2016252127678482,0.4774193548387097,0.8551922385914481,0.1551362683438155,0.3372835004557885,0.1395645078370284,74.0,403.0,2380.0,81.0
4year.arff,6,HistGB_fair,0.5095464474077774,0.6774193548387096,0.950413223140496,0.4320987654320987,0.608342989571263,0.6355396447033225,105.0,138.0,2645.0,50.0
4year.arff,6,Balanced_forest_reference,0.2532020332226995,0.4967741935483871,0.8875314408911247,0.1974358974358974,0.3811881188118812,0.1726487039548706,77.0,313.0,2470.0,78.0
4year.arff,6,EasyEnsemble_reference,0.2538666143092875,0.4903225806451612,0.8907653611210924,0.2,0.38,0.184492812017903,76.0,304.0,2479.0,79.0
4year.arff,7,Balanced_logistic,0.2405174106107229,0.4387096774193548,0.903701042040963,0.2023809523809523,0.3556485355648535,0.2328675377302899,68.0,268.0,2515.0,87.0
4year.arff,7,Random_forest,0.2849180153914298,0.4516129032258064,0.9238232123607618,0.2482269503546099,0.3880266075388027,0.2820279653793864,70.0,212.0,2571.0,85.0
4year.arff,7,Extra_trees,0.2089684023561279,0.4258064516129032,0.8875314408911247,0.1741424802110818,0.3303303303303303,0.1607711059563429,66.0,313.0,2470.0,89.0
4year.arff,7,HistGB_fair,0.4502077135556435,0.7032258064516129,0.924182536830758,0.340625,0.5797872340425532,0.5794276206839012,109.0,211.0,2572.0,46.0
4year.arff,7,Balanced_forest_reference,0.2386908155990255,0.4193548387096774,0.9105282069708948,0.2070063694267516,0.34796573875803,0.2298046303882911,65.0,249.0,2534.0,90.0
4year.arff,7,EasyEnsemble_reference,0.2622874845829228,0.5548387096774193,0.8684872439813152,0.1902654867256637,0.4011194029850746,0.2444752937978996,86.0,366.0,2417.0,69.0
4year.arff,8,Balanced_logistic,0.2219232384323386,0.4774193548387097,0.872799137621272,0.1728971962616822,0.3530534351145038,0.1468071671878048,74.0,354.0,2429.0,81.0
4year.arff,8,Random_forest,0.2928961169852287,0.6387096774193548,0.8548329141214517,0.1968190854870775,0.4407836153161175,0.2488508039303752,99.0,404.0,2379.0,56.0
4year.arff,8,Extra_trees,0.2675816190481975,0.5935483870967742,0.8548329141214517,0.1854838709677419,0.4121863799283154,0.1641379686072372,92.0,404.0,2379.0,63.0
4year.arff,8,HistGB_fair,0.4257228541356018,0.7161290322580646,0.909809558030902,0.3066298342541436,0.5651731160896131,0.569871411741395,111.0,251.0,2532.0,44.0
4year.arff,8,Balanced_forest_reference,0.2773385492962275,0.6580645161290323,0.832195472511678,0.1792618629173989,0.4289318755256518,0.2168215548361538,102.0,467.0,2316.0,53.0
4year.arff,8,EasyEnsemble_reference,0.324762934204145,0.6903225806451613,0.8573481854114265,0.2123015873015873,0.4759786476868327,0.2454264775200759,107.0,397.0,2386.0,48.0
4year.arff,9,Balanced_logistic,0.177036684130765,0.3741935483870968,0.8882500898311175,0.1571815718157181,0.2932254802831142,0.1822984910719804,58.0,311.0,2472.0,97.0
4year.arff,9,Random_forest,0.2487629884544986,0.4451612903225806,0.906216313330938,0.209090909090909,0.3631578947368421,0.2837548299612326,69.0,261.0,2522.0,86.0
4year.arff,9,Extra_trees,0.1851587675436929,0.4387096774193548,0.8609414301113906,0.1494505494505494,0.3162790697674419,0.162447351155148,68.0,387.0,2396.0,87.0
4year.arff,9,HistGB_fair,0.487314180769868,0.5548387096774193,0.9665828242903342,0.4804469273743016,0.5381727158948686,0.5965214637573973,86.0,93.0,2690.0,69.0
4year.arff,9,Balanced_forest_reference,0.2276776811711634,0.4064516129032258,0.9090909090909092,0.1993670886075949,0.3365384615384615,0.2104125191640548,63.0,253.0,2530.0,92.0
4year.arff,9,EasyEnsemble_reference,0.26274476500974,0.4774193548387097,0.901904419690981,0.2132564841498559,0.3826266804550155,0.2032287184188243,74.0,273.0,2510.0,81.0
4year.arff,10,Balanced_logistic,0.2220513701735921,0.5806451612903226,0.8185411426518145,0.1512605042016806,0.3703703703703704,0.2361167268478828,90.0,505.0,2278.0,65.0
4year.arff,10,Random_forest,0.2867023506507987,0.5612903225806452,0.8835788717211642,0.2116788321167883,0.4219204655674102,0.2239933557679341,87.0,324.0,2459.0,68.0
4year.arff,10,Extra_trees,0.2239612933381329,0.5161290322580645,0.8551922385914481,0.165631469979296,0.3626473254759745,0.1719667392400547,80.0,403.0,2380.0,75.0
4year.arff,10,HistGB_fair,0.5146877357739335,0.6580645161290323,0.9554437657204456,0.4513274336283185,0.6028368794326241,0.5842390092546358,102.0,124.0,2659.0,53.0
4year.arff,10,Balanced_forest_reference,0.2683070091161078,0.6129032258064516,0.8462091268415379,0.1816443594646271,0.4155730533683289,0.2017949961062602,95.0,428.0,2355.0,60.0
4year.arff,10,EasyEnsemble_reference,0.2606936454704972,0.6064516129032258,0.8426158821415738,0.1766917293233082,0.4079861111111111,0.1822524646891586,94.0,438.0,2345.0,61.0
5year.arff,1,Balanced_logistic,0.3745598273010903,0.5934959349593496,0.9036363636363636,0.3146551724137931,0.5041436464088398,0.3535754951286292,73.0,159.0,1491.0,50.0
5year.arff,1,Random_forest,0.4626654037033141,0.5853658536585366,0.9436363636363636,0.4363636363636363,0.547945205479452,0.4798498254220226,72.0,93.0,1557.0,51.0
5year.arff,1,Extra_trees,0.3881773862288878,0.5853658536585366,0.9133333333333332,0.3348837209302325,0.5091937765205091,0.4020840351392427,72.0,143.0,1507.0,51.0
5year.arff,1,HistGB_fair,0.682996691967516,0.8373983739837398,0.958181818181818,0.5988372093023255,0.7756024096385542,0.7775285005475753,103.0,69.0,1581.0,20.0
5year.arff,1,Balanced_forest_reference,0.4390383771865477,0.5528455284552846,0.9436363636363636,0.422360248447205,0.5206738131699847,0.4306593277208478,68.0,93.0,1557.0,55.0
5year.arff,1,EasyEnsemble_reference,0.4484857230436708,0.6341463414634146,0.9254545454545454,0.3880597014925373,0.5627705627705628,0.4961680692540214,78.0,123.0,1527.0,45.0
5year.arff,2,Balanced_logistic,0.3833253008750802,0.5691056910569106,0.9163636363636364,0.3365384615384615,0.5000000000000001,0.3743925123282253,70.0,138.0,1512.0,53.0
5year.arff,2,Random_forest,0.4606440841365673,0.6585365853658537,0.9236363636363636,0.391304347826087,0.5793991416309013,0.432716637557466,81.0,126.0,1524.0,42.0
5year.arff,2,Extra_trees,0.415133943482675,0.6097560975609756,0.9181818181818182,0.3571428571428571,0.5341880341880343,0.3868193842353464,75.0,135.0,1515.0,48.0
5year.arff,2,HistGB_fair,0.6631653660994655,0.5528455284552846,0.992121212121212,0.8395061728395061,0.5933682373472949,0.7406365906758284,68.0,13.0,1637.0,55.0
5year.arff,2,Balanced_forest_reference,0.4347813505626604,0.6585365853658537,0.912121212121212,0.3584070796460177,0.564066852367688,0.4063865121394865,81.0,145.0,1505.0,42.0
5year.arff,2,EasyEnsemble_reference,0.4735112235802446,0.6991869918699187,0.9175757575757576,0.3873873873873873,0.6022408963585434,0.4732133440929207,86.0,136.0,1514.0,37.0
5year.arff,3,Balanced_logistic,0.4274812803525852,0.6097560975609756,0.9236363636363636,0.373134328358209,0.5411255411255412,0.4491731129184662,75.0,126.0,1524.0,48.0
5year.arff,3,Random_forest,0.4654421668233944,0.6910569105691057,0.9163636363636364,0.3811659192825112,0.5944055944055944,0.441601222724416,85.0,138.0,1512.0,38.0
5year.arff,3,Extra_trees,0.4106376062023584,0.6260162601626016,0.9109090909090908,0.34375,0.5377094972067039,0.3723718649159691,77.0,147.0,1503.0,46.0
5year.arff,3,HistGB_fair,0.6299745674117053,0.7317073170731707,0.9624242424242424,0.5921052631578947,0.6987577639751553,0.6915031446359206,90.0,62.0,1588.0,33.0
5year.arff,3,Balanced_forest_reference,0.4520580153456469,0.6666666666666666,0.9175757575757576,0.3761467889908257,0.5774647887323943,0.4192498294704391,82.0,136.0,1514.0,41.0
5year.arff,3,EasyEnsemble_reference,0.4740495748287126,0.6585365853658537,0.9290909090909092,0.4090909090909091,0.5869565217391304,0.4567797653029478,81.0,117.0,1533.0,42.0
5year.arff,4,Balanced_logistic,0.4085774960721998,0.6097560975609756,0.9151515151515152,0.3488372093023256,0.5304101838755304,0.4409787858161432,75.0,140.0,1510.0,48.0
5year.arff,4,Random_forest,0.4199122218650189,0.6747967479674797,0.8993939393939394,0.3333333333333333,0.5600539811066128,0.4306957106831693,83.0,166.0,1484.0,40.0
5year.arff,4,Extra_trees,0.3348712112722528,0.4146341463414634,0.9442424242424242,0.3566433566433566,0.4015748031496063,0.3969608152291278,51.0,92.0,1558.0,72.0
5year.arff,4,HistGB_fair,0.5153012806368336,0.7154471544715447,0.9303030303030304,0.4334975369458128,0.6330935251798562,0.6824057464528214,88.0,115.0,1535.0,35.0
5year.arff,4,Balanced_forest_reference,0.3815791784417526,0.6260162601626016,0.8957575757575758,0.3092369477911647,0.5195681511470985,0.3963362624864116,77.0,172.0,1478.0,46.0
5year.arff,4,EasyEnsemble_reference,0.4654127521271233,0.5609756097560976,0.9503030303030304,0.4569536423841059,0.536547433903577,0.5297156847834287,69.0,82.0,1568.0,54.0
5year.arff,5,Balanced_logistic,0.3739958348254674,0.4959349593495935,0.9351515151515152,0.3630952380952381,0.4621212121212121,0.400706909212299,61.0,107.0,1543.0,62.0
5year.arff,5,Random_forest,0.4125097919316031,0.4390243902439024,0.9624242424242424,0.4655172413793103,0.4440789473684209,0.4236651413822814,54.0,62.0,1588.0,69.0
5year.arff,5,Extra_trees,0.4019359562551102,0.4796747967479675,0.9496969696969696,0.4154929577464789,0.4652996845425868,0.3786809381145425,59.0,83.0,1567.0,64.0
5year.arff,5,HistGB_fair,0.6284642843173252,0.6260162601626016,0.9781818181818182,0.6814159292035398,0.6363636363636364,0.7076833701604008,77.0,36.0,1614.0,46.0
5year.arff,5,Balanced_forest_reference,0.3951051974459263,0.3902439024390244,0.9684848484848484,0.48,0.4054054054054054,0.4052989419770277,48.0,52.0,1598.0,75.0
5year.arff,5,EasyEnsemble_reference,0.4431509390188587,0.5934959349593496,0.9345454545454546,0.4033149171270718,0.5423476968796433,0.4777430742927662,73.0,108.0,1542.0,50.0
5year.arff,6,Balanced_logistic,0.347213720582224,0.5447154471544715,0.9066666666666666,0.3031674208144796,0.4698457223001402,0.3166298434825716,67.0,154.0,1496.0,56.0
5year.arff,6,Random_forest,0.4037797629741247,0.6585365853658537,0.8963636363636364,0.3214285714285714,0.5443548387096774,0.3667573551475679,81.0,171.0,1479.0,42.0
5year.arff,6,Extra_trees,0.326982142493614,0.5040650406504065,0.9109090909090908,0.2966507177033493,0.4422253922967189,0.3011555347096464,62.0,147.0,1503.0,61.0
5year.arff,6,HistGB_fair,0.535183880101799,0.7154471544715447,0.9375757575757576,0.4607329842931937,0.6442166910688141,0.6855307458049348,88.0,103.0,1547.0,35.0
5year.arff,6,Balanced_forest_reference,0.3604732566110845,0.6097560975609756,0.8896969696969697,0.2918287937743191,0.5006675567423231,0.3422525735490324,75.0,182.0,1468.0,48.0
5year.arff,6,EasyEnsemble_reference,0.3815791784417526,0.6260162601626016,0.8957575757575758,0.3092369477911647,0.5195681511470985,0.3629529727937112,77.0,172.0,1478.0,46.0
5year.arff,7,Balanced_logistic,0.3670377704579605,0.5365853658536586,0.9193939393939394,0.3316582914572864,0.4775687409551374,0.3999967340080327,66.0,133.0,1517.0,57.0
5year.arff,7,Random_forest,0.4202130294150368,0.4959349593495935,0.9515151515151516,0.4326241134751773,0.4818325434439178,0.4630305691945345,61.0,80.0,1570.0,62.0
5year.arff,7,Extra_trees,0.374080873400601,0.4878048780487805,0.9375757575757576,0.3680981595092024,0.4580152671755725,0.3816604761106547,60.0,103.0,1547.0,63.0
5year.arff,7,HistGB_fair,0.6180034671717217,0.5934959349593496,0.9806060606060606,0.6952380952380952,0.611390284757119,0.7230285450181443,73.0,32.0,1618.0,50.0
5year.arff,7,Balanced_forest_reference,0.403750226964264,0.5121951219512195,0.9418181818181818,0.3962264150943396,0.4838709677419355,0.4264753334704173,63.0,96.0,1554.0,60.0
5year.arff,7,EasyEnsemble_reference,0.4266392070577481,0.7235772357723578,0.8860606060606061,0.3212996389891697,0.5786736020806242,0.4544621470812397,89.0,188.0,1462.0,34.0
5year.arff,8,Balanced_logistic,0.3820226528580749,0.5853658536585366,0.9103030303030304,0.3272727272727272,0.5056179775280898,0.3650937777406659,72.0,148.0,1502.0,51.0
5year.arff,8,Random_forest,0.4149617933965833,0.6016260162601627,0.9206060606060606,0.3609756097560975,0.5308464849354376,0.4198056746453273,74.0,131.0,1519.0,49.0
5year.arff,8,Extra_trees,0.3663982867452945,0.4796747967479675,0.936969696969697,0.3619631901840491,0.450381679389313,0.3626006425388236,59.0,104.0,1546.0,64.0
5year.arff,8,HistGB_fair,0.6024829779380849,0.7154471544715447,0.958181818181818,0.5605095541401274,0.6779661016949153,0.7059728752543221,88.0,69.0,1581.0,35.0
5year.arff,8,Balanced_forest_reference,0.4120258262609195,0.5772357723577236,0.9266666666666666,0.3697916666666667,0.5190058479532164,0.3925135333008799,71.0,121.0,1529.0,52.0
5year.arff,8,EasyEnsemble_reference,0.4313121400685507,0.6666666666666666,0.9078787878787878,0.3504273504273504,0.5647382920110193,0.4125981922306793,82.0,152.0,1498.0,41.0
5year.arff,9,Balanced_logistic,0.4227732695903991,0.5284552845528455,0.9442424242424242,0.4140127388535032,0.5007704160246533,0.3876130311612089,65.0,92.0,1558.0,58.0
5year.arff,9,Random_forest,0.4451582689047909,0.6097560975609756,0.9309090909090908,0.3968253968253968,0.5506607929515419,0.4696263628733063,75.0,114.0,1536.0,48.0
5year.arff,9,Extra_trees,0.3843804178144456,0.4308943089430894,0.9563636363636364,0.424,0.4294975688816856,0.4013138073001258,53.0,72.0,1578.0,70.0
5year.arff,9,HistGB_fair,0.6625013364712766,0.6097560975609756,0.986060606060606,0.7653061224489796,0.6355932203389831,0.7163822645037659,75.0,23.0,1627.0,48.0
5year.arff,9,Balanced_forest_reference,0.4098723331746455,0.6097560975609756,0.9157575757575758,0.3504672897196261,0.5311614730878187,0.4372737139499175,75.0,139.0,1511.0,48.0
5year.arff,9,EasyEnsemble_reference,0.4056908308811979,0.4796747967479675,0.9509090909090908,0.4214285714285714,0.4667721518987341,0.4191905205288347,59.0,81.0,1569.0,64.0
5year.arff,10,Balanced_logistic,0.3586010081877109,0.5528455284552846,0.9096969696969696,0.3133640552995391,0.4795486600846262,0.3932746311031059,68.0,149.0,1501.0,55.0
5year.arff,10,Random_forest,0.4454923614298353,0.6747967479674797,0.912121212121212,0.3640350877192982,0.576388888888889,0.4780634685745034,83.0,145.0,1505.0,40.0
5year.arff,10,Extra_trees,0.3978949598990694,0.5691056910569106,0.923030303030303,0.3553299492385787,0.5079825834542816,0.3810193192699956,70.0,127.0,1523.0,53.0
5year.arff,10,HistGB_fair,0.5824367163542894,0.6991869918699187,0.9557575757575758,0.5408805031446541,0.6605222734254992,0.7253032474034633,86.0,73.0,1577.0,37.0
5year.arff,10,Balanced_forest_reference,0.4272171631959359,0.6585365853658537,0.9084848484848485,0.3491379310344827,0.55939226519337,0.4381112703461344,81.0,151.0,1499.0,42.0
5year.arff,10,EasyEnsemble_reference,0.4466934812898598,0.6504065040650406,0.92,0.3773584905660377,0.5681818181818181,0.4435019844290164,80.0,132.0,1518.0,43.0
1year.arff,1,Triad_risk_fusion,0.5733780972652497,0.6296296296296297,0.9797830374753452,0.5543478260869565,0.6129807692307693,0.6584286627283572,51.0,41.0,1987.0,30.0
1year.arff,2,Triad_risk_fusion,0.5164228631389669,0.6666666666666666,0.965483234714004,0.4354838709677419,0.6026785714285714,0.64780026308558,54.0,70.0,1958.0,27.0
1year.arff,3,Triad_risk_fusion,0.6205511200856395,0.5061728395061729,0.9945759368836292,0.7884615384615384,0.5452127659574468,0.6377170414032111,41.0,11.0,2017.0,40.0
1year.arff,4,Triad_risk_fusion,0.5073625550981072,0.7901234567901234,0.9437869822485208,0.3595505617977528,0.6374501992031872,0.7386109052056236,64.0,114.0,1914.0,17.0
1year.arff,5,Triad_risk_fusion,0.686789266823538,0.6296296296296297,0.992603550295858,0.7727272727272727,0.6538461538461539,0.7108848102919771,51.0,15.0,2013.0,30.0
1year.arff,6,Triad_risk_fusion,0.6139848226942876,0.7283950617283951,0.9758382642998028,0.5462962962962963,0.6828703703703703,0.7097045152256924,59.0,49.0,1979.0,22.0
1year.arff,7,Triad_risk_fusion,0.6663293816287046,0.5925925925925926,0.9930966469428008,0.7741935483870968,0.6217616580310881,0.6820027008697311,48.0,14.0,2014.0,33.0
1year.arff,8,Triad_risk_fusion,0.5855560812640543,0.6666666666666666,0.977810650887574,0.5454545454545454,0.6382978723404256,0.6862199518732585,54.0,45.0,1983.0,27.0
1year.arff,9,Triad_risk_fusion,0.6513695344703471,0.5555555555555556,0.9940828402366864,0.7894736842105263,0.5905511811023622,0.7027777564493659,45.0,12.0,2016.0,36.0
1year.arff,10,Triad_risk_fusion,0.6022399296385831,0.691358024691358,0.977810650887574,0.5544554455445545,0.6588235294117647,0.6886031001859803,56.0,45.0,1983.0,25.0
2year.arff,1,Triad_risk_fusion,0.51167543967047,0.575,0.9757844474761256,0.4928571428571429,0.5564516129032258,0.5471135042739067,69.0,71.0,2861.0,51.0
2year.arff,2,Triad_risk_fusion,0.2964046398867977,0.5833333333333334,0.9038199181446112,0.1988636363636363,0.4206730769230769,0.4123016042493861,70.0,282.0,2650.0,50.0
2year.arff,3,Triad_risk_fusion,0.4566284152223911,0.5333333333333333,0.971350613915416,0.4324324324324324,0.5095541401273885,0.5350151844187199,64.0,84.0,2848.0,56.0
2year.arff,4,Triad_risk_fusion,0.4343951089843439,0.6,0.955661664392906,0.3564356435643564,0.5278592375366569,0.5320656915653276,72.0,130.0,2802.0,48.0
2year.arff,5,Triad_risk_fusion,0.5056564706806891,0.5666666666666667,0.9757844474761256,0.4892086330935252,0.5492730210016155,0.5200260802594311,68.0,71.0,2861.0,52.0
2year.arff,6,Triad_risk_fusion,0.4547103556556326,0.5083333333333333,0.9744201909959072,0.4485294117647059,0.4951298701298701,0.4821638481136601,61.0,75.0,2857.0,59.0
2year.arff,7,Triad_risk_fusion,0.3533521678102359,0.55,0.9403137789904502,0.2738589211618257,0.4576976421636616,0.4454043244772898,66.0,175.0,2757.0,54.0
2year.arff,8,Triad_risk_fusion,0.3366500188846084,0.6833333333333333,0.8949522510231923,0.2102564102564102,0.4712643678160919,0.4777457702027858,82.0,308.0,2624.0,38.0
2year.arff,9,Triad_risk_fusion,0.3510943036009039,0.6333333333333333,0.9178035470668484,0.2397476340694006,0.4767879548306148,0.5423902295553427,76.0,241.0,2691.0,44.0
