dataset,seed,method,fit_n,validation_n,test_n,test_positive,threshold_policy,threshold,validation_threshold_utility,fit_seconds,gmean,sensitivity,specificity,precision,f1,f05,f2,mcc,triad_score,balanced_accuracy,fpr,predicted_positive_rate,tp,fp,tn,fn,ap,auc
1year.arff,2,Balanced_forest_reference,2800,1230,2109,81,triad,0.5440786216596343,0.4542022343951404,0.25267009999999956,0.6780207796674786,0.5185185185185185,0.8865877712031558,0.15441176470588236,0.23796033994334276,0.17964071856287428,0.3523489932885906,0.2322771243597562,0.47442126770422105,0.7025531448608371,0.11341222879684418,0.1289710763394974,42.0,230.0,1798.0,39.0,0.24838397847355276,0.8209480848369737
1year.arff,2,EasyEnsemble_reference,2800,1230,2109,81,triad,0.5150861559678809,0.5144924015161713,1.4085764999999988,0.7107391367687135,0.5555555555555556,0.9092702169625246,0.1965065502183406,0.29032258064516125,0.22567703109327986,0.40687160940325506,0.2871243458188186,0.525408175871745,0.7324128862590401,0.09072978303747535,0.10858226647700332,45.0,184.0,1844.0,36.0,0.20688112131946523,0.8106326247351887
1year.arff,3,Balanced_logistic,2800,1230,2109,81,triad,0.6016756656053931,0.4032426755653161,0.08530640000000034,0.6866259411015903,0.5555555555555556,0.8486193293885601,0.1278409090909091,0.20785219399538107,0.15110812625923437,0.3328402366863905,0.20829967658354334,0.4613632560226969,0.7020874424720578,0.15138067061143984,0.16690374585111428,45.0,307.0,1721.0,36.0,0.1602690278852862,0.7929602844132757
1year.arff,3,Random_forest,2800,1230,2109,81,triad,0.1688885476811439,0.6419259790337205,0.6314211999999984,0.7645990662089704,0.6296296296296297,0.9285009861932939,0.2602040816326531,0.36823104693140796,0.2947976878612717,0.49038461538461536,0.3694254492549065,0.599972639262877,0.7790653079114618,0.07149901380670612,0.09293504030346135,51.0,145.0,1883.0,30.0,0.4380174490101902,0.8896802785691674
1year.arff,3,Extra_trees,2800,1230,2109,81,triad,0.29451083813122103,0.4828542445715627,0.3207856999999983,0.5807879408066485,0.37037037037037035,0.9107495069033531,0.14218009478672985,0.2054794520547945,0.16216216216216217,0.2803738317757009,0.18004402264640668,0.3930712647070924,0.6405599386368617,0.08925049309664694,0.10004741583688952,30.0,181.0,1847.0,51.0,0.18395764141542048,0.7585165704823824
1year.arff,3,HistGB_fair,2800,1230,2109,81,triad,0.10253598286424412,0.7824178761739702,3.150715299999998,0.709526127832442,0.5061728395061729,0.9945759368836292,0.7884615384615384,0.6165413533834587,0.7093425605536332,0.5452127659574468,0.6205511200856395,0.6785337430911469,0.750374388194901,0.005424063116370809,0.024656235182550973,41.0,11.0,2017.0,40.0,0.6332794093530083,0.9092884798013003
1year.arff,3,Balanced_forest_reference,2800,1230,2109,81,triad,0.5227671870604783,0.5934335746928687,0.2563859000000015,0.680252753686198,0.5061728395061729,0.9142011834319527,0.19069767441860466,0.2770270270270271,0.21785334750265675,0.3803339517625232,0.26699500611870824,0.4980595269886508,0.7101870114690627,0.08579881656804733,0.10194404931247036,41.0,174.0,1854.0,40.0,0.27065474569495857,0.8473409306742641
1year.arff,3,EasyEnsemble_reference,2800,1230,2109,81,triad,0.518630799053227,0.6419002777858439,1.4431771999999974,0.6913529697800029,0.5061728395061729,0.9442800788954635,0.2662337662337662,0.348936170212766,0.2941176470588235,0.42887029288702927,0.3327301443799037,0.5417895256907325,0.7252264592008182,0.05571992110453649,0.07302038880986249,41.0,113.0,1915.0,40.0,0.3560222685908894,0.8827008303504029
1year.arff,4,Balanced_logistic,2800,1230,2109,81,triad,0.6071684025442352,0.42448581353746173,0.0730132999999995,0.718914694070971,0.6172839506172839,0.8372781065088757,0.13157894736842105,0.21691973969631237,0.15615240474703307,0.3551136363636363,0.22729002248993732,0.48975441993607194,0.7272810285630797,0.16272189349112426,0.18018018018018017,50.0,330.0,1698.0,31.0,0.2061742049964956,0.8085080478242872
1year.arff,4,Random_forest,2800,1230,2109,81,triad,0.16592579833728544,0.5206231883477308,0.6588908999999958,0.755407612077248,0.6296296296296297,0.9063116370808678,0.21161825726141079,0.3167701863354037,0.24401913875598086,0.4513274336283186,0.32374027099651137,0.5695342065536486,0.7679706333552487,0.09368836291913216,0.11427216690374585,51.0,190.0,1838.0,30.0,0.4018531191877268,0.8790908758857476
1year.arff,4,Extra_trees,2800,1230,2109,81,triad,0.25398467398368796,0.22661724498268718,0.3169667000000018,0.7000855692144843,0.5802469135802469,0.8446745562130178,0.1298342541436464,0.21218961625282168,0.15369522563767168,0.34256559766763844,0.2165630813025307,0.4734733702159056,0.7124607348966323,0.15532544378698224,0.1716453295400664,47.0,315.0,1713.0,34.0,0.16165239656475702,0.780803321401612
