dataset,seed,method,cost_ratio,normalized_cost
2year.arff,4,EasyEnsemble_reference,5,0.22310305775764439
2year.arff,4,EasyEnsemble_reference,10,0.2621006776379477
2year.arff,4,EasyEnsemble_reference,20,0.31376594148537135
2year.arff,4,EasyEnsemble_reference,50,0.3854679802955665
2year.arff,5,Balanced_logistic,1,0.17332896461336827
2year.arff,5,Balanced_logistic,2,0.18348045397225726
2year.arff,5,Balanced_logistic,5,0.20979614949037373
2year.arff,5,Balanced_logistic,10,0.24346563407550822
2year.arff,5,Balanced_logistic,20,0.2880720180045011
2year.arff,5,Balanced_logistic,50,0.34997760859829824
2year.arff,5,Random_forest,1,0.05602883355176933
2year.arff,5,Random_forest,2,0.08228247162673392
2year.arff,5,Random_forest,5,0.15033975084937712
2year.arff,5,Random_forest,10,0.23741529525653438
2year.arff,5,Random_forest,20,0.35277569392348085
2year.arff,5,Random_forest,50,0.5128750559785042
2year.arff,5,Extra_trees,1,0.15072083879423329
2year.arff,5,Extra_trees,2,0.16866330390920556
2year.arff,5,Extra_trees,5,0.21517553793884484
2year.arff,5,Extra_trees,10,0.2746853823814134
2year.arff,5,Extra_trees,20,0.35352588147036756
2year.arff,5,Extra_trees,50,0.46294223018360947
2year.arff,5,HistGB_fair,1,0.02981651376146789
2year.arff,5,HistGB_fair,2,0.05138713745271122
2year.arff,5,HistGB_fair,5,0.10730464326160816
2year.arff,5,HistGB_fair,10,0.1788480154888674
2year.arff,5,HistGB_fair,20,0.2736309077269317
2year.arff,5,HistGB_fair,50,0.4051724137931034
2year.arff,5,Balanced_forest_reference,1,0.12287024901703801
2year.arff,5,Balanced_forest_reference,2,0.14186633039092056
2year.arff,5,Balanced_forest_reference,5,0.19110985277463194
2year.arff,5,Balanced_forest_reference,10,0.25411423039690223
2year.arff,5,Balanced_forest_reference,20,0.33758439609902474
2year.arff,5,Balanced_forest_reference,50,0.45342588446036725
2year.arff,5,EasyEnsemble_reference,1,0.14580602883355176
2year.arff,5,EasyEnsemble_reference,2,0.16109709962168978
2year.arff,5,EasyEnsemble_reference,5,0.2007361268403171
2year.arff,5,EasyEnsemble_reference,10,0.2514520813165537
2year.arff,5,EasyEnsemble_reference,20,0.31864216054013506
2year.arff,5,EasyEnsemble_reference,50,0.4118898343036274
2year.arff,6,Balanced_logistic,1,0.2080602883355177
2year.arff,6,Balanced_logistic,2,0.21973518284993696
2year.arff,6,Balanced_logistic,5,0.25
2year.arff,6,Balanced_logistic,10,0.2887221684414327
2year.arff,6,Balanced_logistic,20,0.3400225056264066
2year.arff,6,Balanced_logistic,50,0.411218092252575
2year.arff,6,Random_forest,1,0.15530799475753604
2year.arff,6,Random_forest,2,0.16456494325346785
2year.arff,6,Random_forest,5,0.18856172140430352
2year.arff,6,Random_forest,10,0.21926427879961277
2year.arff,6,Random_forest,20,0.25993998499624904
2year.arff,6,Random_forest,50,0.3163905060456785
2year.arff,6,Extra_trees,1,0.2355832241153342
2year.arff,6,Extra_trees,2,0.24274905422446405
2year.arff,6,Extra_trees,5,0.26132502831257076
2year.arff,6,Extra_trees,10,0.2850919651500484
2year.arff,6,Extra_trees,20,0.31657914478619653
2year.arff,6,Extra_trees,50,0.3602776533811017
2year.arff,6,HistGB_fair,1,0.04259501965923984
2year.arff,6,HistGB_fair,2,0.06021437578814628
2year.arff,6,HistGB_fair,5,0.10588901472253681
2year.arff,6,HistGB_fair,10,0.16432720232333012
2year.arff,6,HistGB_fair,20,0.24174793698424607
2year.arff,6,HistGB_fair,50,0.34919390953873714
2year.arff,6,Balanced_forest_reference,1,0.1926605504587156
2year.arff,6,Balanced_forest_reference,2,0.2005044136191677
2year.arff,6,Balanced_forest_reference,5,0.22083805209513024
2year.arff,6,Balanced_forest_reference,10,0.2468538238141336
2year.arff,6,Balanced_forest_reference,20,0.2813203300825206
2year.arff,6,Balanced_forest_reference,50,0.329153605015674
2year.arff,6,EasyEnsemble_reference,1,0.1690694626474443
2year.arff,6,EasyEnsemble_reference,2,0.17717528373266078
2year.arff,6,EasyEnsemble_reference,5,0.19818799546998866
2year.arff,6,EasyEnsemble_reference,10,0.22507260406582769
2year.arff,6,EasyEnsemble_reference,20,0.26069017254313576
2year.arff,6,EasyEnsemble_reference,50,0.3101209135691894
2year.arff,7,Balanced_logistic,1,0.1628440366972477
2year.arff,7,Balanced_logistic,2,0.17749054224464061
2year.arff,7,Balanced_logistic,5,0.2154586636466591
2year.arff,7,Balanced_logistic,10,0.26403678606001935
2year.arff,7,Balanced_logistic,20,0.3283945986496624
2year.arff,7,Balanced_logistic,50,0.4177115987460815
2year.arff,7,Random_forest,1,0.10550458715596331
2year.arff,7,Random_forest,2,0.12137452711223203
2year.arff,7,Random_forest,5,0.1625141562853907
2year.arff,7,Random_forest,10,0.21515004840271054
2year.arff,7,Random_forest,20,0.28488372093023256
2year.arff,7,Random_forest,50,0.3816614420062696
2year.arff,7,Extra_trees,1,0.1854521625163827
2year.arff,7,Extra_trees,2,0.19955863808322824
2year.arff,7,Extra_trees,5,0.2361268403171008
2year.arff,7,Extra_trees,10,0.28291384317521784
2year.arff,7,Extra_trees,20,0.3448987246811703
2year.arff,7,Extra_trees,50,0.430922525750112
2year.arff,7,HistGB_fair,1,0.06487549148099607
2year.arff,7,HistGB_fair,2,0.07881462799495587
2year.arff,7,HistGB_fair,5,0.11494903737259343
2year.arff,7,HistGB_fair,10,0.16118102613746368
2year.arff,7,HistGB_fair,20,0.22243060765191297
2year.arff,7,HistGB_fair,50,0.30743394536497987
2year.arff,7,Balanced_forest_reference,1,0.13073394495412843
2year.arff,7,Balanced_forest_reference,2,0.1465952080706179
2year.arff,7,Balanced_forest_reference,5,0.1877123442808607
2year.arff,7,Balanced_forest_reference,10,0.24031945788964182
2year.arff,7,Balanced_forest_reference,20,0.3100150037509377
2year.arff,7,Balanced_forest_reference,50,0.4067398119122257
2year.arff,7,EasyEnsemble_reference,1,0.15858453473132372
2year.arff,7,EasyEnsemble_reference,2,0.17023959646910466
2year.arff,7,EasyEnsemble_reference,5,0.20045300113250283
2year.arff,7,EasyEnsemble_reference,10,0.23910939012584706
2year.arff,7,EasyEnsemble_reference,20,0.2903225806451613
2year.arff,7,EasyEnsemble_reference,50,0.36139722346618897
2year.arff,8,Balanced_logistic,1,0.13597640891218873
2year.arff,8,Balanced_logistic,2,0.15825977301387137
2year.arff,8,Balanced_logistic,5,0.21602491506228766
2year.arff,8,Balanced_logistic,10,0.2899322362052275
2year.arff,8,Balanced_logistic,20,0.3878469617404351
2year.arff,8,Balanced_logistic,50,0.5237348858038513
2year.arff,8,Random_forest,1,0.11664482306684142
2year.arff,8,Random_forest,2,0.1289407313997478
2year.arff,8,Random_forest,5,0.16081540203850508
2year.arff,8,Random_forest,10,0.2015972894482091
2year.arff,8,Random_forest,20,0.2556264066016504
2year.arff,8,Random_forest,50,0.3306090461262875
2year.arff,8,Extra_trees,1,0.1844692005242464
2year.arff,8,Extra_trees,2,0.19546027742749053
2year.arff,8,Extra_trees,5,0.2239524348810872
2year.arff,8,Extra_trees,10,0.26040658276863504
2year.arff,8,Extra_trees,20,0.30870217554388596
2year.arff,8,Extra_trees,50,0.3757277205553068
2year.arff,8,HistGB_fair,1,0.0953473132372215
2year.arff,8,HistGB_fair,2,0.10403530895334175
2year.arff,8,HistGB_fair,5,0.12655719139297847
2year.arff,8,HistGB_fair,10,0.1553727008712488
2year.arff,8,HistGB_fair,20,0.1935483870967742
2year.arff,8,HistGB_fair,50,0.2465293327362293
2year.arff,8,Balanced_forest_reference,1,0.1405635648754915
2year.arff,8,Balanced_forest_reference,2,0.15100882723833545
2year.arff,8,Balanced_forest_reference,5,0.17808607021517553
2year.arff,8,Balanced_forest_reference,10,0.212729912875121
2year.arff,8,Balanced_forest_reference,20,0.2586271567891973
2year.arff,8,Balanced_forest_reference,50,0.3223242274966413
2year.arff,8,EasyEnsemble_reference,1,0.1556356487549148
2year.arff,8,EasyEnsemble_reference,2,0.16361916771752838
2year.arff,8,EasyEnsemble_reference,5,0.18431483578708946
2year.arff,8,EasyEnsemble_reference,10,0.21079380445304938
2year.arff,8,EasyEnsemble_reference,20,0.24587396849212304
2year.arff,8,EasyEnsemble_reference,50,0.2945588893864756
2year.arff,9,Balanced_logistic,1,0.14613368283093053
2year.arff,9,Balanced_logistic,2,0.16046658259773014
2year.arff,9,Balanced_logistic,5,0.19762174405436014
2year.arff,9,Balanced_logistic,10,0.2451597289448209
2year.arff,9,Balanced_logistic,20,0.3081395348837209
2year.arff,9,Balanced_logistic,50,0.39554411106135245
2year.arff,9,Random_forest,1,0.10484927916120576
2year.arff,9,Random_forest,2,0.11979823455233292
2year.arff,9,Random_forest,5,0.15855039637599094
2year.arff,9,Random_forest,10,0.20813165537270087
2year.arff,9,Random_forest,20,0.2738184546136534
2year.arff,9,Random_forest,50,0.3649798477384684
2year.arff,9,Extra_trees,1,0.16677588466579293
2year.arff,9,Extra_trees,2,0.17906683480453972
2year.arff,9,Extra_trees,5,0.2109286523216308
2year.arff,9,Extra_trees,10,0.25169409486931266
2year.arff,9,Extra_trees,20,0.3057014253563391
2year.arff,9,Extra_trees,50,0.380653828929691
2year.arff,9,HistGB_fair,1,0.09501965923984272
2year.arff,9,HistGB_fair,2,0.10529634300126103
2year.arff,9,HistGB_fair,5,0.1319365798414496
2year.arff,9,HistGB_fair,10,0.16602129719264277
2year.arff,9,HistGB_fair,20,0.21117779444861215
2year.arff,9,HistGB_fair,50,0.27384684281236005
2year.arff,9,Balanced_forest_reference,1,0.13597640891218873
2year.arff,9,Balanced_forest_reference,2,0.15100882723833545
2year.arff,9,Balanced_forest_reference,5,0.18997734994337487
2year.arff,9,Balanced_forest_reference,10,0.23983543078412392
2year.arff,9,Balanced_forest_reference,20,0.3058889722430608
2year.arff,9,Balanced_forest_reference,50,0.39755933721450964
2year.arff,9,EasyEnsemble_reference,1,0.11107470511140236
2year.arff,9,EasyEnsemble_reference,2,0.12578814627994955
2year.arff,9,EasyEnsemble_reference,5,0.16392978482446205
2year.arff,9,EasyEnsemble_reference,10,0.212729912875121
2year.arff,9,EasyEnsemble_reference,20,0.27738184546136535
2year.arff,9,EasyEnsemble_reference,50,0.36710703090013436
2year.arff,10,Balanced_logistic,1,0.1464613368283093
2year.arff,10,Balanced_logistic,2,0.1601513240857503
2year.arff,10,Balanced_logistic,5,0.19563986409966025
2year.arff,10,Balanced_logistic,10,0.24104549854791868
2year.arff,10,Balanced_logistic,20,0.30120030007501875
2year.arff,10,Balanced_logistic,50,0.3846842812360054
2year.arff,10,Random_forest,1,0.10419397116644823
2year.arff,10,Random_forest,2,0.1210592686002522
2year.arff,10,Random_forest,5,0.16477916194790487
2year.arff,10,Random_forest,10,0.2207163601161665
2year.arff,10,Random_forest,20,0.2948237059264816
2year.arff,10,Random_forest,50,0.39767129422301833
2year.arff,10,Extra_trees,1,0.20478374836173002
2year.arff,10,Extra_trees,2,0.21784363177805802
2year.arff,10,Extra_trees,5,0.2516987542468856
2year.arff,10,Extra_trees,10,0.29501452081316554
2year.arff,10,Extra_trees,20,0.3524006001500375
2year.arff,10,Extra_trees,50,0.43204209583519926
2year.arff,10,HistGB_fair,1,0.04325032765399738
2year.arff,10,HistGB_fair,2,0.06084489281210593
2year.arff,10,HistGB_fair,5,0.10645526613816535
2year.arff,10,HistGB_fair,10,0.16481122942884802
2year.arff,10,HistGB_fair,20,0.24212303075768943
2year.arff,10,HistGB_fair,50,0.34941782355575457
2year.arff,10,Balanced_forest_reference,1,0.15137614678899083
2year.arff,10,Balanced_forest_reference,2,0.16519546027742749
2year.arff,10,Balanced_forest_reference,5,0.20101925254813138
2year.arff,10,Balanced_forest_reference,10,0.2468538238141336
2year.arff,10,Balanced_forest_reference,20,0.3075768942235559
2year.arff,10,Balanced_forest_reference,50,0.39184952978056425
2year.arff,10,EasyEnsemble_reference,1,0.12057667103538663
2year.arff,10,EasyEnsemble_reference,2,0.13366960907944514
2year.arff,10,EasyEnsemble_reference,5,0.16761041902604756
2year.arff,10,EasyEnsemble_reference,10,0.2110358180058083
2year.arff,10,EasyEnsemble_reference,20,0.2685671417854464
2year.arff,10,EasyEnsemble_reference,50,0.348410210479176
3year.arff,1,Balanced_logistic,1,0.19961916851793082
3year.arff,1,Balanced_logistic,2,0.21515151515151515
3year.arff,1,Balanced_logistic,5,0.25433680277555376
3year.arff,1,Balanced_logistic,10,0.3023152270703473
3year.arff,1,Balanced_logistic,20,0.3624205951186894
3year.arff,1,Balanced_logistic,50,0.43991580558744736
3year.arff,1,Random_forest,1,0.12567438908283085
3year.arff,1,Random_forest,2,0.1406060606060606
3year.arff,1,Random_forest,5,0.17827595409661062
3year.arff,1,Random_forest,10,0.22439893143365983
3year.arff,1,Random_forest,20,0.2821798729521899
3year.arff,1,Random_forest,50,0.35667814772292383
3year.arff,1,Extra_trees,1,0.17232624563630594
3year.arff,1,Extra_trees,2,0.18787878787878787
3year.arff,1,Extra_trees,5,0.22711502535361622
3year.arff,1,Extra_trees,10,0.27515583259127335
3year.arff,1,Extra_trees,20,0.3353393513874958
3year.arff,1,Extra_trees,50,0.4129353233830846
3year.arff,1,HistGB_fair,1,0.08092668993970169
3year.arff,1,HistGB_fair,2,0.09545454545454546
3year.arff,1,HistGB_fair,5,0.1321056845476381
3year.arff,1,HistGB_fair,10,0.1769813000890472
3year.arff,1,HistGB_fair,20,0.23319959879638916
3year.arff,1,HistGB_fair,50,0.3056831228473019
3year.arff,1,Balanced_forest_reference,1,0.12599174865122184
3year.arff,1,Balanced_forest_reference,2,0.14606060606060606
3year.arff,1,Balanced_forest_reference,5,0.19669068588203897
3year.arff,1,Balanced_forest_reference,10,0.25868210151380233
3year.arff,1,Balanced_forest_reference,20,0.33634236041457705
3year.arff,1,Balanced_forest_reference,50,0.4364714887102947
3year.arff,1,EasyEnsemble_reference,1,0.12884798476674073
3year.arff,1,EasyEnsemble_reference,2,0.1478787878787879
3year.arff,1,EasyEnsemble_reference,5,0.19589004536962903
3year.arff,1,EasyEnsemble_reference,10,0.25467497773820125
3year.arff,1,EasyEnsemble_reference,20,0.32831828819792713
3year.arff,1,EasyEnsemble_reference,50,0.42326827401454264
3year.arff,2,Balanced_logistic,1,0.20342748333862265
3year.arff,2,Balanced_logistic,2,0.2206060606060606
3year.arff,2,Balanced_logistic,5,0.2639444889244729
3year.arff,2,Balanced_logistic,10,0.3170080142475512
3year.arff,2,Balanced_logistic,20,0.3834837846873955
3year.arff,2,Balanced_logistic,50,0.46919249904324534
3year.arff,2,Random_forest,1,0.11520152332592827
3year.arff,2,Random_forest,2,0.13515151515151516
3year.arff,2,Random_forest,5,0.18548171870829996
3year.arff,2,Random_forest,10,0.2471059661620659
3year.arff,2,Random_forest,20,0.3243062520896021
3year.arff,2,Random_forest,50,0.42384232682740147
3year.arff,2,Extra_trees,1,0.19771501110758488
3year.arff,2,Extra_trees,2,0.21515151515151515
3year.arff,2,Extra_trees,5,0.25914064585001334
3year.arff,2,Extra_trees,10,0.3130008904719501
3year.arff,2,Extra_trees,20,0.3804747576061518
3year.arff,2,Extra_trees,50,0.46747034060466897
3year.arff,2,HistGB_fair,1,0.07965725166613774
3year.arff,2,HistGB_fair,2,0.09757575757575758
3year.arff,2,HistGB_fair,5,0.14278089137977049
3year.arff,2,HistGB_fair,10,0.1981300089047195
3year.arff,2,HistGB_fair,20,0.2674690738883317
3year.arff,2,HistGB_fair,50,0.35686949866054346
3year.arff,2,Balanced_forest_reference,1,0.15074579498571883
3year.arff,2,Balanced_forest_reference,2,0.17
3year.arff,2,Balanced_forest_reference,5,0.21857485988791034
3year.arff,2,Balanced_forest_reference,10,0.2780498664292075
3year.arff,2,Balanced_forest_reference,20,0.35255767301905716
3year.arff,2,Balanced_forest_reference,50,0.44862227324913895
3year.arff,2,EasyEnsemble_reference,1,0.12345287210409393
3year.arff,2,EasyEnsemble_reference,2,0.14545454545454545
3year.arff,2,EasyEnsemble_reference,5,0.20096076861489193
3year.arff,2,EasyEnsemble_reference,10,0.26892252894033836
3year.arff,2,EasyEnsemble_reference,20,0.354062186559679
3year.arff,2,EasyEnsemble_reference,50,0.46383467278989665
3year.arff,3,Balanced_logistic,1,0.20374484290701364
3year.arff,3,Balanced_logistic,2,0.21818181818181817
3year.arff,3,Balanced_logistic,5,0.2546036829463571
3year.arff,3,Balanced_logistic,10,0.2991985752448798
3year.arff,3,Balanced_logistic,20,0.3550651955867603
3year.arff,3,Balanced_logistic,50,0.42709529276693453
3year.arff,3,Random_forest,1,0.15074579498571883
3year.arff,3,Random_forest,2,0.16151515151515153
3year.arff,3,Random_forest,5,0.1886842807579397
3year.arff,3,Random_forest,10,0.22195013357079252
3year.arff,3,Random_forest,20,0.2636242059511869
3year.arff,3,Random_forest,50,0.3173555300420972
3year.arff,3,Extra_trees,1,0.22818152967311964
3year.arff,3,Extra_trees,2,0.23757575757575758
3year.arff,3,Extra_trees,5,0.26127568721643984
3year.arff,3,Extra_trees,10,0.2902938557435441
3year.arff,3,Extra_trees,20,0.32664660648612504
3year.arff,3,Extra_trees,50,0.3735170302334481
3year.arff,3,HistGB_fair,1,0.10377657886385275
3year.arff,3,HistGB_fair,2,0.11424242424242424
3year.arff,3,HistGB_fair,5,0.140645850013344
3year.arff,3,HistGB_fair,10,0.17297417631344614
3year.arff,3,HistGB_fair,20,0.2134737545971247
3year.arff,3,HistGB_fair,50,0.26569077688480675
3year.arff,3,Balanced_forest_reference,1,0.19295461758172008
3year.arff,3,Balanced_forest_reference,2,0.20303030303030303
3year.arff,3,Balanced_forest_reference,5,0.22844942620763278
3year.arff,3,Balanced_forest_reference,10,0.25957257346393586
3year.arff,3,Balanced_forest_reference,20,0.2985623537278502
3year.arff,3,Balanced_forest_reference,50,0.3488327592805205
3year.arff,3,EasyEnsemble_reference,1,0.16439225642653127
3year.arff,3,EasyEnsemble_reference,2,0.17545454545454545
3year.arff,3,EasyEnsemble_reference,5,0.2033626901521217
3year.arff,3,EasyEnsemble_reference,10,0.23753339269813
3year.arff,3,EasyEnsemble_reference,20,0.2803410230692076
3year.arff,3,EasyEnsemble_reference,50,0.33553386911595867
3year.arff,4,Balanced_logistic,1,0.17359568390986987
3year.arff,4,Balanced_logistic,2,0.19
3year.arff,4,Balanced_logistic,5,0.23138510808646917
3year.arff,4,Balanced_logistic,10,0.28205699020480857
3year.arff,4,Balanced_logistic,20,0.3455366098294885
3year.arff,4,Balanced_logistic,50,0.42738231917336394
3year.arff,4,Random_forest,1,0.1320215804506506
3year.arff,4,Random_forest,2,0.14666666666666667
3year.arff,4,Random_forest,5,0.1836135575126768
3year.arff,4,Random_forest,10,0.2288512911843277
3year.arff,4,Random_forest,20,0.2855232363757941
3year.arff,4,Random_forest,50,0.3585916570991198
3year.arff,4,Extra_trees,1,0.19866708981275785
3year.arff,4,Extra_trees,2,0.2109090909090909
3year.arff,4,Extra_trees,5,0.24179343474779824
3year.arff,4,Extra_trees,10,0.27960819234194123
3year.arff,4,Extra_trees,20,0.32698094282848544
3year.arff,4,Extra_trees,50,0.3880597014925373
3year.arff,4,HistGB_fair,1,0.049190733100602985
3year.arff,4,HistGB_fair,2,0.0696969696969697
3year.arff,4,HistGB_fair,5,0.12143047771550573
3year.arff,4,HistGB_fair,10,0.18477292965271594
3year.arff,4,HistGB_fair,20,0.2641257104647275
3year.arff,4,HistGB_fair,50,0.3664370455415232
3year.arff,4,Balanced_forest_reference,1,0.18724214535068232
3year.arff,4,Balanced_forest_reference,2,0.1990909090909091
3year.arff,4,Balanced_forest_reference,5,0.22898318654923938
3year.arff,4,Balanced_forest_reference,10,0.2655832591273375
3year.arff,4,Balanced_forest_reference,20,0.3114343029087262
3year.arff,4,Balanced_forest_reference,50,0.3705510907003444
3year.arff,4,EasyEnsemble_reference,1,0.1682005712472231
3year.arff,4,EasyEnsemble_reference,2,0.17939393939393938
3year.arff,4,EasyEnsemble_reference,5,0.20763277288497464
3year.arff,4,EasyEnsemble_reference,10,0.24220837043633126
3year.arff,4,EasyEnsemble_reference,20,0.2855232363757941
3year.arff,4,EasyEnsemble_reference,50,0.3413700727133563
3year.arff,5,Balanced_logistic,1,0.16629641383687718
3year.arff,5,Balanced_logistic,2,0.18272727272727274
3year.arff,5,Balanced_logistic,5,0.22417934347477983
3year.arff,5,Balanced_logistic,10,0.27493321460374
3year.arff,5,Balanced_logistic,20,0.3385155466399198
3year.arff,5,Balanced_logistic,50,0.42049368541905857
3year.arff,5,Random_forest,1,0.14185972707077119
3year.arff,5,Random_forest,2,0.15636363636363637
3year.arff,5,Random_forest,5,0.19295436349079265
3year.arff,5,Random_forest,10,0.2377560106856634
3year.arff,5,Random_forest,20,0.2938816449348044
3year.arff,5,Random_forest,50,0.36624569460390355
3year.arff,5,Extra_trees,1,0.16883529038400508
3year.arff,5,Extra_trees,2,0.18878787878787878
3year.arff,5,Extra_trees,5,0.23912463303976514
3year.arff,5,Extra_trees,10,0.30075690115761355
3year.arff,5,Extra_trees,20,0.3779672350384487
3year.arff,5,Extra_trees,50,0.47751626482969767
3year.arff,5,HistGB_fair,1,0.05998095842589654
3year.arff,5,HistGB_fair,2,0.07787878787878788
3year.arff,5,HistGB_fair,5,0.1230317587403256
3year.arff,5,HistGB_fair,10,0.17831700801424755
3year.arff,5,HistGB_fair,20,0.247576061517887
3year.arff,5,HistGB_fair,50,0.33687332567929584
3year.arff,5,Balanced_forest_reference,1,0.17549984132021582
3year.arff,5,Balanced_forest_reference,2,0.18636363636363637
3year.arff,5,Balanced_forest_reference,5,0.21377101681345076
3year.arff,5,Balanced_forest_reference,10,0.2473285841495993
3year.arff,5,Balanced_forest_reference,20,0.2893681043129388
3year.arff,5,Balanced_forest_reference,50,0.34357060849598164
3year.arff,5,EasyEnsemble_reference,1,0.13329101872421453
3year.arff,5,EasyEnsemble_reference,2,0.15272727272727274
3year.arff,5,EasyEnsemble_reference,5,0.20176140912730184
3year.arff,5,EasyEnsemble_reference,10,0.26179875333926983
3year.arff,5,EasyEnsemble_reference,20,0.3370110330992979
3year.arff,5,EasyEnsemble_reference,50,0.43398392652123996
3year.arff,6,Balanced_logistic,1,0.14820691843859093
3year.arff,6,Balanced_logistic,2,0.16636363636363635
3year.arff,6,Balanced_logistic,5,0.2121697357886309
3year.arff,6,Balanced_logistic,10,0.2682546749777382
3year.arff,6,Balanced_logistic,20,0.3385155466399198
3year.arff,6,Balanced_logistic,50,0.4291044776119403
3year.arff,6,Random_forest,1,0.11551888289431926
3year.arff,6,Random_forest,2,0.13393939393939394
3year.arff,6,Random_forest,5,0.1804109954630371
3year.arff,6,Random_forest,10,0.2373107747105966
3year.arff,6,Random_forest,20,0.30859244399866265
3year.arff,6,Random_forest,50,0.40049751243781095
3year.arff,6,Extra_trees,1,0.17232624563630594
3year.arff,6,Extra_trees,2,0.18757575757575756
3year.arff,6,Extra_trees,5,0.226047504670403
3year.arff,6,Extra_trees,10,0.27315227070347287
3year.arff,6,Extra_trees,20,0.33216315613507186
3year.arff,6,Extra_trees,50,0.4082472254114045
3year.arff,6,HistGB_fair,1,0.0660107902253253
3year.arff,6,HistGB_fair,2,0.08242424242424243
3year.arff,6,HistGB_fair,5,0.12383239925273552
3year.arff,6,HistGB_fair,10,0.1745325022261799
3year.arff,6,HistGB_fair,20,0.2380474757606152
3year.arff,6,HistGB_fair,50,0.3199387676999617
3year.arff,6,Balanced_forest_reference,1,0.1393208505236433
3year.arff,6,Balanced_forest_reference,2,0.15606060606060607
3year.arff,6,Balanced_forest_reference,5,0.19829196690685882
3year.arff,6,Balanced_forest_reference,10,0.25
3year.arff,6,Balanced_forest_reference,20,0.31477766633233034
3year.arff,6,Balanced_forest_reference,50,0.3982969766551856
3year.arff,6,EasyEnsemble_reference,1,0.1485242780069819
3year.arff,6,EasyEnsemble_reference,2,0.1603030303030303
3year.arff,6,EasyEnsemble_reference,5,0.19001868161195623
3year.arff,6,EasyEnsemble_reference,10,0.22640249332146037
3year.arff,6,EasyEnsemble_reference,20,0.2719826145101973
3year.arff,6,EasyEnsemble_reference,50,0.3307500956754688
3year.arff,7,Balanced_logistic,1,0.19803237067597587
3year.arff,7,Balanced_logistic,2,0.2106060606060606
3year.arff,7,Balanced_logistic,5,0.24232719508940487
3year.arff,7,Balanced_logistic,10,0.281166518254675
3year.arff,7,Balanced_logistic,20,0.329822801738549
3year.arff,7,Balanced_logistic,50,0.39255644852659777
3year.arff,7,Random_forest,1,0.09711202792764202
3year.arff,7,Random_forest,2,0.11303030303030304
3year.arff,7,Random_forest,5,0.15318921804109956
3year.arff,7,Random_forest,10,0.20235975066785397
3year.arff,7,Random_forest,20,0.2639585422935473
3year.arff,7,Random_forest,50,0.343379257558362
3year.arff,7,Extra_trees,1,0.2024754046334497
3year.arff,7,Extra_trees,2,0.21545454545454545
3year.arff,7,Extra_trees,5,0.24819855884707767
3year.arff,7,Extra_trees,10,0.28829029385574356
3year.arff,7,Extra_trees,20,0.3385155466399198
3year.arff,7,Extra_trees,50,0.4032721010332951
3year.arff,7,HistGB_fair,1,0.1050460171374167
3year.arff,7,HistGB_fair,2,0.11212121212121212
3year.arff,7,HistGB_fair,5,0.12997064318121163
3year.arff,7,HistGB_fair,10,0.15182546749777381
3year.arff,7,HistGB_fair,20,0.17920427950518222
3year.arff,7,HistGB_fair,50,0.21450440107156524
3year.arff,7,Balanced_forest_reference,1,0.15423675023801967
3year.arff,7,Balanced_forest_reference,2,0.16636363636363635
3year.arff,7,Balanced_forest_reference,5,0.1969575660528423
3year.arff,7,Balanced_forest_reference,10,0.2344167408726625
3year.arff,7,Balanced_forest_reference,20,0.2813440320962889
3year.arff,7,Balanced_forest_reference,50,0.3418484500574053
3year.arff,7,EasyEnsemble_reference,1,0.1342430974293875
3year.arff,7,EasyEnsemble_reference,2,0.1478787878787879
3year.arff,7,EasyEnsemble_reference,5,0.18227915665866026
3year.arff,7,EasyEnsemble_reference,10,0.22439893143365983
3year.arff,7,EasyEnsemble_reference,20,0.2771648278167837
3year.arff,7,EasyEnsemble_reference,50,0.3451970914657482
3year.arff,8,Balanced_logistic,1,0.18216439225642653
3year.arff,8,Balanced_logistic,2,0.19757575757575757
3year.arff,8,Balanced_logistic,5,0.23645583133173206
3year.arff,8,Balanced_logistic,10,0.2840605520926091
3year.arff,8,Balanced_logistic,20,0.3436977599465062
3year.arff,8,Balanced_logistic,50,0.42058936088786836
3year.arff,8,Random_forest,1,0.11393208505236432
3year.arff,8,Random_forest,2,0.1318181818181818
3year.arff,8,Random_forest,5,0.17694155324259409
3year.arff,8,Random_forest,10,0.23219056099732857
3year.arff,8,Random_forest,20,0.3014042126379137
3year.arff,8,Random_forest,50,0.3906429391504018
3year.arff,8,Extra_trees,1,0.15296731196445573
3year.arff,8,Extra_trees,2,0.17181818181818181
3year.arff,8,Extra_trees,5,0.21937550040032025
3year.arff,8,Extra_trees,10,0.2776046304541407
3year.arff,8,Extra_trees,20,0.3505516549648947
3year.arff,8,Extra_trees,50,0.44460390355912743
3year.arff,8,HistGB_fair,1,0.054903205331640746
3year.arff,8,HistGB_fair,2,0.07515151515151515
3year.arff,8,HistGB_fair,5,0.1262343207899653
3year.arff,8,HistGB_fair,10,0.188780053428317
3year.arff,8,HistGB_fair,20,0.2671347375459712
3year.arff,8,HistGB_fair,50,0.3681592039800995
3year.arff,8,Balanced_forest_reference,1,0.11329736591558236
3year.arff,8,Balanced_forest_reference,2,0.13393939393939394
3year.arff,8,Balanced_forest_reference,5,0.1860154790499066
3year.arff,8,Balanced_forest_reference,10,0.2497773820124666
3year.arff,8,Balanced_forest_reference,20,0.32965563356736877
3year.arff,8,Balanced_forest_reference,50,0.4326444699579028
3year.arff,8,EasyEnsemble_reference,1,0.1171056807362742
