dataset,seed,method,cost_ratio,normalized_cost
3year.arff,8,EasyEnsemble_reference,2,0.13545454545454547
3year.arff,8,EasyEnsemble_reference,5,0.18174539631705364
3year.arff,8,EasyEnsemble_reference,10,0.23842386464826357
3year.arff,8,EasyEnsemble_reference,20,0.3094282848545637
3year.arff,8,EasyEnsemble_reference,50,0.40097588978185994
3year.arff,9,Balanced_logistic,1,0.1656616947000952
3year.arff,9,Balanced_logistic,2,0.18454545454545454
3year.arff,9,Balanced_logistic,5,0.2321857485988791
3year.arff,9,Balanced_logistic,10,0.2905164737310775
3year.arff,9,Balanced_logistic,20,0.36359077231695086
3year.arff,9,Balanced_logistic,50,0.45780711825487946
3year.arff,9,Random_forest,1,0.1123452872104094
3year.arff,9,Random_forest,2,0.13484848484848486
3year.arff,9,Random_forest,5,0.19161996263677608
3year.arff,9,Random_forest,10,0.2611308993766696
3year.arff,9,Random_forest,20,0.3482113005683718
3year.arff,9,Random_forest,50,0.46048603138155375
3year.arff,9,Extra_trees,1,0.17169152649952396
3year.arff,9,Extra_trees,2,0.1896969696969697
3year.arff,9,Extra_trees,5,0.2351214304777155
3year.arff,9,Extra_trees,10,0.29073909171861084
3year.arff,9,Extra_trees,20,0.3604145770645269
3year.arff,9,Extra_trees,50,0.4502487562189055
3year.arff,9,HistGB_fair,1,0.0901301174230403
3year.arff,9,HistGB_fair,2,0.10575757575757576
3year.arff,9,HistGB_fair,5,0.14518281291700028
3year.arff,9,HistGB_fair,10,0.19345503116651824
3year.arff,9,HistGB_fair,20,0.2539284520227349
3year.arff,9,HistGB_fair,50,0.33189820130118636
3year.arff,9,Balanced_forest_reference,1,0.14439860361789908
3year.arff,9,Balanced_forest_reference,2,0.16545454545454547
3year.arff,9,Balanced_forest_reference,5,0.21857485988791034
3year.arff,9,Balanced_forest_reference,10,0.2836153161175423
3year.arff,9,Balanced_forest_reference,20,0.3650952858575727
3year.arff,9,Balanced_forest_reference,50,0.4701492537313433
3year.arff,9,EasyEnsemble_reference,1,0.146302761028245
3year.arff,9,EasyEnsemble_reference,2,0.16121212121212122
3year.arff,9,EasyEnsemble_reference,5,0.19882572724846545
3year.arff,9,EasyEnsemble_reference,10,0.24487978628673196
3year.arff,9,EasyEnsemble_reference,20,0.3025743898361752
3year.arff,9,EasyEnsemble_reference,50,0.37696134711060086
3year.arff,10,Balanced_logistic,1,0.2170739447794351
3year.arff,10,Balanced_logistic,2,0.2312121212121212
3year.arff,10,Balanced_logistic,5,0.26688017080330934
3year.arff,10,Balanced_logistic,10,0.31055209260908284
3year.arff,10,Balanced_logistic,20,0.3652624540287529
3year.arff,10,Balanced_logistic,50,0.4358017604286261
3year.arff,10,Random_forest,1,0.15138051412250078
3year.arff,10,Random_forest,2,0.16545454545454547
3year.arff,10,Random_forest,5,0.20096076861489193
3year.arff,10,Random_forest,10,0.2444345503116652
3year.arff,10,Random_forest,20,0.29889669007021064
3year.arff,10,Random_forest,50,0.36911595866819746
3year.arff,10,Extra_trees,1,0.19358933671850206
3year.arff,10,Extra_trees,2,0.20545454545454545
3year.arff,10,Extra_trees,5,0.2353883106485188
3year.arff,10,Extra_trees,10,0.27203918076580585
3year.arff,10,Extra_trees,20,0.31795386158475425
3year.arff,10,Extra_trees,50,0.37715269804822044
3year.arff,10,HistGB_fair,1,0.09298635353855919
3year.arff,10,HistGB_fair,2,0.10484848484848484
3year.arff,10,HistGB_fair,5,0.1347744862556712
3year.arff,10,HistGB_fair,10,0.1714158504007124
3year.arff,10,HistGB_fair,20,0.21731862253426948
3year.arff,10,HistGB_fair,50,0.2765021048603138
3year.arff,10,Balanced_forest_reference,1,0.19200253887654714
3year.arff,10,Balanced_forest_reference,2,0.20303030303030303
3year.arff,10,Balanced_forest_reference,5,0.23085134774486255
3year.arff,10,Balanced_forest_reference,10,0.2649154051647373
3year.arff,10,Balanced_forest_reference,20,0.3075894349715814
3year.arff,10,Balanced_forest_reference,50,0.3626100267891313
3year.arff,10,EasyEnsemble_reference,1,0.11551888289431926
3year.arff,10,EasyEnsemble_reference,2,0.13272727272727272
3year.arff,10,EasyEnsemble_reference,5,0.17614091273018415
3year.arff,10,EasyEnsemble_reference,10,0.22929652715939447
3year.arff,10,EasyEnsemble_reference,20,0.2958876629889669
3year.arff,10,EasyEnsemble_reference,50,0.3817451205510907
4year.arff,1,Balanced_logistic,1,0.15350578624914907
4year.arff,1,Balanced_logistic,2,0.17523440025864856
4year.arff,1,Balanced_logistic,5,0.22906127037661608
4year.arff,1,Balanced_logistic,10,0.2930994691899377
4year.arff,1,Balanced_logistic,20,0.37055923848376676
4year.arff,1,Balanced_logistic,50,0.4661539922149435
4year.arff,1,Random_forest,1,0.08611300204220558
4year.arff,1,Random_forest,2,0.11121888134497251
4year.arff,1,Random_forest,5,0.17341202922990445
4year.arff,1,Random_forest,10,0.2474036464343411
4year.arff,1,Random_forest,20,0.3369029406765256
4year.arff,1,Random_forest,50,0.44735592898509446
4year.arff,1,Extra_trees,1,0.140571817562968
4year.arff,1,Extra_trees,2,0.1616553507921112
4year.arff,1,Extra_trees,5,0.21388420460933108
4year.arff,1,Extra_trees,10,0.2760212324024925
4year.arff,1,Extra_trees,20,0.35118137004929456
4year.arff,1,Extra_trees,50,0.4439380993069401
4year.arff,1,HistGB_fair,1,0.04594962559564329
4year.arff,1,HistGB_fair,2,0.06660200452634982
4year.arff,1,HistGB_fair,5,0.11776278808319281
4year.arff,1,HistGB_fair,10,0.1786291253173321
4year.arff,1,HistGB_fair,20,0.25225225225225223
4year.arff,1,HistGB_fair,50,0.3431121238013861
4year.arff,1,Balanced_forest_reference,1,0.12253233492171545
4year.arff,1,Balanced_forest_reference,2,0.14484319430973167
4year.arff,1,Balanced_forest_reference,5,0.20011242270938728
4year.arff,1,Balanced_forest_reference,10,0.26586660512347104
4year.arff,1,Balanced_forest_reference,20,0.34540200577936425
4year.arff,1,Balanced_forest_reference,50,0.4435583404538118
4year.arff,1,EasyEnsemble_reference,1,0.09326072157930565
4year.arff,1,EasyEnsemble_reference,2,0.11768509537665697
4year.arff,1,EasyEnsemble_reference,5,0.17818999437886454
4year.arff,1,EasyEnsemble_reference,10,0.2501730902377106
4year.arff,1,EasyEnsemble_reference,20,0.3372429032806391
4year.arff,1,EasyEnsemble_reference,50,0.4446976170131966
4year.arff,2,Balanced_logistic,1,0.13818924438393465
4year.arff,2,Balanced_logistic,2,0.1616553507921112
4year.arff,2,Balanced_logistic,5,0.21978639685216414
4year.arff,2,Balanced_logistic,10,0.28894530348488345
4year.arff,2,Balanced_logistic,20,0.3725990141084481
4year.arff,2,Balanced_logistic,50,0.4758378429697142
4year.arff,2,Random_forest,1,0.11266167460857726
4year.arff,2,Random_forest,2,0.13417394115745232
4year.arff,2,Random_forest,5,0.18746486790331646
4year.arff,2,Random_forest,10,0.25086545118855297
4year.arff,2,Random_forest,20,0.327553969063403
4year.arff,2,Random_forest,50,0.422196904965347
4year.arff,2,Extra_trees,1,0.15214431586113003
4year.arff,2,Extra_trees,2,0.17394115745231167
4year.arff,2,Extra_trees,5,0.2279370432827431
4year.arff,2,Extra_trees,10,0.2921763212554812
4year.arff,2,Extra_trees,20,0.3698793132755397
4year.arff,2,Extra_trees,50,0.4657742333618152
4year.arff,2,HistGB_fair,1,0.05207624234172907
4year.arff,2,HistGB_fair,2,0.07112835434852893
4year.arff,2,HistGB_fair,5,0.11832490163012929
4year.arff,2,HistGB_fair,10,0.17447495961227788
4year.arff,2,HistGB_fair,20,0.24239333673295937
4year.arff,2,HistGB_fair,50,0.3262128548371784
4year.arff,2,Balanced_forest_reference,1,0.12763784887678692
4year.arff,2,Balanced_forest_reference,2,0.14936954413191075
4year.arff,2,Balanced_forest_reference,5,0.20320404721753793
4year.arff,2,Balanced_forest_reference,10,0.2672513270251558
4year.arff,2,Balanced_forest_reference,20,0.3447220805711372
4year.arff,2,Balanced_forest_reference,50,0.4403303902022216
4year.arff,2,EasyEnsemble_reference,1,0.1113002042205582
4year.arff,2,EasyEnsemble_reference,2,0.13482056256062075
4year.arff,2,EasyEnsemble_reference,5,0.19308600337268128
4year.arff,2,EasyEnsemble_reference,10,0.2624048003692592
4year.arff,2,EasyEnsemble_reference,20,0.34625191228964813
4year.arff,2,EasyEnsemble_reference,50,0.4497294218171461
4year.arff,3,Balanced_logistic,1,0.17801225323349218
4year.arff,3,Balanced_logistic,2,0.19851277077271257
4year.arff,3,Balanced_logistic,5,0.2492973580663294
4year.arff,3,Balanced_logistic,10,0.30971613201015463
4year.arff,3,Balanced_logistic,20,0.3827978922318545
4year.arff,3,Balanced_logistic,50,0.4729896515712523
4year.arff,3,Random_forest,1,0.1592920353982301
4year.arff,3,Random_forest,2,0.16779825412221144
4year.arff,3,Random_forest,5,0.18887015177065766
4year.arff,3,Random_forest,10,0.2139395338102931
4year.arff,3,Random_forest,20,0.2442631310555839
4year.arff,3,Random_forest,50,0.2816861293078895
4year.arff,3,Extra_trees,1,0.1749489448604493
4year.arff,3,Extra_trees,2,0.19236986744261236
4year.arff,3,Extra_trees,5,0.23552557616638561
4year.arff,3,Extra_trees,10,0.28686822063235634
4year.arff,3,Extra_trees,20,0.34897161312255653
4year.arff,3,Extra_trees,50,0.42561473464350136
4year.arff,3,HistGB_fair,1,0.10006807351940095
4year.arff,3,HistGB_fair,2,0.10830908503071451
4year.arff,3,HistGB_fair,5,0.12872400224845418
4year.arff,3,HistGB_fair,10,0.15301177013616432
4year.arff,3,HistGB_fair,20,0.18238993710691823
4year.arff,3,HistGB_fair,50,0.21864615968859774
4year.arff,3,Balanced_forest_reference,1,0.14363512593601088
4year.arff,3,Balanced_forest_reference,2,0.1597154865826059
4year.arff,3,Balanced_forest_reference,5,0.1995503091624508
4year.arff,3,Balanced_forest_reference,10,0.24694207246711286
4year.arff,3,Balanced_forest_reference,20,0.304266530681625
4year.arff,3,Balanced_forest_reference,50,0.37501186746416026
4year.arff,3,EasyEnsemble_reference,1,0.1317222600408441
4year.arff,3,EasyEnsemble_reference,2,0.15098609763983187
4year.arff,3,EasyEnsemble_reference,5,0.1987071388420461
4year.arff,3,EasyEnsemble_reference,10,0.2554811908608354
4year.arff,3,EasyEnsemble_reference,20,0.32415434302226753
4year.arff,3,EasyEnsemble_reference,50,0.4089053451058578
4year.arff,4,Balanced_logistic,1,0.14771953710006808
4year.arff,4,Balanced_logistic,2,0.16941480763013256
4year.arff,4,Balanced_logistic,5,0.22315907813378302
4year.arff,4,Balanced_logistic,10,0.28709900761597046
4year.arff,4,Balanced_logistic,20,0.36443991160972294
4year.arff,4,Balanced_logistic,50,0.4598879711383272
4year.arff,4,Random_forest,1,0.11504424778761062
4year.arff,4,Random_forest,2,0.1354671839637892
4year.arff,4,Random_forest,5,0.18605958403597528
4year.arff,4,Random_forest,10,0.24624971151627048
4year.arff,4,Random_forest,20,0.31905490396056435
4year.arff,4,Random_forest,50,0.4089053451058578
4year.arff,4,Extra_trees,1,0.15554799183117768
4year.arff,4,Extra_trees,2,0.17588102166181702
4year.arff,4,Extra_trees,5,0.22625070264193367
4year.arff,4,Extra_trees,10,0.286175859681514
4year.arff,4,Extra_trees,20,0.35866054733979263
4year.arff,4,Extra_trees,50,0.448115446691351
4year.arff,4,HistGB_fair,1,0.0762423417290674
4year.arff,4,HistGB_fair,2,0.09376010345942451
4year.arff,4,HistGB_fair,5,0.13715570545250141
4year.arff,4,HistGB_fair,10,0.18878375259635358
4year.arff,4,HistGB_fair,20,0.2512323644399116
4year.arff,4,HistGB_fair,50,0.3283015285293838
4year.arff,4,Balanced_forest_reference,1,0.1123213070115725
4year.arff,4,Balanced_forest_reference,2,0.13773035887487875
4year.arff,4,Balanced_forest_reference,5,0.20067453625632378
4year.arff,4,Balanced_forest_reference,10,0.27555965843526425
4year.arff,4,Balanced_forest_reference,20,0.36613972463029065
4year.arff,4,Balanced_forest_reference,50,0.47792651666191965
4year.arff,4,EasyEnsemble_reference,1,0.11980939414567733
4year.arff,4,EasyEnsemble_reference,2,0.14193339799547364
4year.arff,4,EasyEnsemble_reference,5,0.1967397414277684
4year.arff,4,EasyEnsemble_reference,10,0.26194322640203094
4year.arff,4,EasyEnsemble_reference,20,0.3408125106238314
4year.arff,4,EasyEnsemble_reference,50,0.4381467767967341
4year.arff,5,Balanced_logistic,1,0.1531654186521443
4year.arff,5,Balanced_logistic,2,0.1716779825412221
4year.arff,5,Balanced_logistic,5,0.2175379426644182
4year.arff,5,Balanced_logistic,10,0.2720978536810524
4year.arff,5,Balanced_logistic,20,0.338092809790923
4year.arff,5,Balanced_logistic,50,0.41953859299344914
4year.arff,5,Random_forest,1,0.10108917631041525
4year.arff,5,Random_forest,2,0.12059489169091497
4year.arff,5,Random_forest,5,0.1689151208544126
4year.arff,5,Random_forest,10,0.2264020309254558
4year.arff,5,Random_forest,20,0.2959374468808431
4year.arff,5,Random_forest,50,0.38175258710718696
4year.arff,5,Extra_trees,1,0.18141592920353983
4year.arff,5,Extra_trees,2,0.19657290656320725
4year.arff,5,Extra_trees,5,0.2341202922990444
4year.arff,5,Extra_trees,10,0.278790676205862
4year.arff,5,Extra_trees,20,0.332823389427163
4year.arff,5,Extra_trees,50,0.39950631349093324
4year.arff,5,HistGB_fair,1,0.05513955071477195
4year.arff,5,HistGB_fair,2,0.07468477206595538
4year.arff,5,HistGB_fair,5,0.12310286677908938
4year.arff,5,HistGB_fair,10,0.18070620816985922
4year.arff,5,HistGB_fair,20,0.25038245792962777
4year.arff,5,HistGB_fair,50,0.3363714041583594
4year.arff,5,Balanced_forest_reference,1,0.17052416609938734
4year.arff,5,Balanced_forest_reference,2,0.1842870999030068
4year.arff,5,Balanced_forest_reference,5,0.21838111298482293
4year.arff,5,Balanced_forest_reference,10,0.2589429956150473
4year.arff,5,Balanced_forest_reference,20,0.30800611932687405
4year.arff,5,Balanced_forest_reference,50,0.36855596696097975
4year.arff,5,EasyEnsemble_reference,1,0.11402314499659633
4year.arff,5,EasyEnsemble_reference,2,0.1338506304558681
4year.arff,5,EasyEnsemble_reference,5,0.18296795952782463
4year.arff,5,EasyEnsemble_reference,10,0.24140318486037388
4year.arff,5,EasyEnsemble_reference,20,0.3120856705762366
4year.arff,5,EasyEnsemble_reference,50,0.3993164340643691
4year.arff,6,Balanced_logistic,1,0.16371681415929204
4year.arff,6,Balanced_logistic,2,0.18234723569350145
4year.arff,6,Balanced_logistic,5,0.22849915682967958
4year.arff,6,Balanced_logistic,10,0.28340641587814447
4year.arff,6,Balanced_logistic,20,0.34982151963284036
4year.arff,6,Balanced_logistic,50,0.43178581600683563
4year.arff,6,Random_forest,1,0.1102791014295439
4year.arff,6,Random_forest,2,0.1280310378273521
4year.arff,6,Random_forest,5,0.17200674536256325
4year.arff,6,Random_forest,10,0.2243249480729287
4year.arff,6,Random_forest,20,0.2876083630800612
4year.arff,6,Random_forest,50,0.3657077755625178
4year.arff,6,Extra_trees,1,0.16473791695030632
4year.arff,6,Extra_trees,2,0.18267054639508568
4year.arff,6,Extra_trees,5,0.2270938729623384
4year.arff,6,Extra_trees,10,0.2799446111239326
4year.arff,6,Extra_trees,20,0.3438721740608533
4year.arff,6,Extra_trees,50,0.4227665432450394
4year.arff,6,HistGB_fair,1,0.06398910823689585
4year.arff,6,HistGB_fair,2,0.07694794697704493
4year.arff,6,HistGB_fair,5,0.10905002810567735
4year.arff,6,HistGB_fair,10,0.14724209554581122
4year.arff,6,HistGB_fair,20,0.19343872174060853
4year.arff,6,HistGB_fair,50,0.25045096363808983
4year.arff,6,Balanced_forest_reference,1,0.13308373042886318
4year.arff,6,Balanced_forest_reference,2,0.15163271904300032
4year.arff,6,Balanced_forest_reference,5,0.19758291174817313
4year.arff,6,Balanced_forest_reference,10,0.25225017309023773
4year.arff,6,Balanced_forest_reference,20,0.3183749787523372
4year.arff,6,Balanced_forest_reference,50,0.3999810120573436
4year.arff,6,EasyEnsemble_reference,1,0.13036078965282505
4year.arff,6,EasyEnsemble_reference,2,0.14936954413191075
4year.arff,6,EasyEnsemble_reference,5,0.19645868465430016
4year.arff,6,EasyEnsemble_reference,10,0.25248096007385185
4year.arff,6,EasyEnsemble_reference,20,0.32024477307496174
4year.arff,6,EasyEnsemble_reference,50,0.4038735403019083
4year.arff,7,Balanced_logistic,1,0.12083049693669162
4year.arff,7,Balanced_logistic,2,0.14290333010022632
4year.arff,7,Balanced_logistic,5,0.19758291174817313
4year.arff,7,Balanced_logistic,10,0.2626355873528733
4year.arff,7,Balanced_logistic,20,0.3413224545300017
4year.arff,7,Balanced_logistic,50,0.43843159593658027
4year.arff,7,Random_forest,1,0.10108917631041525
4year.arff,7,Random_forest,2,0.12350468800517297
4year.arff,7,Random_forest,5,0.17903316469926925
4year.arff,7,Random_forest,10,0.24509577659819987
4year.arff,7,Random_forest,20,0.3250042495325514
4year.arff,7,Random_forest,50,0.423621000664578
4year.arff,7,Extra_trees,1,0.13682777399591559
4year.arff,7,Extra_trees,2,0.1587455544778532
4year.arff,7,Extra_trees,5,0.21304103428892637
4year.arff,7,Extra_trees,10,0.27763674128779137
4year.arff,7,Extra_trees,20,0.3557708652048275
4year.arff,7,Extra_trees,50,0.45219785436247983
4year.arff,7,HistGB_fair,1,0.08747447243022465
4year.arff,7,HistGB_fair,2,0.0979631425800194
4year.arff,7,HistGB_fair,5,0.1239460370994941
4year.arff,7,HistGB_fair,10,0.15485806600507732
4year.arff,7,HistGB_fair,20,0.1922488526262111
4year.arff,7,HistGB_fair,50,0.23839362005126744
4year.arff,7,Balanced_forest_reference,1,0.11538461538461539
4year.arff,7,Balanced_forest_reference,2,0.13870029097963144
4year.arff,7,Balanced_forest_reference,5,0.19645868465430016
4year.arff,7,Balanced_forest_reference,10,0.26517424417262864
4year.arff,7,Balanced_forest_reference,20,0.3482916879143294
4year.arff,7,Balanced_forest_reference,50,0.45086869837653093
4year.arff,7,EasyEnsemble_reference,1,0.14805990469707284
4year.arff,7,EasyEnsemble_reference,2,0.1629485935984481
4year.arff,7,EasyEnsemble_reference,5,0.19983136593591905
4year.arff,7,EasyEnsemble_reference,10,0.2437110546965151
4year.arff,7,EasyEnsemble_reference,20,0.296787353391127
4year.arff,7,EasyEnsemble_reference,50,0.3622899458843634
4year.arff,8,Balanced_logistic,1,0.14805990469707284
4year.arff,8,Balanced_logistic,2,0.16682832201745879
4year.arff,8,Balanced_logistic,5,0.2133220910623946
4year.arff,8,Balanced_logistic,10,0.2686360489268405
4year.arff,8,Balanced_logistic,20,0.3355430902600714
4year.arff,8,Balanced_logistic,50,0.4181144972942182
4year.arff,8,Random_forest,1,0.15656909462219196
4year.arff,8,Random_forest,2,0.16682832201745879
4year.arff,8,Random_forest,5,0.19224283305227655
4year.arff,8,Random_forest,10,0.2224786522040157
4year.arff,8,Random_forest,20,0.2590515043345232
4year.arff,8,Random_forest,50,0.3041868413557391
4year.arff,8,Extra_trees,1,0.15895166780122533
4year.arff,8,Extra_trees,2,0.1713546718396379
4year.arff,8,Extra_trees,5,0.202079820123665
4year.arff,8,Extra_trees,10,0.23863374105700438
4year.arff,8,Extra_trees,20,0.28284888662247154
4year.arff,8,Extra_trees,50,0.33741574100446214
4year.arff,8,HistGB_fair,1,0.10040844111640572
4year.arff,8,HistGB_fair,2,0.1096023278370514
4year.arff,8,HistGB_fair,5,0.13237774030354132
4year.arff,8,HistGB_fair,10,0.1594738056773598
4year.arff,8,HistGB_fair,20,0.1922488526262111
4year.arff,8,HistGB_fair,50,0.2326972372543435
4year.arff,8,Balanced_forest_reference,1,0.17699115044247787
4year.arff,8,Balanced_forest_reference,2,0.18525703200775945
4year.arff,8,Balanced_forest_reference,5,0.2057335581787521
4year.arff,8,Balanced_forest_reference,10,0.2300946226632818
4year.arff,8,Balanced_forest_reference,20,0.25956144824069355
4year.arff,8,Balanced_forest_reference,50,0.29592708630019937
4year.arff,8,EasyEnsemble_reference,1,0.15146358066712048
4year.arff,8,EasyEnsemble_reference,2,0.15939217588102167
4year.arff,8,EasyEnsemble_reference,5,0.17903316469926925
4year.arff,8,EasyEnsemble_reference,10,0.2024001846295869
4year.arff,8,EasyEnsemble_reference,20,0.23066462689104197
4year.arff,8,EasyEnsemble_reference,50,0.2655463780499383
4year.arff,9,Balanced_logistic,1,0.13886997957794417
4year.arff,9,Balanced_logistic,2,0.16327190430003233
4year.arff,9,Balanced_logistic,5,0.2237211916807195
4year.arff,9,Balanced_logistic,10,0.2956381260096931
4year.arff,9,Balanced_logistic,20,0.3826279109297977
4year.arff,9,Balanced_logistic,50,0.4899838602487421
4year.arff,9,Random_forest,1,0.1181075561606535
4year.arff,9,Random_forest,2,0.13999353378596832
4year.arff,9,Random_forest,5,0.19421023046655425
4year.arff,9,Random_forest,10,0.2587122086314332
4year.arff,9,Random_forest,20,0.3367329593744688
4year.arff,9,Random_forest,50,0.43302003227950253
4year.arff,9,Extra_trees,1,0.16133424098025867
4year.arff,9,Extra_trees,2,0.1813773035887488
4year.arff,9,Extra_trees,5,0.23102866779089376
4year.arff,9,Extra_trees,10,0.2900992384029541
4year.arff,9,Extra_trees,20,0.3615502294747578
4year.arff,9,Extra_trees,50,0.4497294218171461
4year.arff,9,HistGB_fair,1,0.05513955071477195
4year.arff,9,HistGB_fair,2,0.07468477206595538
4year.arff,9,HistGB_fair,5,0.12310286677908938
4year.arff,9,HistGB_fair,10,0.18070620816985922
4year.arff,9,HistGB_fair,20,0.25038245792962777
4year.arff,9,HistGB_fair,50,0.3363714041583594
4year.arff,9,Balanced_forest_reference,1,0.11742682096664397
4year.arff,9,Balanced_forest_reference,2,0.1412867765923052
4year.arff,9,Balanced_forest_reference,5,0.20039347948285555
4year.arff,9,Balanced_forest_reference,10,0.2707131317793676
4year.arff,9,Balanced_forest_reference,20,0.3557708652048275
4year.arff,9,Balanced_forest_reference,50,0.46074242855786574
4year.arff,9,EasyEnsemble_reference,1,0.12049012933968686
4year.arff,9,EasyEnsemble_reference,2,0.14064015518913675
4year.arff,9,EasyEnsemble_reference,5,0.1905564924114671
4year.arff,9,EasyEnsemble_reference,10,0.24994230325409647
4year.arff,9,EasyEnsemble_reference,20,0.3217746047934727
4year.arff,9,EasyEnsemble_reference,50,0.4104243805183708
4year.arff,10,Balanced_logistic,1,0.19400953029271614
4year.arff,10,Balanced_logistic,2,0.20530229550598125
4year.arff,10,Balanced_logistic,5,0.23327712197863967
4year.arff,10,Balanced_logistic,10,0.2665589660743134
4year.arff,10,Balanced_logistic,20,0.3068162502124766
4year.arff,10,Balanced_logistic,50,0.3564986233741574
4year.arff,10,Random_forest,1,0.13342409802586794
4year.arff,10,Random_forest,2,0.14872292272874232
4year.arff,10,Random_forest,5,0.18662169758291175
4year.arff,10,Random_forest,10,0.23171013154858067
4year.arff,10,Random_forest,20,0.286248512663607
4year.arff,10,Random_forest,50,0.35355549226241334
4year.arff,10,Extra_trees,1,0.16269571136827773
4year.arff,10,Extra_trees,2,0.17879081797607502
4year.arff,10,Extra_trees,5,0.21866216975829117
4year.arff,10,Extra_trees,10,0.26609739210708516
4year.arff,10,Extra_trees,20,0.32347441781404046
4year.arff,10,Extra_trees,50,0.39428462926041963
4year.arff,10,HistGB_fair,1,0.06024506466984343
4year.arff,10,HistGB_fair,2,0.07436146136437116
4year.arff,10,HistGB_fair,5,0.10933108487914558
4year.arff,10,HistGB_fair,10,0.1509346872836372
4year.arff,10,HistGB_fair,20,0.20125786163522014
4year.arff,10,HistGB_fair,50,0.2633627646444508
4year.arff,10,Balanced_forest_reference,1,0.16609938733832538
4year.arff,10,Balanced_forest_reference,2,0.1771742644681539
4year.arff,10,Balanced_forest_reference,5,0.20460933108487914
4year.arff,10,Balanced_forest_reference,10,0.23724901915531965
4year.arff,10,Balanced_forest_reference,20,0.27672955974842767
4year.arff,10,Balanced_forest_reference,50,0.32545333713092184
4year.arff,10,EasyEnsemble_reference,1,0.16984343090537782
4year.arff,10,EasyEnsemble_reference,2,0.18105399288716456
4year.arff,10,EasyEnsemble_reference,5,0.20882518268690275
4year.arff,10,EasyEnsemble_reference,10,0.2418647588276021
4year.arff,10,EasyEnsemble_reference,20,0.2818289988101309
4year.arff,10,EasyEnsemble_reference,50,0.3311497199278458
5year.arff,1,Balanced_logistic,1,0.11787930062041738
5year.arff,1,Balanced_logistic,2,0.13660337552742616
5year.arff,1,Balanced_logistic,5,0.1805739514348786
5year.arff,1,Balanced_logistic,10,0.22881944444444444
5year.arff,1,Balanced_logistic,20,0.28199513381995134
5year.arff,1,Balanced_logistic,50,0.3408974358974359
5year.arff,1,Random_forest,1,0.08121827411167512
5year.arff,1,Random_forest,2,0.10284810126582279
5year.arff,1,Random_forest,5,0.15364238410596026
5year.arff,1,Random_forest,10,0.209375
5year.arff,1,Random_forest,20,0.2708029197080292
5year.arff,1,Random_forest,50,0.33884615384615385
5year.arff,1,Extra_trees,1,0.10941906373378454
5year.arff,1,Extra_trees,2,0.12921940928270043
5year.arff,1,Extra_trees,5,0.17571743929359823
5year.arff,1,Extra_trees,10,0.2267361111111111
5year.arff,1,Extra_trees,20,0.2829683698296837
5year.arff,1,Extra_trees,50,0.34525641025641024
5year.arff,1,HistGB_fair,1,0.050197405527354765
5year.arff,1,HistGB_fair,2,0.05748945147679325
5year.arff,1,HistGB_fair,5,0.07461368653421634
5year.arff,1,HistGB_fair,10,0.09340277777777778
5year.arff,1,HistGB_fair,20,0.11411192214111922
5year.arff,1,HistGB_fair,50,0.13705128205128206
5year.arff,1,Balanced_forest_reference,1,0.08347433728144388
5year.arff,1,Balanced_forest_reference,2,0.1070675105485232
5year.arff,1,Balanced_forest_reference,5,0.16247240618101547
5year.arff,1,Balanced_forest_reference,10,0.2232638888888889
5year.arff,1,Balanced_forest_reference,20,0.2902676399026764
5year.arff,1,Balanced_forest_reference,50,0.3644871794871795
5year.arff,1,EasyEnsemble_reference,1,0.09475465313028765
5year.arff,1,EasyEnsemble_reference,2,0.11234177215189874
5year.arff,1,EasyEnsemble_reference,5,0.15364238410596026
5year.arff,1,EasyEnsemble_reference,10,0.19895833333333332
5year.arff,1,EasyEnsemble_reference,20,0.2489051094890511
5year.arff,1,EasyEnsemble_reference,50,0.30423076923076925
5year.arff,2,Balanced_logistic,1,0.10772701635645798
5year.arff,2,Balanced_logistic,2,0.12869198312236288
5year.arff,2,Balanced_logistic,5,0.17792494481236204
5year.arff,2,Balanced_logistic,10,0.23194444444444445
5year.arff,2,Balanced_logistic,20,0.29148418491484185
5year.arff,2,Balanced_logistic,50,0.35743589743589743
5year.arff,2,Random_forest,1,0.09475465313028765
5year.arff,2,Random_forest,2,0.11075949367088607
5year.arff,2,Random_forest,5,0.14834437086092717
5year.arff,2,Random_forest,10,0.18958333333333333
5year.arff,2,Random_forest,20,0.23503649635036497
5year.arff,2,Random_forest,50,0.2853846153846154
5year.arff,2,Extra_trees,1,0.10321489001692047
5year.arff,2,Extra_trees,2,0.12183544303797468
5year.arff,2,Extra_trees,5,0.16556291390728478
5year.arff,2,Extra_trees,10,0.21354166666666666
5year.arff,2,Extra_trees,20,0.2664233576642336
5year.arff,2,Extra_trees,50,0.325
5year.arff,2,HistGB_fair,1,0.03835307388606881
5year.arff,2,HistGB_fair,2,0.06487341772151899
5year.arff,2,HistGB_fair,5,0.1271523178807947
5year.arff,2,HistGB_fair,10,0.1954861111111111
5year.arff,2,HistGB_fair,20,0.2708029197080292
5year.arff,2,HistGB_fair,50,0.35423076923076924
5year.arff,2,Balanced_forest_reference,1,0.10547095318668923
5year.arff,2,Balanced_forest_reference,2,0.12078059071729957
5year.arff,2,Balanced_forest_reference,5,0.15673289183222958
5year.arff,2,Balanced_forest_reference,10,0.19618055555555555
5year.arff,2,Balanced_forest_reference,20,0.2396593673965937
5year.arff,2,Balanced_forest_reference,50,0.2878205128205128
